bigram_lower,SUM,neg-mirror-R,neg-mirror-L
really_cynical,1,0,1
really_damning,1,0,1
truly_cynical,1,1,0
truly_convenient,1,1,0
truly_contrary,1,0,1
really_daring,1,1,0
truly_continuous,1,1,0
really_data-driven,1,1,0
woefully_bad,1,1,0
really_dear,1,1,0
really_debatable,1,1,0
truly_content,1,1,0
really_decent,1,1,0
truly_custom,1,0,1
purely_true,1,1,0
truly_dissatisfied,1,1,0
truly_discernible,1,1,0
purposefully_cruel,1,1,0
truly_disposable,1,1,0
really_cosmic,1,0,1
very_accustomed,1,1,0
woefully_unprepared,1,1,0
purely_wild,1,1,0
very_eccentric,1,0,1
truly_dispassionate,1,1,0
purely_western,1,1,0
truly_disgusting,1,0,1
purely_utilitarian,1,1,0
very_feasible,1,1,0
really_criminal,1,0,1
truly_dirty,1,0,1
really_crispy,1,1,0
truly_direct,1,1,0
truly_devastating,1,0,1
truly_delightful,1,1,0
purely_urban,1,1,0
truly_definitive,1,0,1
purely_turkish,1,1,0
truly_decisive,1,1,0
very_fearful,1,1,0
truly_equitable,1,1,0
real_complex,1,0,1
verbally_effusive,1,1,0
really_christian,1,1,0
quite_agile,1,1,0
vaguely_sensible,1,1,0
wonderfully_picturesque,1,1,0
really_chummy,1,1,0
really_civilized,1,1,0
quite_adventurous,1,1,0
truly_glamorous,1,0,1
quite_advantageous,1,1,0
truly_german,1,1,0
quite_advanced,1,0,1
truly_genuine,1,0,1
truly_fun,1,1,0
truly_frustrated,1,1,0
truly_fruitful,1,1,0
quite_adult,1,1,0
truly_frosty,1,1,0
vaguely_spiritual,1,1,0
vaguely_suggestive,1,0,1
truly_french,1,1,0
really_clear-cut,1,1,0
quite_addicted,1,1,0
wonderfully_happy,1,1,0
quite_agreeable,1,1,0
truly_gritty,1,1,0
truly_gruesome,1,1,0
really_changeable,1,1,0
truly_hierarchical,1,1,0
truly_heterosexual,1,1,0
really_celebrated,1,1,0
really_celebratory,1,1,0
wonderfully_pleasant,1,1,0
truly_heartbroken,1,1,0
truly_harsh,1,1,0
vaguely_revelatory,1,0,1
quite_alternate,1,1,0
quite_alright,1,1,0
really_charismatic,1,1,0
truly_grumpy,1,1,0
truly_harmful,1,0,1
truly_hardcore,1,1,0
truly_hard-hitting,1,1,0
truly_hard,1,1,0
really_charming,1,1,0
quite_alien,1,1,0
really_cheery,1,1,0
quite_akin,1,0,1
quite_airtight,1,1,0
vaguely_scholarly,1,0,1
truly_freaky,1,0,1
quite_accustomed,1,1,0
yet_thriving,1,1,0
truly_existent,1,1,0
truly_external,1,0,1
truly_explosive,1,1,0
quintessentially_conservative,1,0,1
vastly_better,1,1,0
really_commonplace,1,1,0
quietly_shocking,1,1,0
truly_expensive,1,0,1
quietly_powerful,1,1,0
quietly_perceptive,1,1,0
quietly_joyous,1,1,0
quietly_compelling,1,1,0
truly_extinct,1,1,0
quickly_widespread,1,1,0
really_competent,1,0,1
truly_exclusive,1,1,0
vastly_exciting,1,0,1
vastly_wealthy,1,1,0
truly_european,1,0,1
verbally_agile,1,1,0
wonderfully_erotic,1,0,1
verbally_belligerent,1,1,0
truly_eternal,1,1,0
really_committed,1,0,1
vaguely_warm,1,1,0
quite_accidental,1,1,0
wonderfully_frank,1,1,0
truly_frantic,1,1,0
truly_foreign,1,1,0
quite_acceptable,1,1,0
really_cohesive,1,0,1
truly_flawed,1,0,1
really_colder,1,1,0
vaguely_true,1,1,0
vaguely_useful,1,0,1
truly_feasible,1,1,0
really_colorful,1,1,0
truly_fearless,1,1,0
quintessentially_french,1,1,0
really_combustible,1,0,1
truly_fascinating,1,1,0
quintessentially_relaxing,1,0,1
really_comedic,1,1,0
quintessentially_new,1,0,1
wonderfully_exciting,1,1,0
really_comic,1,0,1
quintessentially_mexican,1,0,1
quintessentially_italian,1,1,0
truly_fabulous,1,0,1
purely_technological,1,1,0
truly_contemporary,1,1,0
truly_constant,1,1,0
really_defensible,1,1,0
purely_personal,1,1,0
truly_addicting,1,0,1
truly_active,1,1,0
really_eye-catching,1,0,1
really_eye-opening,1,0,1
purely_peaceful,1,1,0
purely_partisan,1,0,1
very_amused,1,1,0
truly_abysmal,1,1,0
really_faithful,1,1,0
really_false,1,1,0
truly_absurd,1,1,0
very_analytical,1,1,0
very_fierce,1,1,0
truely_good,1,1,0
truely_enjoyable,1,0,1
really_fashionable,1,0,1
purely_ours,1,1,0
purely_original,1,1,0
purely_organic,1,1,0
truely_comfortable,1,1,0
truely_coherent,1,1,0
truely_accurate,1,1,0
truly_addictive,1,1,0
very_amiable,1,1,0
truly_adult,1,0,1
truly_airtight,1,1,0
truly_applicable,1,1,0
truly_annoying,1,0,1
truly_ancient,1,1,0
purely_random,1,1,0
truly_analogous,1,0,1
truly_amiss,1,0,1
truly_amateur,1,1,0
purely_psychological,1,1,0
purely_professional,1,1,0
truly_alien,1,0,1
wildly_wrong,1,1,0
truly_adventurous,1,1,0
truly_agile,1,1,0
truly_aggressive,1,1,0
really_expedient,1,0,1
truly_african,1,0,1
really_expendable,1,1,0
truly_affectionate,1,1,0
truly_advisory,1,1,0
truly_adversarial,1,1,0
really_explosive,1,1,0
purely_platonic,1,0,1
really_fatigued,1,1,0
really_faulty,1,0,1
tremendously_wrong,1,0,1
really_forthcoming,1,1,0
purely_musical,1,0,1
tremendously_important,1,0,1
tremendously_groundbreaking,1,0,1
very_early,1,1,0
wildly_variable,1,1,0
really_foolproof,1,1,0
tremendously_frightening,1,1,0
tremendously_fancy,1,0,1
purely_metaphorical,1,1,0
tremendously_excited,1,1,0
really_forward,1,1,0
purely_natural,1,1,0
really_freakin,1,0,1
wildly_unrealistic,1,1,0
tremendously_different,1,1,0
tremendously_deep,1,1,0
tremendously_comforting,1,0,1
really_frightened,1,1,0
purely_medical,1,1,0
purely_mechanical,1,1,0
tremendously_aggressive,1,1,0
really_fruity,1,0,1
really_fluent,1,1,0
really_flexible,1,1,0
really_fearful,1,1,0
tremendously_new,1,0,1
very_fiery,1,1,0
tremendously_wild,1,0,1
tremendously_unfamiliar,1,0,1
tremendously_special,1,0,1
tremendously_popular,1,1,0
really_feminine,1,1,0
purely_operational,1,1,0
really_firm,1,1,0
tremendously_pleasing,1,1,0
tremendously_original,1,0,1
purely_new,1,0,1
really_flawless,1,1,0
very_appalling,1,0,1
tremendously_lucrative,1,1,0
really_fitting,1,1,0
really_flamboyant,1,0,1
really_flammable,1,1,0
tremendously_long,1,1,0
tremendously_intricate,1,0,1
tremendously_innovative,1,0,1
really_flattering,1,1,0
purely_negative,1,1,0
truly_appropriate,1,0,1
very_american,1,0,1
truly_ashamed,1,1,0
very_affordable,1,0,1
truly_coherent,1,1,0
really_digital,1,0,1
truly_clear-cut,1,1,0
truly_classical,1,1,0
really_dire,1,0,1
really_direct,1,1,0
really_disagreeable,1,0,1
truly_circular,1,1,0
truly_christian,1,1,0
truly_cheap,1,1,0
really_disastrous,1,0,1
truly_coincidental,1,1,0
really_discernible,1,0,1
truly_catastrophic,1,0,1
really_discouraging,1,0,1
really_distasteful,1,0,1
truly_caring,1,1,0
truly_captive,1,1,0
truly_canadian,1,1,0
purely_selfish,1,1,0
truly_bright,1,1,0
truly_breathtaking,1,1,0
purely_southern,1,1,0
purely_spectacular,1,0,1
truly_bombastic,1,0,1
very_feminist,1,1,0
truly_consequential,1,0,1
truly_confident,1,1,0
truly_concrete,1,1,0
truly_comprehensive,1,1,0
really_demonstrative,1,0,1
truly_complimentary,1,1,0
truly_complicated,1,1,0
really_depressing,1,0,1
really_derivative,1,0,1
truly_complex,1,0,1
purely_tame,1,1,0
willfully_naive,1,1,0
purely_sweet,1,1,0
truly_competent,1,1,0
really_destructive,1,1,0
purely_supportive,1,0,1
very_adult,1,1,0
truly_communist,1,1,0
truly_commonplace,1,1,0
purely_spiritual,1,1,0
purely_speculative,1,1,0
willfully_provocative,1,1,0
truly_brave,1,0,1
truly_blunt,1,0,1
purely_rational,1,1,0
purely_relaxed,1,1,0
really_egregious,1,0,1
really_elaborate,1,0,1
truly_balanced,1,1,0
very_alarming,1,0,1
really_elusive,1,0,1
truly_awesome,1,1,0
really_embarrassed,1,1,0
very_amazing,1,0,1
really_emblematic,1,1,0
truly_available,1,1,0
purely_red,1,1,0
purely_representative,1,1,0
really_endangered,1,1,0
purely_realistic,1,1,0
purely_reactive,1,1,0
really_engrossing,1,1,0
truly_automatic,1,1,0
truly_autobiographical,1,1,0
very_ambiguous,1,0,1
truly_australian,1,1,0
purely_reactionary,1,1,0
really_enticing,1,0,1
really_effusive,1,1,0
very_airy,1,0,1
purely_scientific,1,1,0
really_dumb,1,1,0
really_down,1,1,0
willfully_eccentric,1,0,1
truly_bizarre,1,0,1
really_dressy,1,0,1
really_driven,1,1,0
truly_bitter,1,1,0
purely_satisfying,1,1,0
truly_biodegradable,1,1,0
really_due,1,0,1
truly_bilingual,1,1,0
purely_sane,1,1,0
very_agricultural,1,1,0
really_dysfunctional,1,0,1
truly_best,1,1,0
willfully_dishonest,1,1,0
purely_sad,1,1,0
really_edgy,1,1,0
really_edible,1,1,0
purely_retro,1,1,0
truly_benevolent,1,1,0
willfully_contemporary,1,1,0
truly_believable,1,1,0
vaguely_recognisable,1,1,0
truly_high,1,1,0
really_catholic,1,0,1
utterly_transparent,1,1,0
utterly_inane,1,0,1
quite_compatible,1,1,0
utterly_incriminating,1,0,1
real_speechless,1,1,0
utterly_insane,1,0,1
real_steep,1,0,1
truly_pastoral,1,1,0
yet_silent,1,1,0
real_strenuous,1,0,1
real_successful,1,1,0
utterly_interesting,1,0,1
truly_passionate,1,1,0
truly_paradoxical,1,1,0
real_surprised,1,0,1
truly_palpable,1,1,0
real_sweet,1,1,0
truly_painful,1,1,0
real_sympathetic,1,1,0
real_tall,1,1,0
real_technical,1,0,1
quite_comfy,1,1,0
real_tense,1,1,0
truly_overpowering,1,1,0
real_specialized,1,0,1
very_elite,1,1,0
utterly_impossible,1,0,1
quite_complex,1,1,0
real_productive,1,0,1
real_professional,1,0,1
real_prominent,1,0,1
real_real,1,1,0
truly_political,1,1,0
real_revolutionary,1,0,1
truly_poignant,1,0,1
real_scared,1,1,0
truly_pleased,1,1,0
real_severe,1,0,1
utterly_important,1,0,1
yet_sexist,1,1,0
real_showy,1,0,1
very_eloquent,1,1,0
real_skinny,1,1,0
real_slight,1,1,0
truly_playable,1,1,0
yet_serious,1,0,1
real_social,1,1,0
truly_phenomenal,1,0,1
quite_competitive,1,1,0
truly_pertinent,1,1,0
truly_overcome,1,1,0
utterly_miserable,1,0,1
real_true,1,1,0
really_abnormal,1,0,1
utterly_stupid,1,1,0
utterly_sure,1,1,0
quite_cohesive,1,1,0
realistically_terrifying,1,1,0
quite_coherent,1,0,1
quite_co-operative,1,1,0
realistically_threatening,1,1,0
really_3d,1,1,0
yet_apocalyptic,1,0,1
truly_offline,1,1,0
truly_off-putting,1,1,0
truly_okay,1,1,0
truly_obscure,1,1,0
utterly_terrible,1,1,0
really_abstract,1,1,0
really_abundant,1,1,0
really_abused,1,1,0
very_elastic,1,1,0
truly_noble,1,1,0
utterly_terrified,1,1,0
quite_cloying,1,1,0
truly_newsworthy,1,1,0
realistically_sad,1,1,0
utterly_sharp,1,1,0
real_upset,1,1,0
truly_optional,1,0,1
real_vocal,1,1,0
real_worth,1,1,0
truly_outrageous,1,0,1
realistically_accurate,1,1,0
realistically_achievable,1,1,0
utterly_negative,1,1,0
truly_outlandish,1,1,0
utterly_pessimistic,1,1,0
truly_oriented,1,1,0
yet_single,1,0,1
realistically_available,1,1,0
truly_old,1,1,0
realistically_enforceable,1,1,0
truly_optimistic,1,1,0
utterly_political,1,1,0
truly_optimal,1,1,0
realistically_likely,1,1,0
truly_opposite,1,1,0
utterly_repulsive,1,0,1
utterly_ridiculous,1,1,0
truly_opaque,1,1,0
quite_coincidental,1,1,0
real_pretentious,1,0,1
real_precious,1,1,0
real_popular,1,1,0
truly_respectable,1,1,0
very_emphatic,1,1,0
real_excessive,1,0,1
truly_rewarding,1,0,1
yet_satisfied,1,1,0
utterly_destructive,1,1,0
real_extreme,1,0,1
truly_restrictive,1,0,1
real_familiar,1,1,0
real_fast,1,1,0
real_favorable,1,1,0
quite_contrary,1,0,1
real_enough,1,1,0
real_flashy,1,0,1
utterly_dismal,1,1,0
truly_resilient,1,1,0
real_foreboding,1,1,0
real_forgiving,1,1,0
real_full,1,1,0
real_fussy,1,1,0
real_glamorous,1,0,1
truly_removable,1,1,0
real_goofy,1,0,1
real_enthusiastic,1,1,0
real_energetic,1,0,1
quite_content,1,1,0
real_dangerous,1,0,1
real_complicated,1,0,1
real_consistent,1,1,0
truly_sane,1,1,0
real_convincing,1,1,0
very_expansive,1,1,0
truly_sacred,1,1,0
very_enamoured,1,1,0
real_creative,1,0,1
truly_ruthless,1,1,0
real_damaging,1,0,1
utterly_conclusive,1,1,0
utterly_depressed,1,1,0
truly_russian,1,1,0
yet_sad,1,1,0
very_experimental,1,0,1
utterly_contemptible,1,0,1
real_distinct,1,0,1
too_promiscuous,1,1,0
utterly_dependent,1,1,0
real_dynamic,1,0,1
truly_righteous,1,1,0
real_embarrassing,1,0,1
truly_remote,1,1,0
real_hard,1,1,0
quite_complicated,1,1,0
very_elusive,1,1,0
truly_progressive,1,1,0
real_meaningful,1,1,0
real_natural,1,0,1
real_nervous,1,1,0
truly_profitable,1,1,0
real_normal,1,1,0
real_noticable,1,0,1
utterly_happy,1,1,0
utterly_horrible,1,0,1
truly_pristine,1,1,0
real_outspoken,1,1,0
real_lacking,1,1,0
truly_principled,1,1,0
real_parallel,1,1,0
utterly_horrified,1,1,0
truly_priceless,1,1,0
real_patient,1,1,0
yet_secure,1,1,0
real_perfect,1,1,0
real_personal,1,0,1
real_pleasant,1,1,0
utterly_human,1,1,0
truly_prolific,1,1,0
truly_proper,1,1,0
utterly_epic,1,1,0
very_explosive,1,1,0
truly_relaxed,1,1,0
truly_related,1,1,0
quite_constant,1,1,0
truly_red,1,1,0
real_immediate,1,0,1
truly_reasonable,1,1,0
utterly_faithful,1,1,0
utterly_fantastical,1,0,1
utterly_fatal,1,1,0
truly_realistic,1,1,0
truly_rational,1,1,0
utterly_gorgeous,1,1,0
truly_rare,1,1,0
real_innovative,1,0,1
utterly_freaky,1,0,1
truly_quick,1,1,0
truly_qualified,1,1,0
real_inventive,1,1,0
utterly_glorious,1,0,1
real_irish,1,1,0
quite_connected,1,1,0
real_keen,1,1,0
utterly_tragic,1,0,1
utterly_unconscious,1,1,0
really_cathartic,1,0,1
utterly_unforeseen,1,0,1
very_fastidious,1,1,0
quite_asleep,1,1,0
really_badass,1,1,0
truly_integrated,1,1,0
really_bald,1,1,0
truly_instrumental,1,1,0
quite_arrogant,1,1,0
really_belligerent,1,1,0
truly_instructive,1,0,1
really_benevolent,1,1,0
vaguely_legitimate,1,0,1
truly_inspired,1,1,0
really_bent,1,1,0
really_best,1,1,0
truly_inspirational,1,0,1
worryingly_overpriced,1,1,0
really_bigger,1,1,0
really_bigoted,1,0,1
truly_insane,1,0,1
truly_infinite,1,1,0
truly_inferior,1,1,0
truly_inexpensive,1,1,0
quite_appreciative,1,1,0
very_economical,1,1,0
truly_inventive,1,1,0
truly_irish,1,1,0
really_authoritative,1,1,0
quite_beguiling,1,1,0
truly_legitimate,1,1,0
quite_basic,1,0,1
quite_banal,1,1,0
really_attributable,1,1,0
very_edgy,1,1,0
truly_kurdish,1,1,0
really_attuned,1,1,0
really_audible,1,1,0
really_authentic,1,0,1
vaguely_interested,1,1,0
truly_irreplaceable,1,0,1
really_autobiographical,1,1,0
truly_justifiable,1,1,0
yet_absolute,1,1,0
truly_just,1,1,0
quite_authentic,1,1,0
really_averse,1,1,0
quite_attractive,1,1,0
quite_astonishing,1,1,0
really_avoidable,1,1,0
truly_israeli,1,1,0
really_blank,1,1,0
truly_indigenous,1,1,0
vaguely_logical,1,1,0
truly_humble,1,1,0
truly_immortal,1,1,0
truly_immersive,1,1,0
yet_tangible,1,0,1
vaguely_plausible,1,1,0
vaguely_ready,1,1,0
really_canadian,1,1,0
truly_illegal,1,0,1
really_careful,1,1,0
truly_humorous,1,1,0
really_caring,1,0,1
truly_human-like,1,1,0
quite_amazed,1,1,0
really_casual,1,0,1
truly_horrible,1,0,1
truly_honorable,1,0,1
truly_homogenous,1,1,0
really_catchy,1,0,1
truly_homogeneous,1,1,0
truly_holistic,1,1,0
wonderfully_privileged,1,1,0
truly_hip,1,1,0
truly_hilarious,1,1,0
truly_impactful,1,0,1
vaguely_personal,1,0,1
really_bold,1,0,1
really_british,1,1,0
vaguely_magnificent,1,1,0
truly_incriminating,1,0,1
truly_incredible,1,0,1
truly_incorrect,1,1,0
truly_inappropriate,1,1,0
really_breathtaking,1,0,1
truly_inactive,1,1,0
vaguely_morose,1,1,0
very_eco-friendly,1,1,0
vaguely_nationalistic,1,0,1
truly_impoverished,1,1,0
wonderfully_satisfying,1,1,0
vaguely_normal,1,0,1
worryingly_cheap,1,1,0
quite_ancient,1,1,0
truly_impervious,1,1,0
really_bulky,1,0,1
vaguely_offensive,1,0,1
really_bullish,1,1,0
quite_analogous,1,0,1
really_bummed,1,1,0
wonderfully_surprised,1,1,0
really_attentive,1,1,0
vaguely_illegal,1,0,1
truly_liberal,1,1,0
truly_mortal,1,1,0
quite_central,1,1,0
truly_mutual,1,1,0
truly_murderous,1,0,1
truly_mundane,1,1,0
really_adversarial,1,0,1
really_adverse,1,0,1
quite_casual,1,1,0
really_advisable,1,1,0
yet_affordable,1,1,0
quite_careful,1,1,0
really_affectionate,1,1,0
truly_naive,1,1,0
really_affordable,1,1,0
truly_moral,1,1,0
truly_monumental,1,0,1
really_aged,1,1,0
truly_momentous,1,0,1
truly_modular,1,1,0
quite_brown,1,1,0
really_alike,1,0,1
truly_mobile,1,1,0
truly_mistaken,1,1,0
vaguely_aware,1,0,1
vaguely_appealing,1,0,1
vaguely_bulky,1,0,1
really_addicted,1,1,0
quite_closed,1,1,0
yet_alive,1,1,0
utterly_unhappy,1,1,0
really_accustomed,1,1,0
quite_cliched,1,1,0
quite_clear-cut,1,1,0
really_actionable,1,0,1
utterly_unlikable,1,1,0
truly_nerdy,1,1,0
truly_negligent,1,1,0
really_additional,1,0,1
vaguely_amusing,1,1,0
utterly_unselfish,1,1,0
utterly_valuable,1,1,0
quite_chewy,1,1,0
truly_native,1,1,0
truly_national,1,1,0
yet_sophisticated,1,1,0
truly_nasty,1,1,0
utterly_wicked,1,0,1
vaguely_american,1,0,1
really_adult,1,0,1
truly_miserable,1,1,0
truly_miraculous,1,0,1
truly_light,1,0,1
truly_loathsome,1,1,0
really_apprehensive,1,1,0
vaguely_critical,1,1,0
really_armed,1,1,0
vaguely_digital,1,0,1
really_artistic,1,0,1
vaguely_dominant,1,0,1
truly_loving,1,1,0
really_ashamed,1,0,1
vaguely_entertaining,1,1,0
truly_logical,1,1,0
vaguely_funny,1,0,1
truly_malicious,1,0,1
truly_little,1,1,0
yet_successful,1,1,0
truly_likeable,1,1,0
vaguely_hypothetical,1,0,1
very_efficacious,1,1,0
really_athletic,1,1,0
yet_suggestive,1,0,1
very_far,1,1,0
truly_lighthearted,1,0,1
very_fashionable,1,1,0
truly_major,1,1,0
quite_blended,1,1,0
truly_mind-boggling,1,1,0
vaguely_controversial,1,0,1
quite_brilliant,1,1,0
yet_advisable,1,1,0
yet_accustomed,1,1,0
vaguely_chinese,1,0,1
vaguely_clear,1,0,1
really_amenable,1,1,0
really_american,1,1,0
vaguely_close,1,1,0
vaguely_comparable,1,1,0
truly_menacing,1,1,0
quite_bottomless,1,1,0
really_apologetic,1,1,0
really_amusing,1,0,1
truly_mean-spirited,1,1,0
truly_matte,1,1,0
vaguely_creative,1,1,0
quite_blissful,1,1,0
truly_married,1,1,0
truly_mandatory,1,1,0
yet_subject,1,1,0
truly_manageable,1,1,0
truly_malignant,1,0,1
too_promotional,1,1,0
ridiculously_overpriced,1,1,0
remotely_amiss,1,1,0
so_contrary,1,0,1
sufficiently_radical,1,1,0
sufficiently_qualified,1,1,0
sufficiently_purposeful,1,0,1
so_contemptuous,1,1,0
sufficiently_prominent,1,1,0
sufficiently_profitable,1,1,0
so_continuous,1,0,1
sufficiently_proficient,1,1,0
sufficiently_productive,1,1,0
very_topical,1,0,1
sufficiently_predictable,1,0,1
very_tiring,1,1,0
sufficiently_portable,1,0,1
so_contemporary,1,1,0
very_timid,1,1,0
sufficiently_poetic,1,1,0
very_tidy,1,1,0
sufficiently_opulent,1,1,0
sufficiently_open,1,1,0
sufficiently_newsworthy,1,0,1
sufficiently_nasty,1,1,0
sufficiently_motivated,1,1,0
sufficiently_moral,1,1,0
sufficiently_momentous,1,0,1
sufficiently_modest,1,1,0
very_thoughtful,1,1,0
sufficiently_refreshing,1,1,0
sufficiently_resilient,1,1,0
very_thorny,1,1,0
sufficiently_sure,1,1,0
very_tremendous,1,0,1
sufficiently_worthy,1,1,0
sufficiently_worldly,1,1,0
very_tranquil,1,1,0
sufficiently_widespread,1,1,0
sufficiently_warm,1,1,0
sufficiently_valuable,1,0,1
sufficiently_valid,1,1,0
sufficiently_trustworthy,1,1,0
sufficiently_tough,1,1,0
sufficiently_tangible,1,0,1
sufficiently_sustainable,1,1,0
sufficiently_supervised,1,1,0
very_touching,1,0,1
sufficiently_superior,1,1,0
sufficiently_succinct,1,1,0
sufficiently_stable,1,1,0
sufficiently_splendid,1,1,0
sufficiently_solid,1,1,0
sufficiently_skilled,1,1,0
sufficiently_sensitive,1,1,0
sufficiently_satisfied,1,1,0
so_consuming,1,0,1
sufficiently_robust,1,1,0
sufficiently_rigorous,1,1,0
sufficiently_restful,1,1,0
very_thorough,1,1,0
sufficiently_mature,1,1,0
suitably_easy,1,1,0
sufficiently_crass,1,1,0
sufficiently_easy,1,1,0
very_tender,1,0,1
sufficiently_divine,1,0,1
so_courageous,1,1,0
sufficiently_distinctive,1,0,1
sufficiently_distinct,1,1,0
sufficiently_detailed,1,1,0
sufficiently_dense,1,1,0
very_tempted,1,1,0
sufficiently_deft,1,1,0
sufficiently_deep,1,1,0
very_telling,1,1,0
sufficiently_corrupt,1,1,0
sufficiently_explicit,1,1,0
very_taxing,1,0,1
very_tasty,1,1,0
sufficiently_cool,1,1,0
sufficiently_conversant,1,1,0
sufficiently_consistent,1,1,0
so_crafty,1,1,0
sufficiently_concrete,1,1,0
very_tangible,1,0,1
very_tame,1,1,0
sufficiently_conclusive,1,1,0
sufficiently_concerned,1,1,0
sufficiently_complete,1,0,1
sufficiently_entertaining,1,1,0
sufficiently_familiar,1,1,0
sufficiently_magic,1,1,0
sufficiently_illegal,1,0,1
sufficiently_loyal,1,0,1
so_corny,1,1,0
sufficiently_low,1,1,0
sufficiently_lean,1,1,0
so_corporate,1,0,1
sufficiently_intimidating,1,1,0
sufficiently_intensive,1,1,0
sufficiently_intelligent,1,1,0
very_thematic,1,0,1
sufficiently_independent,1,1,0
sufficiently_inclusive,1,1,0
so_corrupt,1,1,0
very_theatrical,1,0,1
sufficiently_flat,1,1,0
sufficiently_humane,1,1,0
very_thankful,1,1,0
sufficiently_huge,1,1,0
sufficiently_horrible,1,0,1
sufficiently_harsh,1,1,0
sufficiently_granular,1,1,0
sufficiently_funny,1,1,0
sufficiently_frustrated,1,1,0
sufficiently_fortunate,1,1,0
sufficiently_flexible,1,1,0
so_counterintuitive,1,1,0
very_tense,1,1,0
suitably_christian,1,1,0
suitably_grateful,1,1,0
so_educational,1,1,0
super_fat,1,1,0
very_unwise,1,1,0
so_commanding,1,1,0
super_frustrating,1,0,1
super_friendly,1,1,0
super_formal,1,0,1
very_unstable,1,1,0
super_flirty,1,1,0
super_flexible,1,1,0
very_unpredictable,1,1,0
super_flat,1,1,0
super_feminine,1,1,0
so_commendable,1,1,0
very_unpleasant,1,0,1
super_graphic,1,1,0
very_unnatural,1,0,1
very_outrageous,1,0,1
super_familiar,1,1,0
super_exotic,1,1,0
super_exact,1,0,1
super_eventful,1,0,1
so_communal,1,0,1
super_elite,1,1,0
so_compatible,1,1,0
very_unhelpful,1,1,0
super_durable,1,1,0
super_dramatic,1,0,1
super_gory,1,0,1
very_upfront,1,1,0
super_diverse,1,1,0
super_inappropriate,1,1,0
super_late,1,1,0
very_variable,1,1,0
super_kinky,1,0,1
super_intuitive,1,1,0
very_valiant,1,1,0
so_combustible,1,0,1
super_intensive,1,0,1
very_utilitarian,1,0,1
super_intelligent,1,1,0
super_inspiring,1,1,0
super_insidious,1,0,1
super_inexpensive,1,0,1
super_inaccurate,1,1,0
super_gross,1,0,1
very_user-friendly,1,1,0
very_usable,1,1,0
super_illuminating,1,1,0
very_urgent,1,0,1
super_hungry,1,1,0
super_huge,1,0,1
super_hot,1,0,1
super_hoppy,1,0,1
super_helpful,1,1,0
very_upscale,1,0,1
super_hardcore,1,0,1
super_hard,1,1,0
so_competent,1,1,0
very_unhealthy,1,1,0
suitably_horrified,1,1,0
super_acidic,1,0,1
super_blurry,1,1,0
super_bland,1,1,0
very_uncomfortable,1,1,0
so_conducive,1,1,0
super_big,1,0,1
super_beneficial,1,1,0
super_attractive,1,1,0
super_athletic,1,0,1
super_appealing,1,1,0
super_affectionate,1,1,0
super_advanced,1,0,1
super_active,1,1,0
super_abundant,1,1,0
super_brilliant,1,0,1
suitably_vast,1,1,0
suitably_unprepared,1,1,0
so_congested,1,1,0
very_troublesome,1,1,0
very_tropical,1,1,0
so_congruent,1,1,0
suitably_sober,1,1,0
so_conscientious,1,1,0
suitably_simple,1,1,0
suitably_remorseful,1,1,0
very_triumphant,1,1,0
very_trendy,1,1,0
super_bold,1,0,1
super_bummed,1,1,0
super_disturbing,1,0,1
super_crucial,1,0,1
super_distinct,1,0,1
super_disappointing,1,1,0
super_diligent,1,1,0
super_different,1,0,1
super_detrimental,1,0,1
super_democratic,1,1,0
very_unhappy,1,1,0
super_delicious,1,1,0
super_deep,1,0,1
super_dark,1,0,1
very_uneven,1,0,1
super_dangerous,1,0,1
very_uneasy,1,1,0
very_understated,1,1,0
super_crowded,1,1,0
super_creative,1,1,0
super_costly,1,1,0
super_consistent,1,1,0
super_confident,1,1,0
super_concerned,1,1,0
super_comfy,1,1,0
super_cinematic,1,0,1
super_certain,1,1,0
super_cerebral,1,0,1
super_capable,1,1,0
so_conditional,1,1,0
sufficiently_cohesive,1,1,0
so_criminal,1,0,1
sufficiently_clever,1,1,0
strictly_unofficial,1,1,0
so_dictatorial,1,1,0
very_stealthy,1,0,1
strikingly_illustrative,1,1,0
strikingly_evident,1,1,0
strikingly_disturbing,1,1,0
strikingly_bizarre,1,0,1
so_diminutive,1,0,1
