bigram_lower,SUM,neg-mirror-R,neg-mirror-L
deliberately_obscure,1,1,0
deliberately_nasty,1,1,0
deliberately_mean-spirited,1,1,0
deliberately_ironic,1,0,1
deliberately_indifferent,1,1,0
deliberately_fraudulent,1,0,1
completely_mistaken,1,1,0
completely_meek,1,1,0
completely_meaningless,1,1,0
awesomely_weird,1,1,0
back_hideous,1,1,0
back_fat,1,1,0
awkwardly_cold,1,1,0
awfully_young,1,1,0
awfully_strange,1,0,1
awfully_special,1,0,1
awfully_serious,1,0,1
awfully_new,1,0,1
awfully_daring,1,1,0
awesomely_old-school,1,1,0
back_possible,1,1,0
away_open,1,1,0
away_long,1,1,0
automatically_worthy,1,1,0
automatically_villainous,1,1,0
automatically_true,1,1,0
automatically_strong,1,1,0
automatically_strange,1,0,1
automatically_skilled,1,1,0
automatically_right,1,0,1
back_other,1,0,1
backward_compatible,1,1,0
automatically_healthy,1,0,1
barely_imaginable,1,1,0
basically_basic,1,0,1
basically_bad,1,0,1
barely_worth,1,1,0
barely_visible,1,1,0
barely_top,1,1,0
barely_physical,1,1,0
barely_perceptible,1,1,0
barely_passable,1,1,0
barely_legal,1,1,0
barely_funny,1,1,0
backward_stupid,1,1,0
barely_enough,1,0,1
barely_disappointing,1,0,1
barely_different,1,0,1
barely_credible,1,1,0
barely_big,1,1,0
barely_adequate,1,1,0
badly_scared,1,1,0
badly_enough,1,1,0
backwards_stupid,1,1,0
automatically_liberal,1,1,0
automatically_good,1,1,0
as_viable,1,1,0
as_weary,1,0,1
astoundingly_impressive,1,1,0
astoundingly_high,1,1,0
astoundingly_crazy,1,0,1
astonishingly_fruitful,1,1,0
as_wretched,1,0,1
as_worth,1,1,0
as_workable,1,1,0
as_wordy,1,1,0
as_weightless,1,1,0
as_weaker,1,1,0
astronomically_accurate,1,1,0
as_watery,1,1,0
as_watchful,1,1,0
as_wary,1,0,1
as_voracious,1,1,0
as_visionary,1,1,0
as_viscous,1,1,0
as_virulent,1,0,1
as_vindictive,1,1,0
as_villainous,1,1,0
astoundingly_successful,1,1,0
astronomically_greater,1,1,0
automatically_entertaining,1,0,1
authentically_liberal,1,0,1
automatically_elitist,1,0,1
automatically_delightful,1,1,0
automatically_controversial,1,1,0
automatically_available,1,1,0
authentically_whole,1,1,0
authentically_spiritual,1,0,1
authentically_scottish,1,0,1
authentically_religious,1,1,0
authentically_political,1,0,1
authentically_islamic,1,0,1
astronomically_wrong,1,1,0
authentically_hispanic,1,1,0
authentically_gripping,1,1,0
authentically_greek,1,1,0
authentically_french,1,1,0
authentically_conscious,1,1,0
authentically_black,1,0,1
authentically_arab,1,0,1
authentically_angry,1,1,0
authentically_american,1,0,1
basically_beautiful,1,0,1
basically_certain,1,1,0
basically_empty,1,1,0
bitterly_critical,1,1,0
blatantly_accessible,1,1,0
blandly_technical,1,1,0
blandly_optimistic,1,1,0
blandly_conventional,1,0,1
blandly_contemplative,1,1,0
bizarrely_delightful,1,1,0
bizarrely_charismatic,1,1,0
bitterly_partisan,1,1,0
bitterly_disappointed,1,1,0
bitingly_dismissive,1,1,0
blatantly_apparent,1,0,1
bitingly_cruel,1,1,0
bitingly_cold,1,1,0
bit_surprising,1,1,0
bit_convincing,1,1,0
bit_compelling,1,1,0
biologically_separate,1,1,0
biologically_right,1,1,0
biologically_plausible,1,1,0
biologically_female,1,1,0
blatantly_anti-semitic,1,0,1
blatantly_christian,1,0,1
basically_evil,1,0,1
blatantly_mistaken,1,1,0
blatantly_violent,1,1,0
blatantly_unidentified,1,0,1
blatantly_suggestive,1,0,1
blatantly_stupid,1,1,0
blatantly_rude,1,1,0
blatantly_racist,1,1,0
blatantly_pornographic,1,0,1
blatantly_offensive,1,0,1
blatantly_obtuse,1,1,0
blatantly_mean,1,1,0
blatantly_commercial,1,1,0
blatantly_jealous,1,1,0
blatantly_ideological,1,1,0
blatantly_icky,1,0,1
blatantly_helpful,1,1,0
blatantly_gay,1,1,0
blatantly_feminist,1,1,0
blatantly_emotional,1,1,0
blatantly_egregious,1,0,1
blatantly_deceitful,1,1,0
biologically_bad,1,0,1
biologically_adaptive,1,0,1
biblically_correct,1,1,0
beautifully_complex,1,0,1
best_alive,1,1,0
best_acceptable,1,1,0
best_able,1,1,0
below_yellow,1,1,0
beautifully_unified,1,1,0
beautifully_satisfying,1,1,0
beautifully_quaint,1,1,0
beautifully_luminous,1,1,0
beautifully_forlorn,1,0,1
beautifully_boring,1,1,0
beyond_beautiful,1,1,0
basically_willing,1,1,0
basically_unethical,1,0,1
basically_same,1,0,1
basically_right,1,1,0
basically_helpful,1,1,0
basically_good,1,0,1
basically_futuristic,1,1,0
basically_free,1,1,0
basically_experimental,1,0,1
best_applicable,1,1,0
best_disappointed,1,1,0
best_exciting,1,1,0
best_ideal,1,1,0
beyond_achievable,1,1,0
better_tasty,1,0,1
better_satisfied,1,1,0
better_relaxing,1,0,1
better_ready,1,1,0
better_possible,1,0,1
better_orchestrated,1,1,0
better_off,1,1,0
better_impressed,1,1,0
better_high,1,1,0
better_first,1,1,0
better_closer,1,1,0
better_capable,1,1,0
better_better,1,0,1
better_armed,1,1,0
better_acquainted,1,1,0
best_valid,1,1,0
best_treacherous,1,1,0
best_short,1,1,0
as_victorian,1,1,0
as_variable,1,1,0
completely_mean,1,1,0
as_selective,1,1,0
as_single,1,1,0
as_short-sighted,1,1,0
as_shoddy,1,1,0
as_shitty,1,1,0
as_shaky,1,1,0
as_shady,1,0,1
as_self-sufficient,1,1,0
as_self-indulgent,1,1,0
as_self-evident,1,1,0
as_sedentary,1,1,0
as_skittish,1,1,0
as_secret,1,1,0
as_seasoned,1,1,0
as_scrupulous,1,1,0
as_scrumptious,1,1,0
as_schizophrenic,1,1,0
as_sceptical,1,1,0
as_scalable,1,1,0
as_savory,1,1,0
as_sanitary,1,1,0
as_sizable,1,1,0
as_sleazy,1,1,0
as_saddening,1,0,1
as_sought-after,1,1,0
as_spot-on,1,1,0
as_sporty,1,1,0
as_sporadic,1,0,1
as_spoiled,1,1,0
as_specious,1,1,0
as_spartan,1,0,1
as_sparse,1,1,0
as_spare,1,1,0
as_sour,1,0,1
as_solvable,1,1,0
as_sleepy,1,0,1
as_sociable,1,1,0
as_snazzy,1,0,1
as_snarky,1,1,0
as_snappy,1,0,1
as_smitten,1,1,0
as_sly,1,1,0
as_slutty,1,1,0
as_sluggish,1,1,0
as_slim,1,1,0
as_safer,1,1,0
as_ruinous,1,1,0
as_vapid,1,1,0
as_probable,1,0,1
as_rabid,1,1,0
as_quotable,1,1,0
as_queer,1,0,1
as_purposeful,1,0,1
as_punitive,1,1,0
as_punctual,1,1,0
as_psychotic,1,1,0
as_psyched,1,1,0
as_profane,1,0,1
as_proactive,1,1,0
as_reactive,1,1,0
as_pro-active,1,1,0
as_prized,1,1,0
as_principled,1,1,0
as_pressing,1,1,0
as_presentable,1,1,0
as_prescriptive,1,1,0
as_prepared,1,1,0
as_pregnant,1,0,1
as_predisposed,1,1,0
as_radiant,1,1,0
as_reasonable,1,1,0
as_rubbish,1,1,0
as_resistant,1,1,0
as_roomy,1,0,1
as_rocky,1,1,0
as_rife,1,1,0
as_reverent,1,1,0
as_revered,1,1,0
as_retro,1,1,0
as_retarded,1,0,1
as_restful,1,1,0
as_respectful,1,1,0
as_reserved,1,1,0
as_receptive,1,1,0
as_representative,1,1,0
as_replete,1,1,0
as_replaceable,1,0,1
as_repetitive,1,1,0
as_reluctant,1,1,0
as_relentless,1,1,0
as_relative,1,1,0
as_related,1,1,0
as_regimented,1,1,0
as_staggering,1,1,0
as_stately,1,1,0
as_steamy,1,1,0
as_understated,1,1,0
as_unimportant,1,1,0
as_unhinged,1,1,0
as_unhelpful,1,1,0
as_unfettered,1,1,0
as_unfathomable,1,1,0
as_unfair,1,0,1
as_uneventful,1,1,0
as_unequal,1,1,0
as_underwhelming,1,1,0
as_undeniable,1,0,1
as_uninspiring,1,0,1
as_uncontroversial,1,1,0
as_uncontrollable,1,0,1
as_uncanny,1,0,1
as_unbreakable,1,1,0
as_unbearable,1,1,0
as_unbalanced,1,1,0
as_unattainable,1,1,0
as_unapologetic,1,1,0
as_unanimous,1,1,0
as_uninspired,1,1,0
as_unknown,1,1,0
as_sticky,1,0,1
as_untouchable,1,1,0
as_valiant,1,1,0
as_vague,1,1,0
as_utopian,1,1,0
as_utilitarian,1,0,1
as_usable,1,1,0
as_upright,1,1,0
as_unwilling,1,1,0
as_unwell,1,1,0
as_unwanted,1,1,0
as_untenable,1,1,0
as_unlikeable,1,1,0
as_unsympathetic,1,1,0
as_unstoppable,1,1,0
as_unseemly,1,0,1
as_unsatisfactory,1,1,0
as_unrelated,1,1,0
as_unproven,1,1,0
as_unprofessional,1,1,0
as_unnecessary,1,0,1
as_unlucky,1,1,0
as_unambiguous,1,1,0
as_unacceptable,1,1,0
as_typical,1,1,0
as_sunny,1,1,0
as_tactful,1,1,0
as_symmetrical,1,1,0
as_sweaty,1,1,0
as_suspicious,1,1,0
as_suspect,1,0,1
as_surgical,1,1,0
as_supernatural,1,1,0
as_superficial,1,1,0
as_superb,1,1,0
as_sumptuous,1,0,1
as_twisted,1,0,1
as_succulent,1,0,1
as_subversive,1,1,0
as_subordinate,1,1,0
as_subjective,1,1,0
as_stunned,1,1,0
as_strategic,1,1,0
as_storied,1,0,1
as_stoic,1,1,0
as_stingy,1,1,0
as_tactical,1,1,0
as_tangible,1,1,0
as_tangy,1,1,0
as_tannic,1,1,0
as_truthful,1,1,0
as_trustworthy,1,1,0
as_tropical,1,1,0
as_triumphant,1,1,0
as_tribal,1,1,0
as_treacherous,1,1,0
as_trashy,1,1,0
as_transportable,1,1,0
as_touchy,1,1,0
as_touching,1,1,0
as_total,1,1,0
as_torturous,1,0,1
as_thirsty,1,1,0
as_thankless,1,1,0
as_terse,1,0,1
as_territorial,1,1,0
as_tense,1,1,0
as_temperamental,1,1,0
as_targeted,1,1,0
blatantly_visible,1,0,1
blazingly_counterintuitive,1,1,0
blazingly_overwhelming,1,1,0
completely_adorable,1,1,0
completely_authentic,1,1,0
completely_attentive,1,1,0
completely_attainable,1,1,0
completely_appropriate,1,0,1
completely_apolitical,1,1,0
completely_american,1,1,0
completely_alive,1,1,0
completely_alike,1,1,0
completely_airtight,1,1,0
completely_accidental,1,1,0
completely_automatic,1,1,0
completely_absurd,1,1,0
competitively_valid,1,1,0
compellingly_revolting,1,0,1
compellingly_odd,1,1,0
compellingly_fresh,1,1,0
comparatively_mild,1,1,0
comparatively_effortless,1,1,0
comparatively_close,1,0,1
comparably_successful,1,1,0
completely_automated,1,0,1
completely_autonomous,1,1,0
comparably_interesting,1,0,1
completely_british,1,1,0
completely_coherent,1,1,0
completely_clueless,1,1,0
completely_closed,1,1,0
completely_circular,1,1,0
completely_chinese,1,1,0
completely_childlike,1,1,0
completely_chemical,1,1,0
completely_cheesy,1,1,0
completely_catastrophic,1,0,1
completely_bothersome,1,1,0
completely_averse,1,1,0
completely_boring,1,1,0
completely_bonkers,1,0,1
completely_blind,1,1,0
completely_bizarre,1,1,0
completely_better,1,1,0
completely_benign,1,1,0
completely_beholden,1,1,0
completely_bald,1,1,0
completely_awkward,1,1,0
comparably_revealing,1,0,1
comparably_fine,1,0,1
blazingly_sensual,1,1,0
clinically_objective,1,1,0
coldly_aloof,1,1,0
cognitively_sophisticated,1,1,0
cognitively_complicated,1,0,1
closely_familiar,1,1,0
closely_comparable,1,1,0
clinically_widespread,1,1,0
clinically_underweight,1,1,0
clinically_strange,1,0,1
clinically_sick,1,1,0
clinically_obese,1,1,0
coldly_minimalist,1,1,0
clinically_meaningful,1,1,0
clinically_ill,1,1,0
clinically_detailed,1,1,0
clinically_demented,1,1,0
clinically_crazy,1,1,0
clinically_complex,1,1,0
clinically_apparent,1,1,0
cleverly_subversive,1,1,0
clearly_unlawful,1,1,0
coldly_efficient,1,1,0
coldly_objective,1,1,0
comparably_disastrous,1,1,0
commercially_odd,1,0,1
comparably_convincing,1,1,0
comparably_chatty,1,1,0
commonly_related,1,1,0
commercially_useful,1,0,1
commercially_unreasonable,1,1,0
commercially_savvy,1,1,0
commercially_reasonable,1,1,0
commercially_practical,1,1,0
commercially_popular,1,1,0
commercially_correct,1,1,0
coldly_precise,1,1,0
comically_smart,1,0,1
comically_rife,1,1,0
comically_inept,1,1,0
comically_grotesque,1,1,0
comically_frustrated,1,1,0
comically_crude,1,1,0
comically_big,1,1,0
comfortably_user-friendly,1,1,0
comfortably_satisfied,1,1,0
completely_committed,1,1,0
completely_commonplace,1,1,0
completely_competent,1,0,1
completely_illegal,1,1,0
completely_inefficient,1,1,0
completely_individual,1,1,0
completely_inconsistent,1,1,0
completely_incompetent,1,1,0
completely_inappropriate,1,1,0
completely_inactive,1,1,0
completely_impulsive,1,1,0
completely_impolite,1,1,0
completely_impartial,1,1,0
completely_hungry,1,1,0
completely_innate,1,1,0
completely_horrible,1,0,1
completely_hopeless,1,1,0
completely_holy,1,1,0
completely_hideous,1,1,0
completely_harmonious,1,1,0
completely_hard,1,0,1
completely_groundless,1,1,0
completely_groundbreaking,1,0,1
completely_great,1,1,0
completely_inept,1,1,0
completely_innovative,1,1,0
completely_constant,1,1,0
completely_legible,1,1,0
completely_matte,1,1,0
completely_masterful,1,1,0
completely_manual,1,1,0
completely_manifest,1,1,0
completely_magical,1,1,0
completely_loathsome,1,1,0
completely_live,1,1,0
completely_limp,1,1,0
completely_likable,1,1,0
completely_knowledgeable,1,1,0
completely_inoffensive,1,1,0
completely_irreversible,1,1,0
completely_irrelevant,1,1,0
completely_invulnerable,1,1,0
completely_introverted,1,1,0
completely_intimate,1,1,0
completely_interested,1,1,0
completely_interchangeable,1,1,0
completely_insurmountable,1,1,0
completely_insular,1,1,0
completely_genetic,1,1,0
completely_functional,1,1,0
completely_frightened,1,1,0
completely_detrimental,1,1,0
completely_efficient,1,1,0
completely_dysfunctional,1,1,0
completely_dumb,1,1,0
completely_dull,1,1,0
completely_drunk,1,1,0
completely_distinct,1,1,0
completely_disingenuous,1,1,0
completely_disillusioned,1,1,0
completely_disappointing,1,1,0
completely_desirable,1,1,0
completely_friendly,1,1,0
completely_deserving,1,1,0
completely_depressing,1,1,0
completely_definitive,1,0,1
completely_decrepit,1,1,0
completely_decisive,1,1,0
completely_creepy,1,1,0
completely_credible,1,1,0
completely_controllable,1,1,0
completely_continuous,1,1,0
completely_embarrassing,1,0,1
completely_engaging,1,1,0
completely_entertaining,1,1,0
completely_evident,1,1,0
completely_freakin,1,0,1
completely_frank,1,1,0
completely_forward,1,1,0
completely_forthcoming,1,1,0
completely_forgettable,1,1,0
completely_foreseeable,1,1,0
completely_focused,1,1,0
completely_flexible,1,1,0
completely_flattering,1,1,0
completely_fearless,1,1,0
completely_favourable,1,1,0
completely_favorable,1,1,0
completely_fantastic,1,1,0
completely_faithful,1,1,0
completely_explicit,1,1,0
completely_exempt,1,1,0
completely_exclusive,1,1,0
completely_excessive,1,1,0
completely_exact,1,1,0
clearly_uneasy,1,1,0
clearly_undemocratic,1,1,0
clearly_unconstitutional,1,1,0
breathtakingly_sensational,1,1,0
broadly_influential,1,0,1
broadly_flexible,1,1,0
broadly_encouraging,1,0,1
broadly_effective,1,1,0
broadly_available,1,1,0
brilliantly_obvious,1,1,0
brilliantly_cool,1,1,0
brilliantly_clever,1,1,0
brightly_satisfying,1,1,0
breathtakingly_majestic,1,1,0
broadly_talented,1,1,0
breathtakingly_good,1,1,0
brazenly_novel,1,1,0
brazenly_new,1,0,1
brazenly_liberal,1,1,0
brazenly_arrogant,1,1,0
bracingly_cold,1,1,0
both_young,1,1,0
both_unnecessary,1,1,0
both_unmarried,1,1,0
broadly_supportive,1,1,0
broadly_true,1,1,0
categorically_wrong,1,0,1
casually_casual,1,0,1
categorically_ready,1,1,0
categorically_different,1,1,0
catastrophically_high,1,1,0
catastrophically_hard,1,0,1
catastrophically_bad,1,0,1
casually_rough,1,1,0
casually_erudite,1,1,0
casually_effective,1,1,0
casually_charming,1,1,0
brutally_tortured,1,1,0
brutally_amusing,1,1,0
brutally_soft,1,1,0
brutally_paced,1,1,0
brutally_negative,1,1,0
brutally_judgmental,1,1,0
brutally_hilarious,1,1,0
brutally_hard,1,1,0
brutally_efficient,1,1,0
brutally_critical,1,1,0
brutally_competitive,1,1,0
both_unavailable,1,1,0
both_tasty,1,1,0
both_stupid,1,1,0
blindly_technical,1,1,0
both_available,1,1,0
both_absent,1,1,0
borderline_inexplicable,1,1,0
borderline_creepy,1,0,1
bone_stupid,1,1,0
bone_dry,1,1,0
boldly_liberal,1,1,0
blisteringly_hot,1,1,0
blissfully_welcoming,1,1,0
blindly_supportive,1,1,0
both_single,1,1,0
blindly_pointless,1,1,0
blindly_patriotic,1,1,0
blindly_passionate,1,1,0
blindly_optimistic,1,1,0
blindly_jealous,1,1,0
blindly_idealistic,1,1,0
blindingly_difficult,1,1,0
blindingly_clear,1,1,0
blessedly_dependent,1,1,0
both_beautiful,1,1,0
both_black,1,1,0
both_clean,1,1,0
both_dead,1,1,0
both_simple,1,1,0
both_short,1,1,0
both_right,1,1,0
both_responsible,1,1,0
both_prominent,1,1,0
both_popular,1,1,0
both_noble,1,1,0
both_nice,1,1,0
both_naked,1,1,0
both_inexpensive,1,1,0
both_higher,1,1,0
both_helpful,1,1,0
both_greater,1,1,0
both_good,1,1,0
both_generic,1,1,0
both_funny,1,1,0
both_fascinating,1,1,0
both_eligible,1,1,0
both_dreadful,1,1,0
categorically_true,1,1,0
certainly_adequate,1,0,1
clearly_stupid,1,1,0
clearly_beneficial,1,0,1
clearly_frivolous,1,1,0
clearly_feminine,1,1,0
clearly_enough,1,1,0
clearly_eligible,1,1,0
clearly_distinguished,1,1,0
clearly_distinct,1,1,0
clearly_discrete,1,1,0
clearly_destabilizing,1,1,0
clearly_dead,1,1,0
clearly_bad,1,0,1
clearly_illegitimate,1,1,0
clearly_autobiographical,1,1,0
clearly_audible,1,1,0
clearly_abnormal,1,1,0
classically_tragic,1,1,0
classically_traditional,1,1,0
classically_stylish,1,0,1
classically_romantic,1,0,1
classically_provocative,1,1,0
classically_likable,1,1,0
clearly_good,1,1,0
clearly_improper,1,1,0
certainly_aloof,1,1,0
clearly_positive,1,1,0
clearly_sinful,1,1,0
clearly_satirical,1,1,0
clearly_relevant,1,0,1
clearly_related,1,1,0
clearly_recognisable,1,1,0
clearly_public,1,1,0
clearly_present,1,1,0
clearly_prescriptive,1,1,0
clearly_predominant,1,1,0
clearly_perceptive,1,1,0
clearly_inconsistent,1,1,0
clearly_obvious,1,1,0
clearly_moral,1,1,0
clearly_miraculous,1,1,0
clearly_mental,1,1,0
clearly_measurable,1,1,0
clearly_masculine,1,1,0
clearly_male,1,1,0
clearly_irregular,1,0,1
clearly_incorrect,1,1,0
classically_liberal,1,0,1
classically_cute,1,1,0
classically_conservative,1,1,0
certainly_moral,1,1,0
certainly_worse,1,0,1
certainly_unfortunate,1,1,0
certainly_understandable,1,1,0
certainly_true,1,1,0
certainly_tentative,1,0,1
certainly_right,1,1,0
certainly_preferable,1,1,0
certainly_predictable,1,0,1
certainly_more,1,1,0
certainly_mandatory,1,1,0
classically_comic,1,0,1
certainly_inspiring,1,0,1
certainly_inflammatory,1,1,0
certainly_incorrect,1,1,0
certainly_helpful,1,1,0
certainly_fine,1,1,0
certainly_excellent,1,1,0
certainly_eloquent,1,1,0
certainly_colorful,1,1,0
certainly_attainable,1,1,0
certifiably_secure,1,1,0
characteristically_american,1,1,0
characteristically_deadly,1,1,0
characteristically_different,1,0,1
classically_coastal,1,1,0
classically_chic,1,1,0
chronically_insecure,1,1,0
chronically_happy,1,1,0
chemically_wrong,1,0,1
chemically_versatile,1,1,0
chemically_psychotic,1,1,0
chemically_important,1,1,0
chemically_identical,1,1,0
chemically_depressed,1,1,0
cheerfully_pragmatic,1,1,0
cheerfully_campy,1,1,0
cheerfully_anxious,1,1,0
charmingly_psychotic,1,1,0
charmingly_goofy,1,1,0
charmingly_eccentric,1,0,1
charmingly_aloof,1,1,0
characteristically_reliable,1,1,0
characteristically_italian,1,0,1
immediately_comfortable,1,1,0
immediately_compassionate,1,1,0
immediately_confident,1,1,0
noticeably_broad,1,1,0
noticeably_ineffective,1,1,0
noticeably_honest,1,1,0
noticeably_helpful,1,1,0
noticeably_evident,1,1,0
noticeably_drunk,1,1,0
noticeably_concerned,1,1,0
noticeably_cold,1,1,0
noticeably_closer,1,1,0
noticeably_cleaner,1,1,0
noticeably_bright,1,1,0
noticeably_new,1,0,1
noticeably_big,1,1,0
noticeably_amiss,1,0,1
noticeably_aged,1,1,0
notably_unusual,1,0,1
notably_uncomfortable,1,1,0
notably_sweet,1,1,0
notably_superb,1,1,0
notably_strange,1,0,1
notably_spectacular,1,1,0
noticeably_miserable,1,1,0
noticeably_problematic,1,1,0
notably_significant,1,1,0
notoriously_hospitable,1,1,0
now_anonymous,1,1,0
now_afraid,1,1,0
now_active,1,1,0
now_accurate,1,1,0
notoriously_weird,1,0,1
notoriously_unpredictable,1,1,0
notoriously_tricky,1,0,1
notoriously_slow,1,1,0
notoriously_prone,1,1,0
notoriously_gross,1,1,0
noticeably_regional,1,0,1
notoriously_famous,1,0,1
notoriously_difficult,1,1,0
notoriously_bad,1,0,1
noticeably_worse,1,1,0
noticeably_tragic,1,0,1
noticeably_thematic,1,1,0
noticeably_smarter,1,1,0
noticeably_similar,1,1,0
noticeably_scared,1,1,0
notably_smooth,1,1,0
notably_religious,1,1,0
not_terrified,1,1,0
not_unhappy,1,1,0
not_violent,1,1,0
not_vibrant,1,1,0
not_viable,1,1,0
not_vain,1,1,0
not_vacant,1,1,0
not_usable,1,1,0
not_upset,1,1,0
not_unreasonable,1,1,0
not_universal,1,0,1
not_underwater,1,1,0
not_watchable,1,1,0
not_uncommon,1,1,0
not_unaffected,1,1,0
not_ugly,1,1,0
not_truthful,1,1,0
not_trashy,1,1,0
not_transferable,1,1,0
not_tolerant,1,1,0
not_tight,1,1,0
not_thin,1,1,0
not_vulnerable,1,1,0
not_wealthy,1,1,0
notably_painful,1,1,0
notably_easy,1,1,0
notably_original,1,1,0
notably_offensive,1,1,0
notably_observant,1,1,0
notably_keen,1,1,0
notably_juicy,1,0,1
notably_inhumane,1,0,1
notably_impressive,1,1,0
notably_immersive,1,0,1
notably_good,1,1,0
notably_criminal,1,0,1
not_wet,1,1,0
notably_consistent,1,1,0
notably_complicated,1,1,0
notably_beneficial,1,1,0
notably_bad,1,0,1
notably_attractive,1,1,0
notably_astonishing,1,1,0
notably_amiss,1,1,0
not_young,1,1,0
not_whole,1,1,0
now_certain,1,1,0
now_clearer,1,1,0
now_common,1,1,0
objectively_dishonest,1,0,1
objectively_male,1,0,1
objectively_interesting,1,1,0
objectively_important,1,0,1
objectively_flat,1,1,0
objectively_feminine,1,0,1
objectively_female,1,0,1
objectively_false,1,1,0
objectively_fair,1,1,0
objectively_distinct,1,0,1
objectively_deserving,1,0,1
objectively_objectionable,1,1,0
objectively_certain,1,1,0
objectively_advantageous,1,0,1
nutritionally_superior,1,0,1
nutritionally_sound,1,1,0
nutritionally_rich,1,1,0
nutritionally_qualified,1,1,0
nutritionally_equivalent,1,1,0
nutritionally_advantageous,1,0,1
nutritionally_adequate,1,1,0
objectively_manifest,1,1,0
objectively_offensive,1,0,1
now_commonplace,1,0,1
obviously_ambitious,1,0,1
obviously_commercial,1,1,0
obviously_close,1,1,0
obviously_clever,1,1,0
obviously_chinese,1,0,1
obviously_black,1,1,0
obviously_beneficial,1,1,0
obviously_authoritative,1,0,1
obviously_attractive,1,1,0
obviously_apparent,1,0,1
obscenely_loud,1,0,1
objectively_perfect,1,1,0
obscenely_expensive,1,0,1
obnoxiously_self-conscious,1,0,1
obnoxiously_expensive,1,1,0
obnoxiously_apparent,1,1,0
objectively_vital,1,0,1
objectively_valuable,1,0,1
objectively_unreasonable,1,0,1
objectively_threatening,1,0,1
objectively_reasonable,1,1,0
numerically_equal,1,1,0
numerically_comparable,1,1,0
numbingly_mundane,1,0,1
now_illegal,1,1,0
now_permanent,1,1,0
now_perfect,1,1,0
now_numerous,1,1,0
now_notable,1,0,1
now_necessary,1,1,0
now_most,1,1,0
now_more,1,0,1
now_interested,1,1,0
now_immune,1,1,0
now_homeless,1,1,0
numbingly_cold,1,1,0
now_happier,1,1,0
now_full,1,1,0
now_fond,1,1,0
now_eligible,1,1,0
now_due,1,0,1
now_democratic,1,1,0
now_delighted,1,1,0
now_dead,1,0,1
now_damp,1,1,0
now_pleased,1,1,0
now_real,1,1,0
now_sacred,1,0,1
now_sick,1,1,0
nowhere_public,1,0,1
nowhere_obvious,1,0,1
nowhere_fast,1,0,1
nowhere_capable,1,1,0
now_worthy,1,0,1
now_worried,1,1,0
now_unusual,1,1,0
now_uninhabited,1,1,0
now_unfit,1,1,0
now_unbelievable,1,1,0
now_unbearable,1,1,0
now_unavoidable,1,1,0
now_unavailable,1,1,0
now_true,1,1,0
now_triumphant,1,1,0
now_transparent,1,1,0
now_sure,1,1,0
now_sufficient,1,1,0
now_strong,1,1,0
not_terrifying,1,1,0
not_tenable,1,1,0
obviously_correct,1,1,0
not_few,1,1,0
not_greedy,1,1,0
not_greasy,1,1,0
not_glad,1,1,0
not_genuine,1,1,0
not_gay,1,1,0
not_friendly,1,0,1
not_fluent,1,1,0
not_fine,1,1,0
not_final,1,1,0
not_fatal,1,1,0
not_gross,1,1,0
not_fast,1,0,1
not_fashionable,1,1,0
not_fantastic,1,1,0
not_fabulous,1,1,0
not_expensive,1,1,0
not_expedient,1,1,0
not_existent,1,1,0
not_exhilarating,1,1,0
not_exhausting,1,1,0
not_green,1,1,0
not_grumpy,1,1,0
not_excited,1,0,1
not_honest,1,1,0
not_impolite,1,1,0
not_impatient,1,1,0
not_immune,1,1,0
not_immediate,1,1,0
not_ideal,1,1,0
not_hypocritical,1,1,0
not_humorous,1,0,1
not_hostile,1,1,0
