bigram_lower,SUM,neg-mirror-R,neg-mirror-L
not_hopeful,1,1,0
not_homophobic,1,1,0
not_gullible,1,1,0
not_homeless,1,1,0
not_heinous,1,1,0
not_heartbreaking,1,0,1
not_healthy,1,1,0
not_harsh,1,1,0
not_harmful,1,1,0
not_hardcore,1,1,0
not_hard,1,1,0
not_handy,1,1,0
not_excruciating,1,1,0
not_evident,1,1,0
not_taller,1,1,0
not_consistent,1,1,0
not_daunting,1,1,0
not_dark,1,1,0
not_current,1,1,0
not_curable,1,1,0
not_cultural,1,1,0
not_crowded,1,1,0
not_cozy,1,1,0
not_costly,1,1,0
not_convincing,1,1,0
not_consensual,1,1,0
not_delusional,1,1,0
not_conscious,1,1,0
not_concerned,1,1,0
not_comprehensive,1,1,0
not_complex,1,1,0
not_compelling,1,1,0
not_commercial,1,1,0
not_collaborative,1,1,0
not_cognizant,1,1,0
not_cogent,1,1,0
not_definitive,1,1,0
not_depressing,1,1,0
not_ethical,1,1,0
not_embarrassed,1,1,0
not_eternal,1,1,0
not_essential,1,1,0
not_equivalent,1,1,0
not_enjoyable,1,1,0
not_english,1,1,0
not_endless,1,1,0
not_endearing,1,1,0
not_empty,1,1,0
not_embarrassing,1,1,0
not_efficient,1,1,0
not_desirable,1,1,0
not_ecstatic,1,1,0
not_easier,1,1,0
not_dumb,1,1,0
not_dressy,1,0,1
not_double,1,1,0
not_doable,1,0,1
not_do-able,1,1,0
not_distracting,1,1,0
not_destructive,1,1,0
not_impossible,1,1,0
not_impressed,1,1,0
not_inactive,1,1,0
not_qualified,1,1,0
not_rude,1,1,0
not_rich,1,1,0
not_renewable,1,1,0
not_religious,1,1,0
not_reliable,1,1,0
not_red,1,1,0
not_raw,1,1,0
not_rainy,1,1,0
not_racist,1,1,0
not_provocative,1,1,0
not_sacred,1,1,0
not_profitable,1,1,0
not_proficient,1,1,0
not_professional,1,1,0
not_pro-life,1,1,0
not_prescriptive,1,1,0
not_practical,1,1,0
not_poor,1,1,0
not_physical,1,1,0
not_painful,1,1,0
not_russian,1,1,0
not_same,1,1,0
not_indifferent,1,1,0
not_solitary,1,1,0
not_tall,1,1,0
not_sustainable,1,1,0
not_surprised,1,1,0
not_supernatural,1,1,0
not_suburban,1,1,0
not_subjective,1,1,0
not_stylish,1,0,1
not_stinky,1,1,0
not_special,1,1,0
not_smooth,1,1,0
not_satisfying,1,1,0
not_sleepy,1,1,0
not_singular,1,1,0
not_significant,1,0,1
not_sick,1,1,0
not_sexy,1,1,0
not_sex,1,1,0
not_separate,1,1,0
not_sensitive,1,1,0
not_secret,1,1,0
not_overrated,1,1,0
not_overpriced,1,1,0
not_overpaid,1,1,0
not_italian,1,1,0
not_liberal,1,1,0
not_less,1,1,0
not_legit,1,1,0
not_legal,1,0,1
not_least,1,1,0
not_last,1,1,0
not_large,1,1,0
not_kind,1,1,0
not_jealous,1,1,0
not_irish,1,1,0
not_outrageous,1,1,0
not_invisible,1,1,0
not_intrusive,1,1,0
not_interchangeable,1,1,0
not_intense,1,1,0
not_instructive,1,1,0
not_insightful,1,1,0
not_innovative,1,1,0
not_innocent,1,1,0
not_individualistic,1,1,0
not_likeable,1,1,0
not_long,1,1,0
not_manly,1,1,0
not_meaningful,1,1,0
not_orthodox,1,1,0
not_oppressed,1,1,0
not_open-minded,1,1,0
not_offensive,1,1,0
not_odd,1,1,0
not_obligatory,1,1,0
not_numerous,1,1,0
not_noticeable,1,1,0
not_noteworthy,1,0,1
not_nervous,1,1,0
not_negotiable,1,0,1
not_negative,1,1,0
not_natural,1,1,0
not_naive,1,1,0
not_muslim,1,1,0
not_most,1,1,0
not_moral,1,1,0
not_modern,1,0,1
not_melodic,1,0,1
obviously_concerned,1,1,0
obviously_criminal,1,1,0
not_clever,1,1,0
only_islamic,1,1,0
only_negative,1,0,1
only_natural,1,1,0
only_mental,1,1,0
only_masculine,1,1,0
only_longer,1,1,0
only_logical,1,1,0
only_likely,1,0,1
only_lightweight,1,1,0
only_lean,1,1,0
only_intelligible,1,1,0
only_nice,1,1,0
only_instrumental,1,0,1
only_ignorant,1,1,0
only_ideological,1,1,0
only_huge,1,1,0
only_horrible,1,1,0
only_hopeless,1,1,0
only_great,1,1,0
only_grateful,1,1,0
only_funny,1,1,0
only_new,1,0,1
only_noticeable,1,1,0
only_full,1,1,0
only_related,1,1,0
only_turkish,1,0,1
only_true,1,1,0
only_technical,1,1,0
only_suitable,1,1,0
only_stupid,1,1,0
only_stronger,1,1,0
only_strange,1,1,0
only_sentimental,1,1,0
only_religious,1,1,0
only_redundant,1,1,0
only_open,1,0,1
only_realistic,1,0,1
only_racist,1,1,0
only_quick,1,1,0
only_proper,1,1,0
only_prevalent,1,1,0
only_present,1,1,0
only_political,1,1,0
only_pertinent,1,1,0
only_overweight,1,1,0
only_fun,1,1,0
only_french,1,1,0
once_scared,1,1,0
once_unsure,1,1,0
only_better,1,1,0
only_beneficial,1,1,0
only_beautiful,1,1,0
only_agnostic,1,1,0
only_affective,1,1,0
only_aesthetic,1,0,1
only_accurate,1,1,0
online_valid,1,1,0
online_compatible,1,1,0
once_unhappy,1,1,0
only_bright,1,1,0
once_unemployed,1,1,0
once_tranquil,1,1,0
once_tiring,1,1,0
once_tired,1,1,0
once_thankful,1,1,0
once_stilted,1,1,0
once_sober,1,1,0
once_shy,1,1,0
once_secret,1,0,1
only_bleak,1,1,0
only_capable,1,1,0
only_flexible,1,1,0
only_discouraging,1,0,1
only_few,1,1,0
only_expensive,1,1,0
only_ethnic,1,1,0
only_ephemeral,1,1,0
only_enough,1,0,1
only_eminent,1,1,0
only_easy,1,1,0
only_due,1,1,0
only_domestic,1,1,0
only_disastrous,1,0,1
only_closer,1,1,0
only_different,1,0,1
only_destructive,1,1,0
only_dark,1,1,0
only_cruel,1,1,0
only_cool,1,1,0
only_controversial,1,1,0
only_confusing,1,1,0
only_concerned,1,1,0
only_competent,1,1,0
only_underappreciated,1,1,0
only_unhappy,1,1,0
only_unique,1,1,0
ostensibly_grisly,1,0,1
otherwise_bothersome,1,0,1
otherwise_baseless,1,0,1
otherwise_apparent,1,1,0
otherwise_advantageous,1,1,0
otherwise_abnormal,1,1,0
otherwise_able,1,1,0
ostensibly_useful,1,0,1
ostensibly_responsible,1,1,0
ostensibly_holy,1,0,1
ostensibly_comedic,1,0,1
otherwise_criminal,1,0,1
originally_sinful,1,1,0
originally_sick,1,1,0
originally_present,1,0,1
originally_original,1,1,0
originally_involved,1,0,1
originally_interesting,1,1,0
originally_interested,1,1,0
originally_good,1,0,1
originally_chinese,1,1,0
otherwise_contrary,1,1,0
otherwise_defective,1,1,0
only_unknown,1,1,0
otherwise_trivial,1,0,1
outrageously_brilliant,1,0,1
out_weird,1,1,0
out_unscathed,1,1,0
out_terrible,1,1,0
out_sick,1,1,0
out_available,1,1,0
otherwise_unusual,1,0,1
otherwise_unsuitable,1,1,0
otherwise_unreasonable,1,1,0
otherwise_traditional,1,0,1
otherwise_disagreeable,1,0,1
otherwise_ready,1,1,0
otherwise_public,1,1,0
otherwise_perceptible,1,0,1
otherwise_other,1,1,0
otherwise_interesting,1,0,1
otherwise_impoverished,1,1,0
otherwise_impossible,1,0,1
otherwise_harmful,1,1,0
otherwise_disruptive,1,1,0
originally_american,1,1,0
originally_afraid,1,1,0
optically_flat,1,1,0
openly_aggressive,1,1,0
openly_harmful,1,1,0
openly_friendly,1,1,0
openly_flirtatious,1,1,0
openly_dishonest,1,1,0
openly_discriminatory,1,1,0
openly_criminal,1,0,1
openly_bitter,1,1,0
openly_antagonistic,1,1,0
openly_ambitious,1,1,0
openly_abusive,1,1,0
optically_clean,1,1,0
only_young,1,1,0
only_wrong,1,0,1
only_wiser,1,0,1
only_willing,1,0,1
only_visual,1,1,0
only_vacant,1,1,0
only_urgent,1,1,0
only_upset,1,1,0
only_untrustworthy,1,1,0
openly_interested,1,1,0
openly_melodramatic,1,1,0
openly_negative,1,0,1
openly_parochial,1,1,0
oppressively_spare,1,1,0
oppressively_small,1,1,0
oppressively_maternal,1,1,0
oppressively_hot,1,1,0
oppressively_dreary,1,1,0
oppressively_dominant,1,1,0
operationally_wrong,1,0,1
operationally_sensitive,1,0,1
operationally_feasible,1,1,0
operationally_effective,1,1,0
openly_violent,1,1,0
openly_tyrannical,1,1,0
openly_trans,1,1,0
openly_spiritual,1,1,0
openly_slutty,1,0,1
openly_shocking,1,0,1
openly_rude,1,1,0
openly_resentful,1,1,0
openly_political,1,1,0
once_scary,1,1,0
once_pushy,1,1,0
obviously_cruel,1,1,0
obviously_sick,1,0,1
obviously_toxic,1,1,0
obviously_timely,1,0,1
obviously_tasteless,1,0,1
obviously_taller,1,1,0
obviously_sweet,1,1,0
obviously_stupid,1,1,0
obviously_strange,1,0,1
obviously_special,1,0,1
obviously_simple,1,1,0
obviously_sexual,1,0,1
obviously_trendy,1,1,0
obviously_sensitive,1,0,1
obviously_sensible,1,1,0
obviously_seasonal,1,0,1
obviously_scary,1,0,1
obviously_risky,1,0,1
obviously_rich,1,1,0
obviously_revolutionary,1,0,1
obviously_responsible,1,0,1
obviously_remarkable,1,0,1
obviously_tragic,1,0,1
obviously_unfair,1,0,1
obviously_ready,1,1,0
oddly_compelling,1,1,0
offensively_fraudulent,1,1,0
offensively_boring,1,1,0
off_worse,1,1,0
off_optimal,1,1,0
off_more,1,1,0
off_good,1,1,0
off_enough,1,1,0
oddly_tannic,1,1,0
oddly_related,1,1,0
oddly_appropriate,1,1,0
obviously_unique,1,0,1
occasionally_necessary,1,1,0
occasionally_entertaining,1,0,1
occasionally_brown,1,1,0
obviously_worse,1,1,0
obviously_visible,1,1,0
obviously_vegan,1,0,1
obviously_valuable,1,0,1
obviously_useful,1,1,0
obviously_unsuitable,1,1,0
obviously_real,1,1,0
obviously_qualified,1,1,0
once_proactive,1,1,0
obviously_graphic,1,1,0
obviously_inaccurate,1,0,1
obviously_illegal,1,0,1
obviously_ideal,1,1,0
obviously_horrible,1,0,1
obviously_higher,1,0,1
obviously_high,1,1,0
obviously_helpful,1,1,0
obviously_harmful,1,1,0
obviously_hard,1,1,0
obviously_gory,1,0,1
obviously_inferior,1,1,0
obviously_good,1,1,0
obviously_gendered,1,0,1
obviously_fair,1,1,0
obviously_exploitative,1,1,0
obviously_experimental,1,1,0
obviously_exotic,1,1,0
obviously_equal,1,1,0
obviously_drunk,1,1,0
obviously_dependent,1,1,0
obviously_indian,1,1,0
obviously_instrumental,1,1,0
obviously_promising,1,0,1
obviously_new,1,0,1
obviously_problematic,1,1,0
obviously_preposterous,1,1,0
obviously_pleased,1,1,0
obviously_parallel,1,0,1
obviously_open,1,1,0
obviously_offensive,1,0,1
obviously_odd,1,0,1
obviously_objectionable,1,1,0
obviously_noticeable,1,1,0
obviously_negative,1,0,1
obviously_interested,1,1,0
obviously_nefarious,1,0,1
obviously_mountainous,1,0,1
obviously_miraculous,1,0,1
obviously_military,1,0,1
obviously_messy,1,1,0
obviously_meaningful,1,1,0
obviously_ludicrous,1,1,0
obviously_latin,1,0,1
obviously_large,1,1,0
offensively_futile,1,1,0
offensively_horrendous,1,0,1
offensively_minded,1,1,0
often_thin,1,1,0
on_more,1,1,0
ominously_terrifying,1,0,1
ominously_close,1,1,0
often_willing,1,1,0
often_weirder,1,1,0
often_visible,1,1,0
often_violent,1,1,0
often_unstable,1,1,0
often_tragic,1,1,0
often_tempting,1,1,0
once_anxious,1,1,0
often_superficial,1,1,0
often_sufficient,1,1,0
often_straightforward,1,1,0
often_spot-on,1,1,0
often_sound,1,1,0
often_sectarian,1,1,0
often_ready,1,1,0
often_possible,1,1,0
often_pleasant,1,1,0
once_accurate,1,1,0
once_aware,1,1,0
offensively_most,1,0,1
once_irate,1,1,0
once_predictable,1,1,0
once_popular,1,0,1
once_pleased,1,1,0
once_perceptible,1,1,0
once_overpowering,1,1,0
once_newsworthy,1,1,0
once_mean,1,1,0
once_livid,1,1,0
once_lackluster,1,1,0
once_hungry,1,1,0
once_calm,1,1,0
once_hot,1,1,0
once_hard,1,1,0
once_funny,1,1,0
once_dry,1,1,0
once_doubtful,1,1,0
once_distracting,1,1,0
once_confused,1,1,0
once_complete,1,0,1
once_cold,1,1,0
often_overwhelming,1,1,0
often_ours,1,1,0
often_obvious,1,1,0
officially_homeless,1,1,0
officially_willing,1,1,0
officially_single,1,1,0
officially_related,1,1,0
officially_present,1,1,0
officially_onboard,1,1,0
officially_obese,1,1,0
officially_marketable,1,0,1
officially_legitimate,1,1,0
officially_informed,1,1,0
officially_guilty,1,1,0
often_necessary,1,1,0
officially_general,1,1,0
officially_gay,1,1,0
officially_conservative,1,0,1
officially_catholic,1,1,0
officially_accountable,1,1,0
offensively_skilled,1,1,0
offensively_sexual,1,1,0
offensively_pushy,1,1,0
offensively_ostentatious,1,0,1
often_able,1,1,0
often_absent,1,1,0
often_achievable,1,1,0
often_additional,1,1,0
often_more,1,1,0
often_mistaken,1,1,0
often_misleading,1,1,0
often_miserable,1,0,1
often_loyal,1,1,0
often_inefficient,1,1,0
often_incremental,1,1,0
often_humorous,1,1,0
often_hot,1,1,0
often_guilty,1,1,0
often_free,1,1,0
often_fearless,1,0,1
often_fair,1,1,0
often_disastrous,1,1,0
often_difficult,1,1,0
often_clean,1,1,0
often_available,1,1,0
often_arbitrary,1,0,1
often_applicable,1,1,0
not_closer,1,1,0
not_charming,1,1,0
immediately_consistent,1,1,0
much_surprised,1,1,0
much_upset,1,1,0
much_unsafe,1,1,0
much_unique,1,0,1
much_unheard,1,1,0
much_unexpected,1,0,1
much_unaffected,1,0,1
much_troublesome,1,0,1
much_tighter,1,1,0
much_taller,1,0,1
much_suitable,1,1,0
much_voluntary,1,0,1
much_subtle,1,0,1
much_stressful,1,0,1
much_spooky,1,0,1
much_spiritual,1,0,1
much_spectacular,1,0,1
much_soft,1,1,0
much_smarter,1,1,0
much_simple,1,1,0
much_similar,1,0,1
much_visual,1,0,1
much_vulnerable,1,1,0
much_serious,1,1,0
musically_interesting,1,0,1
mutually_applicable,1,1,0
musically_weird,1,0,1
musically_potent,1,1,0
musically_pleasant,1,0,1
musically_perfect,1,1,0
musically_offensive,1,0,1
musically_nutritious,1,1,0
musically_meaningful,1,0,1
musically_magical,1,0,1
musically_innovative,1,1,0
much_warmer,1,1,0
musically_impressed,1,1,0
musically_ideal,1,1,0
musically_functional,1,1,0
musically_experimental,1,1,0
musically_diverse,1,1,0
musically_astounding,1,1,0
musically_appealing,1,0,1
musically_alike,1,1,0
much_white,1,1,0
much_significant,1,1,0
much_scared,1,1,0
much_free,1,0,1
much_influential,1,1,0
much_lucky,1,0,1
much_louder,1,1,0
much_longer,1,0,1
much_lesser,1,0,1
much_left,1,0,1
much_lacking,1,0,1
much_keen,1,1,0
abnormally_black,1,0,1
much_informal,1,1,0
much_indistinguishable,1,1,0
much_minded,1,1,0
much_impassioned,1,1,0
much_human,1,1,0
much_heroic,1,0,1
much_harmful,1,0,1
much_happy,1,1,0
much_green,1,1,0
much_great,1,0,1
much_funnier,1,1,0
much_full,1,1,0
much_memorable,1,0,1
much_negative,1,1,0
much_satisfactory,1,0,1
much_private,1,1,0
much_same,1,1,0
much_sacred,1,1,0
much_rich,1,1,0
much_relaxing,1,1,0
much_reactive,1,1,0
much_public,1,1,0
much_prone,1,1,0
much_profound,1,0,1
much_productive,1,0,1
much_present,1,0,1
much_newsworthy,1,0,1
much_popular,1,1,0
much_poor,1,1,0
much_physical,1,0,1
much_oversold,1,0,1
much_outstanding,1,0,1
much_ordinary,1,0,1
much_old,1,1,0
much_objectionable,1,0,1
much_notable,1,0,1
mutually_comprehensible,1,1,0
mutually_contradictory,1,1,0
mutually_exceptional,1,1,0
n't_pointless,1,1,0
n't_russian,1,1,0
n't_rough,1,1,0
n't_religious,1,1,0
n't_reliable,1,1,0
n't_real,1,1,0
n't_quiet,1,1,0
n't_qualified,1,0,1
n't_profitable,1,1,0
n't_pregnant,1,1,0
n't_pleased,1,1,0
n't_strange,1,1,0
n't_other,1,1,0
n't_open,1,1,0
n't_new,1,1,0
n't_negative,1,1,0
n't_mental,1,1,0
n't_mad,1,1,0
n't_lucky,1,1,0
n't_loud,1,1,0
n't_liable,1,1,0
n't_selfish,1,1,0
n't_strategic,1,1,0
mutually_inclusive,1,1,0
n't_weak,1,1,0
narrowly_religious,1,1,0
narrowly_political,1,1,0
narrowly_hierarchical,1,1,0
narrowly_didactic,1,0,1
namely_angelic,1,0,1
nakedly_radical,1,1,0
nakedly_illegal,1,0,1
nakedly_forthright,1,1,0
n't_willing,1,1,0
n't_upset,1,1,0
n't_strong,1,1,0
n't_unusual,1,1,0
n't_uncomfortable,1,1,0
n't_terrible,1,1,0
n't_taller,1,1,0
n't_talented,1,1,0
n't_suitable,1,1,0
n't_sufficient,1,1,0
n't_subtle,1,1,0
n't_subject,1,1,0
n't_last,1,1,0
n't_large,1,1,0
n't_lacking,1,1,0
n't_busy,1,1,0
n't_drastic,1,1,0
n't_difficult,1,1,0
n't_dangerous,1,1,0
n't_cool,1,1,0
n't_constructive,1,1,0
n't_conducive,1,1,0
n't_complicated,1,1,0
n't_cheap,1,1,0
n't_capable,1,1,0
n't_believable,1,1,0
n't_italian,1,1,0
n't_awkward,1,1,0
n't_aware,1,1,0
n't_amazing,1,1,0
n't_adequate,1,1,0
mysteriously_beautiful,1,0,1
mutually_supportive,1,1,0
mutually_spontaneous,1,1,0
mutually_irreconcilable,1,0,1
mutually_inconsistent,1,0,1
n't_dull,1,1,0
n't_electric,1,1,0
n't_elite,1,1,0
n't_empty,1,1,0
n't_invalid,1,1,0
n't_interesting,1,1,0
n't_intentional,1,1,0
n't_independent,1,1,0
n't_important,1,1,0
n't_impenetrable,1,1,0
n't_hurtful,1,1,0
n't_hungry,1,1,0
n't_human,1,1,0
n't_high,1,1,0
n't_happy,1,1,0
n't_green,1,1,0
n't_glamorous,1,1,0
n't_friendly,1,1,0
n't_forgivable,1,1,0
n't_flat,1,1,0
n't_feasible,1,1,0
n't_fat,1,1,0
n't_evil,1,1,0
much_fresher,1,1,0
much_fortunate,1,1,0
nationally_dominant,1,1,0
most_selfless,1,1,0
most_sordid,1,1,0
most_skillful,1,1,0
most_skilful,1,1,0
most_skeptical,1,1,0
most_singular,1,1,0
most_simplistic,1,0,1
most_sexy,1,1,0
most_sensitive,1,1,0
most_sensible,1,1,0
most_scientific,1,1,0
most_stalwart,1,0,1
most_sceptical,1,0,1
most_sacred,1,1,0
most_rugged,1,1,0
most_robust,1,1,0
most_rigorous,1,1,0
most_revealing,1,1,0
most_responsive,1,0,1
most_respected,1,1,0
most_resonant,1,1,0
most_spacious,1,1,0
most_steadfast,1,1,0
most_relaxed,1,1,0
most_trans,1,0,1
most_unpopular,1,0,1
most_unpleasant,1,1,0
most_unmanageable,1,1,0
most_unexpected,1,1,0
most_uncomfortable,1,1,0
most_ugly,1,1,0
most_truthful,1,1,0
most_true,1,1,0
most_transient,1,1,0
most_traditional,1,1,0
most_storied,1,1,0
most_thrilling,1,1,0
most_threatening,1,1,0
most_thoughtful,1,1,0
most_tenuous,1,0,1
most_tactful,1,1,0
most_surprising,1,1,0
most_substantive,1,1,0
most_stupid,1,1,0
most_strategic,1,1,0
most_reputable,1,1,0
most_reclusive,1,1,0
much_fine,1,1,0
most_outgoing,1,1,0
most_picturesque,1,1,0
most_photogenic,1,1,0
most_pessimistic,1,1,0
most_persistent,1,1,0
most_perfect,1,1,0
most_patriotic,1,1,0
most_painful,1,0,1
most_overwhelming,1,1,0
most_outspoken,1,1,0
most_other,1,1,0
most_placid,1,1,0
most_organized,1,1,0
most_opulent,1,1,0
most_oppressed,1,1,0
most_odious,1,1,0
most_odd,1,1,0
most_obscure,1,1,0
most_objective,1,0,1
most_objectionable,1,1,0
most_nutritious,1,1,0
most_pious,1,1,0
most_plausible,1,1,0
most_realistic,1,1,0
most_probable,1,1,0
most_rational,1,1,0
most_rare,1,1,0
most_rapid,1,1,0
most_quaint,1,1,0
most_punctual,1,1,0
most_proud,1,1,0
most_progressive,1,1,0
most_profound,1,1,0
most_professional,1,1,0
most_prized,1,1,0
most_pleasurable,1,1,0
most_privileged,1,1,0
most_pristine,1,1,0
most_pressing,1,1,0
most_presidential,1,1,0
most_present,1,1,0
most_potent,1,1,0
most_pop,1,1,0
most_polished,1,0,1
most_polarizing,1,1,0
most_unspoiled,1,1,0
most_unstable,1,1,0
most_upbeat,1,1,0
much_conscious,1,1,0
much_delighted,1,1,0
much_deep,1,0,1
much_dear,1,0,1
much_cuter,1,0,1
much_cute,1,0,1
much_creepy,1,0,1
much_creepier,1,0,1
much_corny,1,1,0
much_conspicuous,1,0,1
much_common,1,0,1
much_denser,1,0,1
much_colder,1,1,0
much_cold,1,1,0
much_close,1,1,0
much_clear,1,0,1
much_cleaner,1,1,0
much_childlike,1,0,1
much_cheesy,1,0,1
much_challenging,1,1,0
much_careful,1,1,0
much_demure,1,0,1
much_depraved,1,1,0
most_vexing,1,1,0
much_extra,1,0,1
much_festive,1,0,1
much_feminine,1,0,1
much_faster,1,1,0
much_fascinating,1,0,1
much_farther,1,1,0
much_fancy,1,0,1
much_famous,1,1,0
much_familiar,1,1,0
much_extraordinary,1,0,1
much_erotic,1,0,1
much_detectable,1,1,0
much_enthusiastic,1,1,0
much_enough,1,1,0
much_endangered,1,1,0
much_enamoured,1,1,0
much_early,1,1,0
much_dumber,1,0,1
much_dry,1,1,0
much_dreadful,1,0,1
much_divine,1,1,0
much_capable,1,1,0
much_busier,1,1,0
much_bored,1,1,0
most_worthwhile,1,1,0
mostly_low-level,1,0,1
mostly_likely,1,1,0
mostly_enough,1,1,0
mostly_devoid,1,1,0
mostly_cute,1,0,1
mostly_cosmetic,1,0,1
mostly_civil,1,1,0
mostly_black,1,1,0
most_zealous,1,1,0
most_widespread,1,1,0
much_bolder,1,1,0
most_welcome,1,1,0
most_wearable,1,1,0
most_vulgar,1,1,0
most_vivid,1,1,0
most_vital,1,1,0
most_vile,1,0,1
most_vigorous,1,1,0
most_vicious,1,1,0
most_vibrant,1,1,0
mostly_man-made,1,1,0
mostly_poor,1,0,1
mostly_small,1,0,1
mostly_true,1,1,0
much_bleaker,1,1,0
much_binary,1,0,1
much_bent,1,1,0
much_believable,1,0,1
much_basic,1,1,0
much_awesome,1,1,0
much_athletic,1,1,0
much_appropriate,1,0,1
much_apparent,1,1,0
much_angry,1,0,1
much_analogous,1,0,1
much_amiss,1,1,0
much_alone,1,1,0
much_akin,1,0,1
much_affectionate,1,1,0
much_adult,1,0,1
much_addictive,1,1,0
much_accustomed,1,1,0
much_able,1,1,0
narrowly_sectarian,1,0,1
nationally_dry,1,1,0
not_certain,1,1,0
necessarily_unsustainable,1,1,0
needlessly_adversarial,1,1,0
necessarily_worth,1,1,0
necessarily_worse,1,1,0
necessarily_waterproof,1,1,0
necessarily_virtuous,1,0,1
necessarily_violent,1,1,0
necessarily_vicious,1,1,0
necessarily_unusual,1,0,1
necessarily_untrue,1,1,0
necessarily_unscientific,1,0,1
needlessly_divisive,1,1,0
necessarily_unrealistic,1,1,0
necessarily_uninhabitable,1,1,0
necessarily_uniform,1,1,0
necessarily_unhealthy,1,1,0
necessarily_unhappy,1,1,0
necessarily_unfunny,1,0,1
necessarily_unfortunate,1,1,0
necessarily_unfair,1,1,0
necessarily_truthful,1,1,0
needlessly_antagonistic,1,1,0
needlessly_high,1,1,0
necessarily_thorough,1,1,0
never_blue,1,1,0
never_disappointed,1,1,0
never_disagreeable,1,1,0
never_direct,1,1,0
never_difficult,1,1,0
never_desirable,1,1,0
never_dependent,1,1,0
never_concerned,1,1,0
never_cheap,1,1,0
never_brief,1,1,0
never_better,1,1,0
needlessly_obscure,1,1,0
never_bad,1,1,0
never_aware,1,1,0
never_alone,1,1,0
never_accessible,1,1,0
never_abusive,1,1,0
never_absolute,1,1,0
neither_guilty,1,1,0
neither_able,1,1,0
needlessly_provocative,1,1,0
necessarily_transferable,1,1,0
necessarily_terminal,1,1,0
necessarily_political,1,0,1
necessarily_realistic,1,1,0
necessarily_sad,1,1,0
necessarily_revelatory,1,1,0
necessarily_responsible,1,1,0
necessarily_resilient,1,1,0
necessarily_repeatable,1,1,0
necessarily_religious,1,1,0
necessarily_reliable,1,1,0
necessarily_recoverable,1,1,0
necessarily_reckless,1,1,0
necessarily_radical,1,0,1
necessarily_satisfying,1,1,0
necessarily_racist,1,0,1
necessarily_quick,1,1,0
necessarily_quantitative,1,0,1
necessarily_qualified,1,1,0
necessarily_proprietary,1,1,0
necessarily_profound,1,1,0
necessarily_primary,1,1,0
necessarily_predictable,1,1,0
necessarily_predatory,1,0,1
necessarily_satisfactory,1,1,0
necessarily_scientific,1,1,0
necessarily_tenable,1,1,0
necessarily_spooky,1,0,1
necessarily_technological,1,1,0
necessarily_tangible,1,0,1
necessarily_tame,1,1,0
necessarily_symmetrical,1,1,0
necessarily_sustainable,1,1,0
necessarily_suspicious,1,0,1
necessarily_supportive,1,1,0
necessarily_structural,1,1,0
necessarily_static,1,1,0
necessarily_specific,1,0,1
necessarily_self-evident,1,1,0
necessarily_socialist,1,0,1
necessarily_sinful,1,1,0
necessarily_significant,1,1,0
necessarily_short,1,1,0
necessarily_shocked,1,1,0
necessarily_shameful,1,0,1
necessarily_sexual,1,1,0
necessarily_serious,1,0,1
necessarily_selfish,1,1,0
never_equivalent,1,1,0
never_explicit,1,1,0
never_fearful,1,1,0
normally_present,1,1,0
not_accountable,1,1,0
not_accidental,1,1,0
not_accessible,1,1,0
not_abusive,1,1,0
not_absolute,1,1,0
normally_serious,1,1,0
normally_scared,1,1,0
normally_right,1,1,0
normally_reliable,1,1,0
normally_possible,1,1,0
not_active,1,1,0
normally_appreciative,1,1,0
normally_able,1,1,0
nonetheless_similar,1,1,0
nonetheless_rewarding,1,1,0
nonetheless_popular,1,1,0
nonetheless_impressive,1,1,0
non_worthy,1,1,0
non_secular,1,1,0
non_european,1,1,0
not_accurate,1,1,0
not_adequate,1,1,0
never_free,1,1,0
not_apparent,1,0,1
not_centrist,1,1,0
not_brutal,1,1,0
not_british,1,1,0
not_brilliant,1,1,0
not_blue,1,1,0
not_bizarre,1,1,0
not_awful,1,1,0
not_atheist,1,1,0
not_askew,1,0,1
not_appalling,1,1,0
not_alert,1,1,0
not_apathetic,1,1,0
not_anxious,1,1,0
not_angry,1,1,0
not_amiable,1,0,1
not_american,1,1,0
not_ambiguous,1,1,0
not_amazed,1,1,0
not_alive,1,1,0
not_alike,1,1,0
non_different,1,1,0
no_white,1,1,0
no_poor,1,1,0
never_middle,1,1,0
never_simple,1,1,0
never_silent,1,1,0
never_sick,1,1,0
never_shallow,1,1,0
never_right,1,1,0
never_quiet,1,1,0
never_precise,1,1,0
never_positive,1,1,0
never_overwhelming,1,1,0
never_lonely,1,1,0
no_moral,1,1,0
never_liberal,1,1,0
