bigram_lower,SUM,pos-mirror-R,pos-mirror-L
more_puzzling,237,227,10
just_ready,237,237,0
too_broad,237,234,3
as_elaborate,237,203,34
very_frustrating,237,226,11
so_successful,236,185,51
more_spectacular,236,126,110
more_palatable,236,78,158
not_practical,236,233,3
more_economical,235,202,33
as_tall,235,195,40
super_easy,235,208,27
too_important,235,200,35
more_competitive,234,203,31
more_immediate,234,78,156
not_qualified,234,227,7
so_low,234,219,15
very_respectful,234,233,1
so_real,233,159,74
very_responsive,233,232,1
as_fundamental,233,9,224
more_famous,233,161,72
more_cost-effective,232,227,5
too_warm,232,231,1
not_confident,232,231,1
really_busy,232,230,2
very_stupid,231,168,63
too_frequent,231,231,0
more_modest,231,89,142
very_uncomfortable,231,210,21
simply_wrong,231,229,2
n't_bad,231,231,0
more_damaging,231,181,50
clearly_visible,230,225,5
very_bright,230,213,17
very_thin,230,221,9
pretty_obvious,230,219,11
more_nefarious,230,32,198
more_talented,229,195,34
very_conscious,229,216,13
widely_available,229,216,13
really_small,229,136,93
more_noticeable,228,215,13
critically_important,228,180,48
rather_special,228,11,217
quite_nice,228,186,42
still_relevant,227,223,4
quite_rare,227,144,83
slightly_more,227,208,19
not_ok,227,220,7
pretty_hard,227,219,8
more_extraordinary,227,156,71
not_accurate,227,226,1
as_interesting,226,210,16
quite_old,226,211,15
equally_good,226,203,23
too_vague,226,221,5
painfully_aware,225,220,5
more_problematic,225,191,34
only_interested,225,205,20
as_unique,224,81,143
not_okay,224,223,1
very_negative,224,187,37
longer_able,224,224,0
critically_endangered,224,224,0
more_incredible,224,168,56
more_obscure,224,138,86
quite_hard,223,216,7
just_bad,223,222,1
too_wide,223,223,0
more_constructive,223,27,196
more_cautious,222,215,7
slightly_lower,222,220,2
absolutely_necessary,222,199,23
even_stronger,221,157,64
completely_unaware,221,214,7
so_poor,221,210,11
more_prominent,221,201,20
very_dramatic,221,154,67
so_generous,220,207,13
highly_critical,220,212,8
very_entertaining,220,204,16
quite_familiar,220,181,39
not_helpful,220,219,1
so_cold,220,199,21
very_fast,220,211,9
not_applicable,219,219,0
very_fond,218,211,7
even_less,218,217,1
as_normal,218,169,49
too_bad,218,211,7
very_fresh,218,175,43
so_pleased,218,216,2
as_lucky,218,217,1
more_daring,217,85,132
very_precious,217,36,181
very_thankful,217,213,4
even_dead,217,217,0
very_enjoyable,217,189,28
even_great,216,211,5
as_successful,216,153,63
very_fun,216,176,40
more_human,216,104,112
longer_relevant,216,215,1
less_serious,215,90,125
quite_extraordinary,215,43,172
way_better,214,165,49
very_natural,214,138,76
quite_remarkable,214,64,150
only_able,213,209,4
as_crazy,213,95,118
truly_great,213,38,175
just_amazing,213,204,9
long_overdue,213,143,70
too_excited,212,209,3
just_hard,212,212,0
so_smart,212,158,54
highly_sensitive,212,206,6
more_comprehensive,212,80,132
even_fourth,212,212,0
not_subject,211,203,8
more_generous,211,198,13
not_afraid,211,169,42
already_underway,211,200,11
extremely_dangerous,211,194,17
so_huge,211,98,113
more_worried,211,209,2
less_tangible,210,28,182
more_bizarre,210,139,71
too_risky,210,204,6
fairly_simple,210,158,52
already_present,210,195,15
really_tough,210,183,27
super_cool,209,142,67
so_interested,209,184,25
very_conservative,209,204,5
more_colorful,209,113,96
still_possible,209,206,3
too_nice,209,196,13
more_similar,208,123,85
as_straightforward,208,90,118
incredibly_stupid,208,98,110
just_weird,208,205,3
lightly_golden,208,208,0
sexually_active,208,203,5
very_intense,207,186,21
so_valuable,207,70,137
most_welcome,207,202,5
most_successful,207,203,4
more_emotional,207,151,56
most_comfortable,206,202,4
so_negative,206,133,73
pretty_clear,206,199,7
rather_cheap,206,204,2
more_prevalent,206,194,12
most_fun,206,206,0
even_closer,205,169,36
too_powerful,205,189,16
quite_close,205,166,39
very_vocal,205,205,0
very_eager,205,203,2
so_fortunate,205,202,3
very_weird,204,114,90
very_cautious,204,202,2
very_weak,204,202,2
very_warm,204,167,37
as_subtle,204,107,97
much_happier,204,197,7
more_wonderful,204,115,89
not_much,203,200,3
absolutely_perfect,203,187,16
as_personal,203,24,179
really_pleased,203,201,2
extremely_good,203,182,21
not_great,203,196,7
as_safe,202,185,17
brutally_honest,202,195,7
so_warm,201,173,28
otherwise_subject,201,201,0
very_aggressive,201,190,11
really_wonderful,201,58,143
very_relevant,201,158,43
even_cheaper,201,187,14
far_less,200,141,59
more_substantive,200,26,174
absolutely_amazing,200,147,53
pretty_straightforward,200,190,10
too_fat,200,199,1
n't_fair,199,199,0
altogether_new,199,8,191
drastically_different,199,90,109
too_personal,199,181,18
too_smart,199,192,7
as_special,199,34,165
more_unsettling,198,143,55
even_global,198,198,0
long_enough,198,179,19
very_healthy,198,179,19
really_smart,198,127,71
even_available,198,197,1
more_sweet,197,178,19
much_faster,197,178,19
extremely_friendly,197,196,1
always_better,197,194,3
probably_familiar,197,196,1
more_sustainable,197,78,119
truly_new,197,12,185
incredibly_difficult,197,182,15
as_wonderful,196,56,140
very_patient,196,191,5
pretty_big,196,112,84
otherwise_unavailable,196,193,3
physically_active,196,179,17
more_harmful,195,176,19
very_particular,195,113,82
too_reminiscent,195,195,0
more_magical,195,111,84
truly_beautiful,195,53,142
so_long,194,190,4
very_anxious,194,193,1
so_common,194,87,107
so_clean,194,167,27
quite_unexpected,193,60,133
n't_comfortable,193,193,0
also_present,193,189,4
extremely_valuable,193,120,73
very_honest,193,166,27
really_strange,193,41,152
very_severe,192,186,6
somewhat_important,192,187,5
just_more,192,191,1
more_evident,192,185,7
so_incredible,191,78,113
so_sick,191,170,21
really_powerful,191,48,143
even_willing,191,190,1
less_able,191,182,9
as_popular,191,116,75
n't_necessary,191,191,0
too_proud,190,188,2
not_compatible,190,187,3
else_equal,190,177,13
more_notable,190,176,14
more_violent,190,133,57
n't_familiar,190,190,0
truly_magical,190,7,183
as_specific,190,105,85
so_bright,190,154,36
so_silly,190,72,118
early_next,189,189,0
really_sad,189,157,32
likely_related,189,187,2
so_comfortable,189,152,37
too_comfortable,188,186,2
very_vague,188,176,12
more_enticing,188,150,38
as_clear,188,159,29
really_strong,188,131,57
as_deep,188,161,27
quite_complex,187,173,14
extremely_close,187,155,32
far_deeper,187,15,172
so_short,187,159,28
downright_dangerous,187,184,3
perhaps_better,187,181,6
extremely_hard,187,179,8
so_thankful,187,185,2
really_impressed,187,187,0
not_normal,186,158,28
so_enthusiastic,186,175,11
more_extensive,186,125,61
very_dry,186,183,3
as_obvious,186,81,105
more_professional,186,97,89
visually_appealing,186,132,54
very_rewarding,185,138,47
extremely_high,185,184,1
more_impactful,185,141,44
more_imperative,185,183,2
so_surprised,185,183,2
drastically_wrong,185,114,71
very_scary,184,125,59
more_believable,184,169,15
very_stressful,183,173,10
profoundly_wrong,183,68,115
still_young,183,178,5
more_drastic,183,44,139
even_worth,183,176,7
so_fast,183,180,3
not_serious,183,168,15
too_ill,183,178,5
just_short,183,112,71
totally_wrong,182,157,25
too_quiet,182,176,6
so_loud,182,164,18
only_accessible,182,179,3
more_romantic,182,72,110
even_weekly,182,182,0
too_perfect,182,168,14
more_deadly,181,116,65
even_international,181,180,1
so_comforting,181,39,142
so_weak,181,163,18
so_tiny,181,123,58
more_heartbreaking,181,176,5
simply_unable,181,181,0
otherwise_offensive,181,181,0
more_rare,181,111,70
most_challenging,180,179,1
very_beneficial,180,162,18
significantly_different,180,125,55
too_boring,180,175,5
more_astonishing,180,165,15
really_expensive,180,149,31
more_consistent,180,127,53
plain_bad,180,178,2
highly_unlikely,179,151,28
more_ironic,179,176,3
not_useful,179,176,3
so_fundamental,179,26,153
extremely_popular,178,173,5
more_awesome,178,117,61
plain_silly,178,176,2
absolutely_true,178,174,4
even_interesting,178,176,2
more_strange,177,138,39
obviously_wrong,177,125,52
fully_qualified,177,173,4
very_fortunate,177,171,6
more_innovative,177,106,71
most_memorable,177,175,2
perhaps_worse,177,173,4
just_new,177,171,6
as_perfect,176,127,49
highly_competitive,176,173,3
truly_different,176,10,166
always_welcome,176,175,1
perhaps_more,176,170,6
more_acceptable,176,104,72
so_heavy,175,131,44
significantly_higher,175,171,4
real_good,175,138,37
even_beneficial,175,173,2
incredibly_special,175,25,150
as_insignificant,174,12,162
quite_challenging,174,168,6
significantly_lower,174,172,2
very_detailed,174,166,8
very_cute,174,156,18
really_tired,174,173,1
so_dangerous,174,103,71
very_calm,174,162,12
as_dramatic,174,84,90
completely_absent,174,167,7
so_rich,174,126,48
more_exact,174,166,8
just_sick,174,174,0
so_open,173,147,26
very_human,173,86,87
most_beautiful,173,168,5
more_universal,173,38,135
really_scary,173,77,96
equally_effective,172,168,4
less_severe,172,128,44
so_pleasant,172,151,21
too_overwhelming,172,169,3
too_dumb,172,167,5
more_welcome,172,168,4
too_intense,172,165,7
so_natural,172,82,90
substantially_similar,172,165,7
at_best,171,171,0
more_thrilling,171,111,60
more_complete,171,118,53
more_alarming,171,123,48
relatively_minor,171,128,43
very_capable,171,158,13
so_extreme,171,125,46
deeply_involved,171,156,15
damn_good,171,162,9
more_lasting,171,33,138
quite_common,171,124,47
pretty_tired,170,170,0
more_relaxing,170,67,103
always_ready,170,158,12
actually_good,170,152,18
more_determined,170,160,10
so_pure,169,43,126
even_likely,169,169,0
so_confident,169,154,15
readily_accessible,169,159,10
so_thick,169,167,2
most_interested,169,163,6
really_dumb,169,76,93
quite_useful,169,144,25
grossly_negligent,169,169,0
even_interested,169,168,1
so_shocked,169,165,4
more_liberal,168,133,35
quite_impressive,168,150,18
just_shy,168,142,26
genuinely_interested,168,147,21
less_interesting,168,125,43
still_able,168,164,4
not_equal,168,165,3
quite_high,168,163,5
even_life-threatening,168,168,0
not_valid,168,167,1
more_terrible,168,86,82
still_asleep,168,166,2
completely_random,167,100,67
as_critical,167,67,100
most_dangerous,167,166,1
so_nervous,167,165,2
even_easier,167,150,17
truly_extraordinary,167,18,149
more_clever,167,81,86
even_several,166,165,1
actually_true,166,165,1
as_true,166,104,62
so_cheap,166,134,32
more_perfect,166,119,47
completely_normal,166,129,37
equally_valid,166,164,2
more_horrifying,166,109,57
even_superior,165,165,0
as_nice,165,110,55
even_funny,165,163,2
as_low,165,157,8
chronically_ill,165,160,5
more_motivated,165,160,5
even_criminal,164,164,0
pretty_impressive,164,140,24
dramatically_different,164,80,84
so_slow,164,159,5
quite_young,164,157,7
wildly_different,164,115,49
more_stringent,164,148,16
almost_unheard,164,12,152
socially_acceptable,164,141,23
almost_identical,164,118,46
quite_clear,163,157,6
very_tight,163,156,7
too_tough,163,158,5
very_profound,163,29,134
so_outrageous,163,76,87
perfectly_happy,163,159,4
not_smart,163,161,2
extremely_expensive,163,157,6
far_larger,162,58,104
deeply_disturbing,162,69,93
more_skilled,162,118,44
even_legal,162,161,1
as_fun,162,128,34
more_ridiculous,162,127,35
extremely_busy,161,160,1
probably_true,161,159,2
too_tall,161,160,1
too_new,161,150,11
really_lucky,161,161,0
openly_hostile,161,158,3
mentally_unstable,161,151,10
more_chilling,161,133,28
too_confusing,161,160,1
still_true,161,158,3
more_credible,160,120,40
very_ill,160,150,10
pretty_familiar,160,156,4
quite_amazing,160,75,85
so_boring,160,137,23
too_possible,160,159,1
too_cheap,160,154,6
just_afraid,159,159,0
extremely_talented,159,156,3
too_fragile,159,155,4
quite_important,159,80,79
so_profound,159,45,114
particularly_interesting,159,106,53
almost_free,159,159,0
pretty_new,159,139,20
even_nonexistent,159,159,0
still_visible,159,157,2
very_unlikely,159,141,18
so_keen,159,145,14
socially_awkward,158,154,4
very_straightforward,158,145,13
long_dead,158,124,34
too_weird,158,150,8
as_funny,158,129,29
more_lucrative,158,102,56
so_weird,157,121,36
most_convenient,157,155,2
badly_wrong,157,107,50
so_bizarre,157,91,66
more_noteworthy,157,136,21
not_consistent,156,155,1
more_stunning,156,142,14
very_inspiring,156,130,26
perfectly_clear,156,138,18
relatively_close,156,140,16
very_practical,156,112,44
not_responsible,156,153,3
so_painful,156,110,46
pretty_exciting,155,105,50
particularly_good,155,135,20
as_different,155,91,64
more_apt,155,138,17
as_passionate,155,93,62
very_glad,155,153,2
more_different,155,103,52
so_surreal,154,126,28
very_intelligent,154,136,18
pretty_nice,154,138,16
as_useful,154,118,36
completely_unknown,154,109,45
super_busy,154,153,1
more_controversial,154,118,36
too_rich,154,149,5
very_inexpensive,153,150,3
relatively_young,153,136,17
more_ready,153,146,7
too_visible,153,153,0
too_frightened,153,149,4
as_natural,153,64,89
most_common,153,150,3
very_comforting,153,34,119
so_vague,153,132,21
incredibly_proud,153,151,2
more_upbeat,152,43,109
more_acute,152,140,12
very_attentive,152,152,0
pretty_standard,152,143,9
really_terrible,152,51,101
so_calm,151,134,17
more_annoying,151,120,31
more_progressive,151,103,48
n't_real,151,151,0
so_tight,151,140,11
truly_spectacular,151,28,123
as_sweet,151,85,66
very_safe,151,141,10
super_fun,151,123,28
too_conservative,151,147,4
all_wrong,151,141,10
less_interested,151,141,10
politically_active,151,146,5
completely_original,150,44,106
really_valuable,150,40,110
very_willing,150,148,2
so_refreshing,150,82,68
less_common,150,102,48
even_much,150,150,0
still_unknown,150,138,12
plain_crazy,150,150,0
almost_magical,150,2,148
so_inspiring,150,121,29
not_healthy,150,143,7
pretty_important,150,76,74
as_famous,149,55,94
too_convenient,149,145,4
mentally_retarded,149,136,13
so_anxious,149,143,6
so_compelling,149,61,88
very_silly,149,132,17
more_stylish,149,57,92
not_fun,149,145,4
however_many,149,149,0
highly_successful,149,146,3
n't_great,149,149,0
highly_technical,149,143,6
entirely_unique,149,27,122
crystal_clear,148,139,9
so_critical,148,96,52
even_violent,148,146,2
somehow_related,148,140,8
so_hungry,148,145,3
so_cruel,148,90,58
less_familiar,148,97,51
completely_false,148,134,14
very_efficient,148,145,3
just_wishful,148,148,0
very_normal,148,118,30
more_sensible,148,80,68
rather_interesting,148,48,100
as_severe,147,99,48
so_fascinating,147,107,40
really_cute,147,97,50
so_appealing,147,67,80
more_straightforward,147,95,52
extremely_grateful,147,145,2
just_excited,147,147,0
as_fresh,146,119,27
still_fresh,146,138,8
completely_open,146,143,3
very_sexy,146,66,80
no_worse,146,143,3
just_jealous,145,144,1
just_glad,145,145,0
so_bold,145,89,56
pretty_much,145,126,19
probably_aware,145,145,0
not_funny,145,139,6
most_efficient,145,143,2
so_professional,145,134,11
very_tall,145,125,20
even_useful,144,143,1
so_sensitive,144,119,25
well_enough,144,128,16
more_threatening,144,71,73
more_thoughtful,144,74,70
as_hot,144,85,59
even_true,144,143,1
too_stubborn,144,137,7
physically_unable,143,143,0
more_worth,143,124,19
as_extreme,143,67,76
less_active,143,133,10
more_distant,143,123,20
more_luxurious,143,65,78
less_safe,143,139,4
too_ambitious,143,135,8
very_optimistic,143,134,9
even_bad,143,142,1
less_successful,143,134,9
as_thick,143,132,11
intimately_familiar,143,97,46
relatively_inexpensive,143,123,20
more_elusive,143,53,90
too_timid,143,141,2
just_scared,143,143,0
slightly_smaller,142,116,26
too_commonplace,142,142,0
very_surprising,142,94,48
seriously_amiss,142,105,37
just_wonderful,142,136,6
completely_satisfied,142,140,2
very_shy,142,140,2
that_different,142,100,42
completely_irrelevant,142,107,35
still_good,142,138,4
not_nice,142,106,36
very_hungry,141,140,1
very_sorry,141,137,4
very_unhappy,141,134,7
really_neat,141,60,81
somewhat_likely,141,141,0
fully_functional,141,135,6
always_willing,141,132,9
very_scared,141,139,2
more_startling,141,114,27
extremely_useful,141,120,21
more_galling,141,141,0
reasonably_likely,141,137,4
absolutely_delicious,141,127,14
more_conventional,141,49,92
immediately_available,140,124,16
most_appropriate,140,140,0
completely_dry,140,138,2
far_easier,140,120,20
very_smooth,140,130,10
so_relaxed,140,130,10
fairly_obvious,140,126,14
really_crazy,140,65,75
quite_unusual,140,44,96
as_cheap,140,113,27
more_able,140,126,14
more_inspiring,139,91,48
very_intriguing,139,93,46
so_creative,139,103,36
especially_important,139,83,56
so_peaceful,139,82,57
very_modern,139,98,41
quite_complicated,139,133,6
more_possible,139,132,7
equally_bad,139,119,20
so_horrific,139,26,113
as_amazing,139,39,100
n't_important,139,139,0
very_solid,138,108,30
very_romantic,138,76,62
very_technical,138,129,9
not_pleased,138,137,1
really_sweet,138,73,65
even_capable,138,138,0
very_mild,138,128,10
more_optimistic,138,122,16
so_brilliant,138,84,54
more_vivid,138,117,21
also_possible,138,137,1
as_benign,138,14,124
far_superior,138,106,32
even_offensive,138,138,0
now_ready,138,137,1
even_daily,138,138,0
remarkably_similar,137,90,47
too_polite,137,137,0
so_little,137,76,61
extremely_positive,137,118,19
fairly_close,137,115,22
as_awesome,136,37,99
really_upset,136,130,6
not_close,136,125,11
as_comfortable,136,121,15
very_loud,136,123,13
more_technical,136,70,66
pretty_decent,136,122,14
as_heavy,136,90,46
super_cute,136,115,21
as_detailed,136,115,21
deeply_satisfying,136,21,115
not_complete,136,134,2
even_afraid,136,136,0
more_delicate,136,84,52
very_boring,136,119,17
non_existent,135,135,0
more_classic,135,38,97
even_second,135,135,0
even_wrong,135,132,3
too_extreme,135,133,2
more_eager,135,128,7
highly_complex,135,130,5
more_versatile,135,83,52
very_convenient,135,121,14
very_accommodating,135,135,0
too_different,135,125,10
also_concerned,134,133,1
overly_optimistic,134,133,1
as_accurate,134,122,12
not_ideal,134,129,5
so_tragic,134,32,102
deeply_flawed,134,119,15
very_compelling,134,69,65
so_involved,134,112,22
more_local,134,56,78
incredibly_supportive,134,134,0
even_relevant,134,133,1
more_better,134,130,4
less_formal,134,61,73
still_new,134,128,6
even_national,133,133,0
too_worried,133,133,0
more_endearing,133,123,10
more_unexpected,133,50,83
more_healthy,133,88,45
as_ridiculous,133,23,110
too_keen,133,132,1
more_expansive,133,58,75
even_white,133,133,0
more_diverse,133,103,30
statistically_significant,133,125,8
perhaps_most,132,30,102
very_private,132,80,52
very_amusing,132,119,13
really_passionate,132,122,10
more_physical,132,59,73
overly_aggressive,132,131,1
so_thrilled,132,132,0
very_confused,132,130,2
even_deeper,132,50,82
just_confused,132,132,0
more_alluring,132,113,19
as_intense,132,84,48
not_rosy,132,132,0
extremely_professional,132,130,2
too_nervous,132,132,0
less_stressful,132,97,35
so_thin,132,109,23
more_spiritual,132,71,61
virtually_impossible,132,115,17
not_surprising,132,128,4
highly_unusual,132,55,77
so_polite,132,131,1
pretty_tough,131,129,2
more_restrictive,131,117,14
more_available,131,118,13
more_favorable,131,114,17
as_dark,131,95,36
really_worried,131,123,8
completely_naked,131,129,2
most_valuable,131,123,8
quite_obvious,131,112,19
more_compact,131,69,62
so_ready,131,123,8
too_ashamed,131,128,3
even_faster,131,124,7
really_cheap,131,109,22
more_sympathetic,131,105,26
much_shorter,131,115,16
not_legal,130,127,3
always_wrong,130,128,2
very_appreciative,130,125,5
more_neutral,130,45,85
not_apparent,130,123,7
particularly_important,130,91,39
even_triple,129,129,0
really_old,129,111,18
as_precious,129,13,116
more_primal,129,11,118
also_good,129,127,2
more_amusing,129,106,23
no_bigger,129,101,28
too_skinny,129,129,0
very_strict,129,126,3
extremely_supportive,129,129,0
highly_likely,128,123,5
very_liberal,128,126,2
n't_appropriate,128,128,0
too_cute,128,124,4
too_clever,128,124,4
even_safe,128,128,0
just_silly,128,128,0
quite_specific,128,76,52
more_daunting,128,111,17
less_attractive,128,98,30
more_mainstream,128,56,72
so_confused,128,123,5
very_relaxed,128,125,3
too_emotional,128,124,4
more_demanding,128,87,41
so_minor,127,48,79
seemingly_insignificant,127,79,48
quite_wonderful,127,56,71
very_annoying,127,110,17
even_alive,127,127,0
so_absurd,127,65,62
more_nutritious,127,87,40
only_temporary,127,127,0
previously_unknown,127,85,42
more_easier,127,124,3
so_useful,127,80,47
pretty_solid,127,119,8
pretty_basic,127,102,25
truly_original,127,14,113
pretty_fun,126,121,5
very_skilled,126,113,13
very_general,126,113,13
so_wide,126,121,5
possibly_more,126,126,0
vaguely_familiar,126,49,77
so_worth,126,119,7
so_ugly,126,59,67
so_romantic,126,44,82
more_visceral,126,45,81
heavily_dependent,126,126,0
less_valuable,126,100,26
very_lovely,126,112,14
not_concerned,126,121,5
more_limited,126,104,22
minimally_invasive,126,125,1
quite_successful,126,124,2
not_wrong,126,119,7
more_pleasing,126,87,39
quite_popular,126,121,5
really_sick,125,111,14
instantly_recognizable,125,107,18
more_stressful,125,117,8
painfully_obvious,125,110,15
fairly_similar,125,107,18
not_welcome,125,122,3
incredibly_helpful,125,123,2
particularly_interested,125,120,5
quite_short,125,121,4
always_happy,125,121,4
more_certain,125,97,28
less_concerned,124,114,10
extremely_pleased,124,124,0
not_reliable,124,124,0
more_private,124,62,62
as_vital,124,42,82
not_uncommon,124,85,39
more_moderate,124,92,32
more_conscious,124,116,8
truly_wonderful,124,24,100
less_clear,124,122,2
as_huge,124,25,99
radically_new,124,12,112
quite_surprising,124,93,31
very_least,123,99,24
even_spiritual,123,116,7
intensely_personal,123,97,26
simply_impossible,123,121,2
more_impressed,123,122,1
that_important,123,114,9
as_tough,123,82,41
most_useful,123,122,1
so_intimate,123,27,96
most_helpful,123,122,1
more_plausible,123,109,14
highly_toxic,122,120,2
not_realistic,122,119,3
very_famous,122,93,29
very_accurate,122,118,4
not_certain,122,120,2
most_exciting,122,122,0
very_gracious,122,120,2
extremely_nice,122,119,3
super_simple,122,67,55
physically_present,122,111,11
quite_fun,122,109,13
also_able,122,121,1
completely_useless,122,99,23
really_awful,122,37,85
more_sad,122,115,7
not_fine,122,121,1
downright_scary,122,117,5
so_unexpected,122,48,74
so_gorgeous,122,99,23
completely_foreign,121,47,74
any_better,121,116,5
so_certain,121,117,4
pretty_busy,121,121,0
more_correct,121,116,5
really_satisfying,121,11,110
highly_intelligent,121,116,5
extremely_complex,121,110,11
very_fascinating,121,93,28
very_wealthy,121,109,12
too_concerned,121,114,7
no_less,121,105,16
really_impressive,121,69,52
maybe_worse,121,120,1
very_narrow,121,118,3
even_scary,121,118,3
even_physical,121,121,0
overly_complicated,121,106,15
quite_strong,121,112,9
physically_wrong,121,45,76
so_adorable,120,93,27
even_new,120,118,2
very_informative,120,119,1
so_dramatic,120,79,41
even_positive,120,119,1
eerily_similar,120,88,32
much_broader,120,34,86
less_efficient,120,115,5
significantly_better,120,100,20
less_popular,120,110,10
only_open,120,118,2
super_important,120,68,52
incredibly_excited,120,120,0
more_resistant,120,113,7
even_helpful,120,120,0
otherwise_unenforceable,119,119,0
extremely_low,119,116,3
eternally_grateful,119,117,2
only_good,119,116,3
super_happy,119,117,2
just_beautiful,119,119,0
equally_likely,119,116,3
very_protective,119,116,3
more_grateful,119,118,1
relatively_unknown,119,98,21
maybe_better,119,118,1
