bigram_lower,SUM,pos-mirror-R,pos-mirror-L
visibly_terrified,1,1,0
visibly_tense,1,1,0
abundantly_likeable,1,1,0
abundantly_triumphant,1,1,0
visibly_pleasing,1,1,0
visibly_unstable,1,1,0
visibly_pleased,1,1,0
abysmally_incompetent,1,1,0
visibly_insecure,1,1,0
visibly_insane,1,1,0
visibly_inhuman,1,1,0
visibly_infectious,1,1,0
abysmally_small,1,1,0
visibly_human,1,1,0
visibly_hot,1,1,0
visibly_hesitant,1,1,0
visibly_healthy,1,1,0
visibly_green,1,1,0
visibly_gay,1,0,1
abysmally_vile,1,1,0
visibly_frail,1,1,0
visibly_fearful,1,1,0
visibly_fat,1,1,0
visibly_faster,1,1,0
visibly_invisible,1,1,0
visibly_irritated,1,0,1
visibly_jewish,1,1,0
visibly_older,1,1,0
visibly_patriotic,1,1,0
visibly_pathetic,1,1,0
abundantly_visible,1,1,0
visibly_overcome,1,1,0
visibly_outrageous,1,0,1
visibly_orthodox,1,1,0
visibly_oppressive,1,0,1
visibly_old,1,1,0
visibly_juicy,1,1,0
abundantly_willing,1,1,0
abysmally_evil,1,1,0
visibly_neurotic,1,1,0
abysmally_excited,1,1,0
visibly_nearby,1,1,0
visibly_male,1,1,0
visibly_lumpy,1,1,0
abundantly_infinite,1,1,0
abundantly_impressed,1,1,0
visually_elegant,1,1,0
visually_comedic,1,1,0
absurdly_ugly,1,1,0
visually_daunting,1,1,0
visually_daring,1,0,1
visually_damaging,1,1,0
visually_customizable,1,1,0
absurdly_undemocratic,1,1,0
visually_cool,1,0,1
visually_convoluted,1,1,0
visually_convincing,1,1,0
absurdly_underfunded,1,1,0
visually_conspicuous,1,0,1
visually_consistent,1,1,0
visually_concrete,1,0,1
visually_concerned,1,1,0
absurdly_unsophisticated,1,1,0
absurdly_vacuous,1,0,1
absurdly_vain,1,1,0
visually_delicate,1,1,0
visually_delicious,1,1,0
visually_dense,1,1,0
visually_diverse,1,1,0
visually_effective,1,1,0
visually_easy,1,1,0
absurdly_strong,1,0,1
visually_dry,1,1,0
absurdly_stylish,1,1,0
visually_drab,1,1,0
visually_dominant,1,1,0
absurdly_symbolic,1,1,0
visually_descriptive,1,1,0
absurdly_talented,1,1,0
absurdly_tame,1,1,0
absurdly_thick,1,1,0
visually_disruptive,1,1,0
visually_disadvantaged,1,1,0
visually_difficult,1,1,0
absurdly_thin,1,1,0
visually_compatible,1,1,0
visually_colorful,1,1,0
abundantly_human,1,1,0
absurdly_variable,1,1,0
visually_appropriate,1,0,1
abundantly_blessed,1,1,0
abundantly_confident,1,1,0
visually_antiquated,1,1,0
visually_ambitious,1,0,1
abundantly_delighted,1,1,0
abundantly_familiar,1,1,0
visually_alive,1,1,0
abundantly_fun,1,0,1
visually_affective,1,0,1
visually_adventurous,1,1,0
abundantly_gorgeous,1,1,0
abundantly_grateful,1,1,0
visibly_worse,1,1,0
visibly_weird,1,1,0
visibly_weary,1,1,0
abundantly_hard,1,1,0
abundantly_aware,1,1,0
visually_articulate,1,1,0
visually_artistic,1,0,1
visually_bold,1,0,1
absurdly_violent,1,0,1
visually_clean,1,1,0
visually_charming,1,1,0
absurdly_weak,1,1,0
visually_brilliant,1,1,0
visually_breathtaking,1,0,1
absurdly_wealthy,1,1,0
visually_believable,1,1,0
visually_askew,1,0,1
visually_beguiling,1,0,1
abundantly_able,1,1,0
visually_awesome,1,1,0
abundantly_ample,1,1,0
visually_authentic,1,1,0
abundantly_annoying,1,1,0
abundantly_apparent,1,1,0
absurdly_dangerous,1,1,0
vividly_apparent,1,1,0
weirdly_old,1,1,0
absolutely_unfortunate,1,0,1
weirdly_askew,1,1,0
weirdly_arousing,1,0,1
weirdly_appropriate,1,0,1
weirdly_anonymous,1,0,1
weirdly_anomalous,1,0,1
absolutely_undisturbed,1,1,0
weirdly_androgynous,1,1,0
absolutely_uneducated,1,1,0
absolutely_unfamiliar,1,1,0
weirdly_ambitious,1,1,0
weirdly_amazing,1,0,1
weirdly_alluring,1,0,1
weirdly_agricultural,1,1,0
weirdly_aggressive,1,1,0
weirdly_advantageous,1,1,0
weirdly_adorable,1,0,1
weirdly_accurate,1,1,0
weirdly_atmospheric,1,1,0
weirdly_attractive,1,0,1
weirdly_awesome,1,1,0
absolutely_uncertain,1,0,1
weirdly_creepy,1,1,0
weirdly_cool,1,1,0
weirdly_consistent,1,1,0
weirdly_confident,1,1,0
absolutely_unbearable,1,1,0
weirdly_compact,1,1,0
weirdly_commonplace,1,0,1
weirdly_charming,1,0,1
weirdly_bad,1,1,0
weirdly_charismatic,1,1,0
weirdly_challenging,1,1,0
weirdly_cathartic,1,0,1
weirdly_brilliant,1,0,1
weirdly_breathable,1,1,0
absolutely_unconscionable,1,1,0
weirdly_baggy,1,1,0
absolutely_unforeseen,1,1,0
way_worst,1,1,0
weirdly_decadent,1,0,1
way_wide,1,0,1
absolutely_unplayable,1,0,1
absolutely_unpredictable,1,1,0
way_sharper,1,1,0
absolutely_unproductive,1,1,0
absolutely_unrealistic,1,1,0
absolutely_unreasonable,1,1,0
way_richer,1,0,1
way_rarer,1,0,1
way_quicker,1,1,0
way_proud,1,1,0
way_profitable,1,1,0
way_prettier,1,1,0
way_possible,1,1,0
way_pissed,1,1,0
way_overwhelming,1,1,0
way_overused,1,1,0
absolutely_unsettling,1,1,0
way_simpler,1,1,0
way_slower,1,1,0
absolutely_unnoticed,1,1,0
way_tasty,1,1,0
absolutely_uninformed,1,1,0
way_vague,1,1,0
way_upset,1,1,0
absolutely_uninterested,1,1,0
way_uncomfortable,1,1,0
absolutely_universal,1,0,1
way_tight,1,1,0
way_tastier,1,0,1
way_smart,1,1,0
absolutely_unjust,1,1,0
way_sweeter,1,0,1
way_successful,1,1,0
way_stupid,1,0,1
absolutely_unjustified,1,0,1
way_strange,1,1,0
absolutely_unknown,1,0,1
absolutely_unavailable,1,0,1
weirdly_delightful,1,0,1
way_overkill,1,1,0
weirdly_hungry,1,1,0
weirdly_liberating,1,0,1
weirdly_less,1,1,0
weirdly_jarring,1,0,1
weirdly_irritating,1,1,0
weirdly_irrelevant,1,1,0
weirdly_ironic,1,0,1
weirdly_invasive,1,0,1
weirdly_intuitive,1,0,1
weirdly_intrusive,1,1,0
weirdly_inspiring,1,0,1
weirdly_insincere,1,0,1
absolutely_thoughtful,1,0,1
weirdly_inhuman,1,0,1
weirdly_inevitable,1,1,0
absolutely_torturous,1,1,0
weirdly_implausible,1,1,0
weirdly_impersonal,1,1,0
weirdly_likable,1,1,0
weirdly_likeable,1,0,1
weirdly_loud,1,0,1
weirdly_mystical,1,1,0
weirdly_off-kilter,1,1,0
absolutely_tame,1,1,0
weirdly_normal,1,1,0
weirdly_nightmarish,1,0,1
absolutely_tasteless,1,1,0
weirdly_nervous,1,1,0
weirdly_narcissistic,1,0,1
weirdly_mysterious,1,1,0
weirdly_lovely,1,1,0
weirdly_modern,1,0,1
weirdly_mesmerizing,1,0,1
weirdly_menacing,1,0,1
weirdly_masculine,1,0,1
weirdly_magical,1,0,1
weirdly_mad,1,1,0
weirdly_lumpy,1,1,0
weirdly_identical,1,1,0
absolutely_tranquil,1,1,0
weirdly_depressing,1,0,1
weirdly_hopeful,1,0,1
weirdly_exact,1,1,0
absolutely_typical,1,0,1
weirdly_ethereal,1,0,1
weirdly_epic,1,1,0
absolutely_ugly,1,1,0
absolutely_unable,1,1,0
weirdly_enjoyable,1,1,0
weirdly_engrossing,1,1,0
weirdly_engaging,1,0,1
absolutely_unaffordable,1,1,0
absolutely_unapologetic,1,1,0
weirdly_disturbing,1,1,0
weirdly_distracting,1,1,0
weirdly_distorted,1,1,0
weirdly_dispassionate,1,0,1
absolutely_unattainable,1,0,1
weirdly_detached,1,1,0
weirdly_exotic,1,0,1
weirdly_expensive,1,1,0
weirdly_expressive,1,1,0
weirdly_gorgeous,1,0,1
weirdly_honest,1,1,0
weirdly_hilarious,1,0,1
weirdly_heartbreaking,1,0,1
weirdly_grueling,1,1,0
weirdly_grotesque,1,1,0
weirdly_gregarious,1,0,1
weirdly_grateful,1,1,0
weirdly_good,1,1,0
absolutely_trustworthy,1,0,1
weirdly_generic,1,0,1
absolutely_traumatic,1,0,1
weirdly_friendly,1,1,0
weirdly_fond,1,1,0
weirdly_foggy,1,1,0
weirdly_fluffy,1,1,0
weirdly_fitting,1,0,1
absolutely_untouchable,1,1,0
absolutely_unwilling,1,1,0
vividly_audible,1,1,0
vocally_gratifying,1,1,0
absurdly_circular,1,1,0
vocally_strong,1,1,0
vocally_strident,1,1,0
vocally_spectacular,1,1,0
vocally_skeptical,1,1,0
vocally_showy,1,1,0
vocally_sad,1,1,0
vocally_responsive,1,1,0
vocally_proud,1,1,0
vocally_pro-life,1,1,0
vocally_passionate,1,1,0
vocally_outraged,1,1,0
vocally_monotonous,1,1,0
vocally_large,1,1,0
absurdly_colorful,1,1,0
vocally_imperfect,1,1,0
vocally_impeccable,1,1,0
vocally_ungrateful,1,1,0
vocally_upset,1,1,0
vocally_welcoming,1,1,0
warmly_expressive,1,0,1
warmly_informal,1,0,1
warmly_humorous,1,1,0
warmly_human,1,1,0
warmly_hopeful,1,1,0
warmly_fuzzy,1,0,1
warmly_funny,1,1,0
absurdly_campy,1,1,0
warmly_enthusiastic,1,1,0
absurdly_catchy,1,1,0
warmly_entertaining,1,1,0
warmly_easygoing,1,1,0
warmly_compelling,1,0,1
warmly_communicative,1,0,1
warmly_close,1,1,0
warmly_cinematic,1,0,1
warmly_alien,1,0,1
vocally_ignorant,1,1,0
vocally_excellent,1,1,0
warmly_maternal,1,0,1
vocally_dramatic,1,1,0
vividly_identical,1,1,0
absurdly_contradictory,1,1,0
vividly_floral,1,1,0
vividly_familiar,1,1,0
vividly_expressive,1,1,0
absurdly_convoluted,1,1,0
vividly_engaging,1,1,0
vividly_electric,1,1,0
vividly_different,1,0,1
vividly_detailed,1,1,0
vividly_crisp,1,0,1
vividly_concrete,1,1,0
absurdly_costly,1,1,0
vividly_colorful,1,1,0
absurdly_crazy,1,1,0
vividly_christian,1,1,0
absurdly_creative,1,1,0
vividly_imaginative,1,1,0
vividly_luminous,1,1,0
absurdly_confusing,1,1,0
absurdly_comforting,1,0,1
vocally_docile,1,1,0
vocally_dissatisfied,1,1,0
absurdly_comedic,1,1,0
vocally_blunt,1,1,0
vocally_appealing,1,1,0
vocally_active,1,1,0
vividly_violent,1,1,0
vividly_tangible,1,0,1
vividly_naturalistic,1,1,0
vividly_tacky,1,0,1
vividly_specific,1,1,0
vividly_reminiscent,1,1,0
vividly_realistic,1,1,0
absurdly_complex,1,1,0
vividly_raw,1,1,0
vividly_outstanding,1,0,1
warmly_interested,1,1,0
warmly_melodic,1,1,0
way_overdone,1,1,0
absolutely_wearable,1,1,0
way_jealous,1,1,0
way_intense,1,1,0
way_impressed,1,1,0
absolutely_versatile,1,1,0
way_hot,1,1,0
absolutely_vertical,1,1,0
absolutely_vicious,1,1,0
absolutely_violent,1,1,0
absolutely_visible,1,1,0
way_hard,1,1,0
absolutely_voluntary,1,1,0
way_greater,1,0,1
way_goofy,1,1,0
way_glad,1,1,0
absolutely_vulnerable,1,1,0
absolutely_wacky,1,1,0
way_fresher,1,1,0
way_lame,1,1,0
way_large,1,1,0
absolutely_vast,1,1,0
way_nicer,1,1,0
way_overcooked,1,1,0
absolutely_upfront,1,1,0
way_outside,1,1,0
way_out,1,1,0
absolutely_urban,1,0,1
way_old,1,1,0
way_noticeable,1,1,0
absolutely_urgent,1,1,0
absolutely_varied,1,0,1
absolutely_vacant,1,1,0
way_mild,1,1,0
way_mad,1,1,0
absolutely_vague,1,0,1
absolutely_valuable,1,0,1
way_louder,1,1,0
way_lopsided,1,1,0
way_fatter,1,1,0
way_extreme,1,1,0
warmly_mysterious,1,1,0
way_expired,1,1,0
absurdly_attractive,1,1,0
absurdly_bad,1,1,0
absurdly_basic,1,1,0
way_beneficial,1,1,0
absurdly_beautiful,1,1,0
way_angry,1,1,0
warmly_yummy,1,1,0
warmly_yellow,1,1,0
absurdly_big,1,1,0
absurdly_bullish,1,1,0
warmly_sympathetic,1,1,0
warmly_supportive,1,1,0
warmly_spicy,1,1,0
warmly_satisfying,1,0,1
warmly_rich,1,1,0
warmly_reminiscent,1,1,0
warmly_nostalgic,1,1,0
absurdly_alarming,1,1,0
absurdly_aggressive,1,1,0
absurdly_adorable,1,1,0
way_decent,1,0,1
way_enough,1,1,0
absolutely_western,1,0,1
absolutely_white,1,1,0
way_dry,1,1,0
way_diverse,1,1,0
absolutely_willing,1,1,0
absolutely_wise,1,1,0
way_deadlier,1,0,1
way_colder,1,1,0
way_dead,1,1,0
absolutely_wondrous,1,0,1
absolutely_yummy,1,1,0
way_creepier,1,0,1
way_credible,1,0,1
absolutely_zany,1,0,1
absurdly_absurd,1,0,1
wickedly_gruesome,1,0,1
wickedly_hysterical,1,0,1
visibly_excited,1,1,0
wonderfully_sacred,1,0,1
wonderfully_shocking,1,1,0
wonderfully_shiny,1,1,0
wonderfully_sharp,1,1,0
wonderfully_shadowy,1,1,0
about_gray,1,1,0
wonderfully_sensual,1,0,1
wonderfully_sensitive,1,1,0
wonderfully_selfless,1,0,1
wonderfully_selfish,1,1,0
wonderfully_self-aware,1,1,0
about_greater,1,1,0
wonderfully_seasonal,1,1,0
wonderfully_schizophrenic,1,1,0
wonderfully_scathing,1,0,1
about_green,1,1,0
wonderfully_sarcastic,1,1,0
wonderfully_sane,1,1,0
wonderfully_short,1,1,0
about_gorgeous,1,1,0
about_glad,1,1,0
wonderfully_soothing,1,1,0
wonderfully_spooky,1,1,0
wonderfully_spontaneous,1,1,0
wonderfully_spiritual,1,0,1
wonderfully_spirited,1,1,0
wonderfully_speedy,1,1,0
wonderfully_speculative,1,1,0
about_forgivable,1,1,0
wonderfully_solid,1,1,0
about_functional,1,1,0
about_formative,1,1,0
wonderfully_social,1,0,1
wonderfully_snarky,1,1,0
wonderfully_smug,1,1,0
wonderfully_slimy,1,1,0
wonderfully_slim,1,1,0
wonderfully_sleek,1,0,1
wonderfully_salty,1,0,1
wonderfully_rugged,1,1,0
wonderfully_stable,1,0,1
wonderfully_rude,1,1,0
