bigram_lower,SUM,ADJ,NEG
that_rare,429,429,0
less_expensive,428,425,3
immediately_evident,428,427,1
really_special,427,72,355
particularly_attractive,427,419,8
so_full,426,418,8
particularly_successful,426,423,3
always_greener,426,426,0
as_costly,425,425,0
overly_fond,424,424,0
too_overwhelming,423,408,15
more_enjoyable,423,245,178
just_right,423,421,2
necessarily_interested,422,422,0
too_overpowering,422,408,14
best_pleased,422,420,2
particularly_important,422,407,15
completely_wrong,420,389,31
more_surprised,420,418,2
as_fancy,420,410,10
as_responsive,419,418,1
as_dense,418,416,2
exactly_ideal,418,417,1
so_foolish,418,412,6
too_terrible,418,354,64
totally_satisfied,418,414,4
as_ambitious,417,398,19
as_grand,417,400,17
real_good,416,410,6
terribly_concerned,416,412,4
as_strange,416,395,21
very_significant,415,402,13
overly_optimistic,415,414,1
yet_willing,414,413,1
very_careful,413,411,2
all_positive,413,409,4
overly_impressive,412,401,11
too_specific,412,368,44
more_special,412,226,186
more_stark,411,408,3
as_surprising,411,409,2
as_awful,410,394,16
as_ready,410,408,2
as_involved,409,408,1
as_radical,409,401,8
far_wrong,409,409,0
only_alive,409,408,1
quite_happy,409,409,0
very_creative,408,405,3
yet_dead,407,407,0
physically_possible,407,406,1
just_true,406,406,0
completely_new,405,390,15
very_flattering,405,403,2
as_supportive,404,404,0
only_physical,404,403,1
always_helpful,404,403,1
yet_old,404,404,0
so_short,403,402,1
too_impressive,401,337,64
overly_excited,400,394,6
so_attractive,400,394,6
even_old,400,400,0
all_inclusive,399,399,0
even_ready,399,399,0
more_challenging,399,323,76
quite_human,398,398,0
only_practical,398,398,0
as_light,398,397,1
still_alive,397,378,19
particularly_impressed,396,395,1
very_great,396,390,6
completely_safe,396,394,2
that_straightforward,395,395,0
quite_comfortable,394,394,0
morally_wrong,394,304,90
more_relaxing,394,129,265
that_sweet,393,393,0
totally_happy,392,392,0
so_bold,392,384,8
really_limited,391,391,0
so_tragic,391,380,11
really_great,389,363,26
too_extreme,389,279,110
otherwise_available,388,383,5
too_wide,388,382,6
soon_enough,388,388,0
as_pure,387,378,9
that_wonderful,387,387,0
so_appealing,386,376,10
so_rich,386,378,8
yet_ripe,386,386,0
only_attractive,386,386,0
too_hasty,385,385,0
most_exciting,384,380,4
as_shocking,384,377,7
particularly_great,383,362,21
any_more,383,371,12
physically_active,383,383,0
as_predictable,383,380,3
as_intuitive,382,382,0
terribly_exciting,382,313,69
so_cheap,382,380,2
completely_certain,382,380,2
overly_complex,382,367,15
very_positive,381,373,8
only_related,381,381,0
as_wonderful,379,335,44
so_dark,379,374,5
as_dependent,378,377,1
too_salty,378,375,3
as_eager,378,377,1
more_american,378,151,227
more_crucial,378,332,46
really_related,377,375,2
that_amazing,377,377,0
as_thorough,377,374,3
that_successful,377,376,1
as_risky,376,374,2
so_thrilled,376,376,0
more_productive,376,356,20
more_aggressive,376,368,8
nearly_good,375,373,2
particularly_funny,375,355,20
totally_unexpected,375,367,8
so_open,374,372,2
all_rosy,374,373,1
so_safe,374,370,4
as_diverse,373,370,3
as_wild,373,361,12
especially_good,373,361,12
terminally_ill,373,370,3
as_dynamic,372,366,6
more_apt,372,356,16
long_lasting,372,367,5
as_violent,372,365,7
so_tired,372,371,1
as_broad,372,368,4
too_bulky,371,365,6
as_devastating,371,357,14
just_concerned,371,371,0
as_nervous,370,368,2
terribly_different,370,365,5
too_fussy,369,341,28
more_secure,368,356,12
so_extreme,368,349,19
even_better,368,366,2
much_new,368,259,109
very_stable,368,365,3
just_useful,368,367,1
entirely_necessary,368,366,2
really_funny,368,355,13
very_sweet,367,367,0
brand_new,367,364,3
really_different,366,324,42
most_comfortable,365,364,1
more_painful,365,192,173
too_painful,364,352,12
as_romantic,364,333,31
terribly_interesting,364,336,28
truly_free,364,363,1
very_consistent,363,363,0
particularly_original,363,311,52
particularly_keen,363,362,1
as_bold,362,352,10
too_flashy,362,286,76
really_suitable,362,361,1
always_evident,361,360,1
as_influential,361,352,9
so_critical,361,356,5
always_welcome,360,358,2
more_essential,360,267,93
only_ineffective,360,360,0
inherently_evil,360,308,52
more_romantic,360,131,229
fundamentally_different,359,328,31
always_predictable,359,359,0
too_intense,359,310,49
politically_motivated,359,355,4
as_versatile,358,356,2
so_quiet,358,356,2
fully_ready,358,358,0
very_flexible,358,357,1
really_helpful,358,353,5
only_convenient,358,358,0
any_clearer,357,356,1
as_damaging,357,356,1
any_bigger,357,355,2
so_angry,357,354,3
really_useful,356,347,9
as_dry,356,353,3
so_clean,356,350,6
far_distant,356,356,0
too_successful,356,341,15
so_generous,356,355,1
too_safe,355,350,5
as_favorable,355,355,0
that_dangerous,355,353,2
n't_good,354,350,4
that_attractive,354,354,0
very_knowledgeable,354,354,0
visually_appealing,353,347,6
as_overwhelming,353,349,4
as_vocal,353,351,2
entirely_surprised,353,344,9
yet_official,353,351,2
that_crazy,352,352,0
particularly_relevant,352,345,7
as_boring,351,337,14
only_aware,351,351,0
that_hot,351,351,0
exactly_accurate,351,351,0
as_conservative,351,349,2
directly_relevant,350,349,1
too_unusual,350,260,90
quite_big,349,348,1
too_tall,349,345,4
even_past,349,349,0
as_sturdy,348,348,0
so_forgiving,348,347,1
yet_capable,348,348,0
even_related,346,345,1
much_lower,346,343,3
only_cheaper,346,346,0
as_catchy,346,335,11
all_equal,346,346,0
too_critical,345,338,7
only_perfect,345,345,0
quite_fair,345,344,1
even_worthy,345,345,0
as_elegant,344,331,13
only_more,344,344,0
really_satisfied,344,343,1
humanly_possible,344,335,9
easily_visible,344,343,1
necessarily_surprising,343,341,2
not_good,343,337,6
terribly_important,342,330,12
very_complex,341,333,8
more_correct,341,338,3
as_careful,341,341,0
only_stylish,340,340,0
overly_difficult,339,333,6
very_enthusiastic,339,339,0
too_costly,339,335,4
very_religious,339,337,2
substantially_different,338,326,12
fully_human,338,337,1
too_rough,338,326,12
as_uncommon,337,337,0
so_smooth,337,337,0
only_legal,336,336,0
really_interesting,336,242,94
more_concerned,336,332,4
as_brilliant,336,327,9
as_stressful,335,325,10
as_direct,335,328,7
that_fond,334,334,0
more_comforting,334,113,221
very_profitable,334,333,1
very_intelligent,333,333,0
remotely_interested,333,332,1
too_nice,333,327,6
even_open,332,332,0
ever_good,332,303,29
terribly_good,332,326,6
that_cold,332,332,0
really_appropriate,331,329,2
that_many,331,321,10
very_obvious,331,326,5
altogether_clear,330,329,1
more_real,330,280,50
just_happy,330,328,2
very_kind,329,329,0
too_shocking,329,279,50
only_entertaining,329,329,0
so_dependent,329,329,0
much_worried,329,327,2
overtly_political,329,315,14
too_friendly,328,304,24
so_fine,328,316,12
as_evident,328,323,5
so_sanguine,328,328,0
terribly_expensive,326,323,3
as_creative,326,321,5
as_annoying,325,304,21
so_sensitive,325,325,0
really_hungry,325,324,1
really_certain,324,323,1
only_false,324,324,0
necessarily_accurate,324,323,1
yet_profitable,324,323,1
clearly_visible,324,324,0
just_black,323,320,3
as_adept,323,322,1
too_sad,323,318,5
always_black,323,323,0
so_blind,322,160,162
so_nervous,321,319,2
statistically_different,321,321,0
much_cheaper,321,320,1
as_essential,320,314,6
as_available,320,319,1
more_natural,320,219,101
necessarily_right,320,320,0
too_distracting,319,276,43
that_bright,319,318,1
so_thick,318,315,3
as_intelligent,318,316,2
completely_successful,318,317,1
as_controversial,317,311,6
very_sophisticated,317,313,4
so_intense,317,312,5
as_susceptible,317,317,0
as_unusual,317,312,5
much_harder,317,315,2
more_dramatic,317,235,82
especially_interested,316,314,2
very_bad,316,279,37
even_worried,315,312,3
more_useful,315,264,51
as_hungry,314,312,2
particularly_hard,314,302,12
as_prone,314,313,1
only_hard,314,314,0
as_athletic,313,310,3
more_accessible,313,311,2
as_slick,313,309,4
yet_strong,313,313,0
totally_accurate,312,311,1
only_present,312,312,0
as_thin,312,310,2
very_secure,311,309,2
intimately_familiar,311,310,1
entirely_convincing,310,305,5
as_vibrant,310,309,1
more_certain,310,266,44
that_busy,309,309,0
actually_dead,309,309,0
really_feasible,308,308,0
as_forthcoming,308,308,0
already_available,308,304,4
exactly_great,308,308,0
as_deadly,307,296,11
so_free,307,303,4
that_dissimilar,307,307,0
as_new,307,302,5
as_horrible,307,302,5
so_harsh,306,304,2
very_relevant,306,305,1
so_evident,306,302,4
that_cute,305,305,0
only_critical,304,304,0
very_fair,304,303,1
always_willing,304,303,1
much_smaller,304,301,3
really_difficult,304,298,6
as_neat,303,299,4
really_alone,303,303,0
too_technical,302,258,44
very_sharp,302,301,1
very_subtle,302,298,4
too_enthusiastic,301,294,7
more_confident,301,297,4
any_higher,301,299,2
that_sure,300,300,0
too_sticky,300,297,3
as_forgiving,300,300,0
as_physical,300,299,1
very_supportive,300,300,0
even_visible,299,299,0
more_fitting,299,282,17
totally_free,299,297,2
as_mature,299,298,1
only_different,299,298,1
just_related,298,298,0
readily_visible,298,298,0
very_competitive,298,298,0
only_strong,298,298,0
very_detailed,298,296,2
so_awesome,298,295,3
too_likely,297,290,7
as_stringent,297,295,2
freely_available,296,295,1
as_frightening,296,285,11
fully_present,296,296,0
very_memorable,296,285,11
very_wide,296,296,0
completely_ready,295,295,0
particularly_bad,295,258,37
that_hungry,295,295,0
really_impressed,295,293,2
entirely_safe,294,294,0
really_safe,294,291,3
only_real,294,294,0
more_interested,293,283,10
as_numerous,293,290,3
so_painful,293,286,7
very_sexy,293,283,10
completely_necessary,292,292,0
immediately_successful,292,291,1
so_significant,292,282,10
totally_true,292,291,1
very_promising,292,288,4
so_convenient,292,282,10
literally_true,292,292,0
very_open,292,292,0
quite_old,291,291,0
particularly_comfortable,291,288,3
as_specific,290,284,6
so_desperate,290,285,5
normally_available,290,290,0
exactly_perfect,289,288,1
terribly_surprised,289,289,0
only_full,289,289,0
always_wrong,288,285,3
as_wealthy,288,285,3
overly_familiar,288,286,2
fast_enough,288,287,1
really_excited,287,286,1
as_rigid,287,287,0
too_scared,287,287,0
just_better,287,286,1
only_smart,287,287,0
very_professional,286,282,4
more_aware,286,285,1
more_embarrassing,286,131,155
as_abundant,286,285,1
more_appealing,286,196,90
so_unique,286,277,9
that_strange,285,285,0
truly_happy,285,285,0
as_passionate,285,280,5
that_confident,284,284,0
as_transparent,284,284,0
all_alike,284,284,0
all_wrong,284,180,104
very_thick,283,283,0
as_slow,283,280,3
very_heavy,283,281,2
particularly_large,283,282,1
inherently_good,283,242,41
overly_aggressive,283,280,3
too_strenuous,283,193,90
too_full,283,277,6
too_dramatic,283,192,91
more_boring,282,137,145
too_interesting,282,210,72
so_shocking,282,271,11
that_weird,281,281,0
even_capable,281,280,1
as_colorful,281,278,3
that_accurate,281,281,0
very_crowded,281,281,0
so_shy,281,281,0
too_subtle,281,224,57
yet_satisfied,280,280,0
yet_mature,280,280,0
really_practical,280,280,0
very_hot,280,279,1
necessarily_enough,280,280,0
as_rigorous,280,278,2
terribly_impressed,280,279,1
necessarily_illegal,280,265,15
that_special,279,276,3
as_upset,279,278,1
so_poor,279,262,17
that_powerful,279,279,0
even_safe,279,279,0
usually_available,279,279,0
as_ubiquitous,279,276,3
as_meaningful,279,276,3
only_harmful,278,278,0
quite_strong,278,277,1
very_durable,278,277,1
very_cool,278,274,4
even_mad,277,277,0
that_dumb,277,273,4
super_easy,277,277,0
so_dire,277,269,8
very_wise,277,275,2
that_cool,276,274,2
legally_responsible,276,276,0
so_inclined,276,274,2
very_conducive,276,275,1
always_nice,276,275,1
very_dangerous,275,272,3
so_visible,275,275,0
more_ready,275,272,3
completely_unexpected,275,274,1
as_sad,275,253,22
entirely_bad,275,272,3
as_vital,274,266,8
as_impactful,274,270,4
as_quiet,274,273,1
entirely_pleased,274,273,1
more_gratifying,274,112,162
so_arrogant,274,274,0
more_supportive,273,270,3
so_ready,273,270,3
very_sensitive,273,273,0
very_clever,272,272,0
very_precise,272,271,1
so_likely,272,254,18
only_durable,271,271,0
fully_healthy,271,271,0
too_afraid,271,265,6
completely_dead,270,268,2
completely_different,270,263,7
dramatically_different,270,260,10
very_forthcoming,269,269,0
so_amazing,269,256,13
totally_comfortable,269,268,1
so_strict,269,269,0
particularly_friendly,269,268,1
all_perfect,269,268,1
all_easy,269,269,0
usually_necessary,269,269,0
previously_aware,268,268,0
all_negative,268,268,0
too_stiff,267,264,3
universally_popular,267,266,1
much_less,267,254,13
only_informative,266,266,0
very_hungry,266,266,0
most_powerful,266,263,3
very_special,266,187,79
as_fond,266,266,0
that_cheap,266,265,1
yet_comfortable,266,266,0
all_pleased,265,265,0
just_financial,265,265,0
exactly_good,265,265,0
even_wrong,265,263,2
so_upset,265,262,3
so_warm,265,263,2
that_noticeable,265,264,1
as_pleased,265,263,2
so_lazy,265,265,0
just_different,265,258,7
very_simple,264,251,13
so_weird,264,260,4
exactly_subtle,264,263,1
always_worth,264,264,0
too_nervous,264,264,0
more_prevalent,264,251,13
much_younger,263,258,5
fully_able,263,263,0
so_clever,263,256,7
only_simple,263,263,0
only_appropriate,262,262,0
very_proud,262,260,2
as_substantial,262,256,6
all_clear,262,262,0
as_immediate,262,253,9
too_noticeable,261,236,25
really_fond,261,260,1
so_overwhelming,261,258,3
so_dissimilar,261,261,0
completely_healthy,261,255,6
less_true,260,223,37
exactly_fair,260,259,1
as_green,260,257,3
as_fine,260,253,7
as_delicious,260,240,20
so_dumb,260,258,2
terribly_hard,260,258,2
as_brutal,260,253,7
so_boring,260,251,9
all_familiar,259,259,0
overly_long,259,259,0
as_problematic,259,257,2
exactly_correct,259,259,0
more_necessary,259,235,24
only_crucial,259,259,0
as_stiff,258,257,1
so_odd,258,248,10
entirely_impossible,258,254,4
so_complex,258,245,13
even_conscious,258,258,0
as_spicy,257,256,1
so_uncommon,257,255,2
only_annoying,257,257,0
really_willing,257,257,0
so_noticeable,256,256,0
any_younger,256,254,2
only_vital,256,256,0
only_impossible,256,256,0
just_easy,256,255,1
so_wise,255,249,6
commercially_successful,255,254,1
particularly_noteworthy,255,201,54
just_annoying,255,250,5
more_terrifying,255,102,153
as_angry,255,254,1
necessarily_safe,254,254,0
as_natural,254,254,0
as_knowledgeable,254,253,1
so_wrong,254,232,22
even_worse,254,165,89
only_rich,254,254,0
very_aggressive,254,252,2
entirely_honest,254,254,0
completely_aware,254,254,0
as_rewarding,254,229,25
only_desirable,253,253,0
just_popular,252,251,1
much_closer,252,247,5
really_keen,252,252,0
seriously_hurt,252,252,0
entirely_different,252,252,0
overly_expensive,252,251,1
really_available,252,251,1
only_ready,252,252,0
very_challenging,251,246,5
yet_perfect,251,250,1
more_disappointing,251,101,150
most_efficient,251,251,0
so_crowded,251,251,0
so_glad,251,248,3
fully_conscious,251,251,0
only_safer,250,250,0
always_ready,250,250,0
entirely_consistent,250,250,0
remotely_true,250,250,0
only_successful,250,250,0
very_worried,249,249,0
particularly_unique,249,173,76
more_disappointed,249,237,12
more_damaging,249,177,72
very_compelling,249,244,5
only_suitable,249,249,0
just_big,248,247,1
too_bitter,248,246,2
as_messy,248,247,1
as_poor,248,247,1
always_wise,248,247,1
more_open,248,244,4
well_aware,248,246,2
that_small,248,247,1
as_elaborate,247,236,11
so_wide,247,246,1
so_grand,247,217,30
very_responsive,247,247,0
as_magical,246,219,27
too_pushy,246,242,4
as_urgent,246,245,1
very_intuitive,246,246,0
that_beautiful,246,246,0
so_fresh,245,239,6
as_short,245,243,2
really_right,245,243,2
particularly_compelling,245,227,18
physically_capable,245,245,0
too_personal,245,214,31
very_satisfied,245,244,1
only_open,244,243,1
as_practical,244,230,14
absolutely_essential,244,242,2
so_awful,244,232,12
very_reassuring,243,242,1
so_weak,243,236,7
very_similar,242,234,8
so_humble,242,236,6
as_dead,242,239,3
particularly_pleased,242,242,0
as_negative,242,239,3
entirely_dissimilar,241,241,0
entirely_positive,241,239,2
personally_responsible,241,241,0
more_frightening,241,119,122
as_rough,241,238,3
particularly_deep,241,230,11
very_meaningful,241,238,3
so_silly,241,236,5
fully_sure,240,240,0
always_open,240,240,0
that_relevant,240,240,0
not_true,240,240,0
very_surprised,240,238,2
always_realistic,240,238,2
too_shocked,240,239,1
only_exciting,239,239,0
as_odd,239,235,4
more_refreshing,239,81,158
so_typical,239,236,3
n't_important,239,237,2
as_real,239,234,5
as_desirable,239,237,2
overly_dramatic,239,216,23
much_taller,238,236,2
significantly_better,238,238,0
so_sharp,238,236,2
very_tasty,238,238,0
fully_awake,238,238,0
easily_impressed,238,238,0
only_fast,238,238,0
just_theoretical,237,237,0
that_awesome,237,237,0
quite_real,237,234,3
really_afraid,237,237,0
that_terrible,237,237,0
technically_illegal,237,228,9
drastically_different,237,225,12
more_wonderful,237,98,139
as_evil,237,236,1
as_ugly,237,231,6
very_informative,237,235,2
most_pleasant,237,237,0
very_aware,237,236,1
legally_able,236,235,1
so_glamorous,236,230,6
too_simple,236,231,5
always_sufficient,236,236,0
too_dangerous,236,218,18
as_surprised,236,232,4
more_intense,236,215,21
really_qualified,235,234,1
that_low,235,235,0
too_pricey,235,232,3
as_long,235,190,45
as_grim,235,234,1
only_tasty,235,235,0
any_safer,235,234,1
ever_able,234,234,0
real_big,234,228,6
more_compelling,234,167,67
really_present,234,234,0
quite_convinced,234,231,3
more_famous,234,167,67
too_intrusive,233,220,13
more_opposite,233,231,2
very_hopeful,233,232,1
only_inevitable,233,232,1
so_aggressive,233,229,4
most_talented,233,228,5
more_vulnerable,233,217,16
really_capable,232,230,2
particularly_proud,232,227,5
completely_dry,232,230,2
really_fun,231,227,4
too_bold,231,222,9
particularly_remarkable,231,137,94
too_uncommon,231,229,2
that_huge,231,231,0
very_loud,231,230,1
actually_interested,231,231,0
as_afraid,231,231,0
already_obvious,231,231,0
as_thrilled,231,230,1
only_gorgeous,231,231,0
physically_strong,231,231,0
not_sure,230,228,2
as_brave,230,228,2
perfectly_clear,230,228,2
even_fair,230,230,0
as_patient,230,228,2
only_right,230,230,0
entirely_truthful,230,228,2
already_clear,229,229,0
more_severe,229,193,36
too_lazy,229,224,5
particularly_clear,229,228,1
as_ridiculous,229,226,3
as_white,229,228,1
very_cold,229,228,1
so_rigid,228,226,2
truly_alone,228,228,0
actually_present,228,227,1
any_simpler,228,228,0
quite_willing,228,227,1
all_uncommon,228,228,0
already_enough,228,228,0
too_precious,228,211,17
as_tired,227,226,1
really_noticeable,227,219,8
completely_impossible,227,224,3
any_harder,227,226,1
super_excited,227,227,0
more_careful,227,223,4
entirely_familiar,226,226,0
only_efficient,226,226,0
necessarily_happy,226,224,2
well_worth,226,224,2
terribly_useful,226,223,3
more_pleasant,226,170,56
too_major,226,39,187
as_mobile,225,225,0
personally_liable,225,224,1
prohibitively_expensive,225,221,4
much_greater,225,225,0
exactly_fun,225,224,1
very_warm,225,225,0
most_beautiful,225,224,1
as_scared,225,225,0
very_accessible,225,225,0
only_worth,224,224,0
so_relevant,224,223,1
personally_identifiable,224,216,8
only_talented,224,224,0
really_open,224,221,3
all_related,224,222,2
only_enjoyable,224,224,0
as_flavorful,224,223,1
entirely_original,223,220,3
only_natural,223,223,0
as_agile,223,221,2
only_costly,223,223,0
as_liberal,223,221,2
only_okay,223,223,0
as_epic,223,216,7
fully_comfortable,223,223,0
more_optimistic,223,219,4
always_kind,223,223,0
only_funny,222,222,0
necessarily_sure,222,222,0
fully_open,222,222,0
that_surprised,222,222,0
only_likely,222,221,1
as_restrictive,222,220,2
just_able,222,222,0
really_real,222,220,2
that_appealing,222,222,0
so_gentle,222,214,8
so_predictable,221,217,4
particularly_fast,221,221,0
very_forgiving,221,220,1
that_deep,221,221,0
only_painful,221,221,0
mentally_ready,221,221,0
very_skilled,221,221,0
only_powerful,221,221,0
as_tender,220,214,6
very_social,220,219,1
very_scientific,220,219,1
biologically_related,220,219,1
that_extreme,220,220,0
as_creamy,219,218,1
only_happy,219,219,0
so_anxious,219,217,2
as_welcoming,219,215,4
more_forthcoming,219,216,3
only_common,219,219,0
too_tricky,219,194,25
as_stark,219,214,5
particularly_wrong,219,16,203
as_cut,218,218,0
so_soft,218,215,3
politically_feasible,218,218,0
very_rich,218,218,0
most_reliable,218,217,1
always_free,218,218,0
always_accessible,218,218,0
just_economic,217,217,0
very_talkative,217,216,1
as_progressive,217,217,0
as_profound,217,205,12
most_accurate,217,217,0
ever_perfect,217,216,1
intrinsically_wrong,217,34,183
only_professional,217,217,0
especially_surprising,217,207,10
particularly_pleasant,216,215,1
particularly_excited,216,214,2
that_true,216,216,0
universally_true,216,216,0
too_kind,216,187,29
more_entertaining,215,153,62
only_applicable,215,215,0
as_personal,215,208,7
legally_enforceable,215,215,0
so_cruel,215,208,7
completely_alone,214,214,0
yet_enough,214,214,0
too_involved,214,205,9
totally_surprised,214,214,0
even_comparable,214,210,4
too_ambitious,214,197,17
entirely_reliable,214,213,1
all_worried,213,213,0
as_massive,213,208,5
only_offensive,213,213,0
only_new,213,212,1
as_silly,213,208,5
as_present,213,212,1
very_inspiring,213,210,3
physically_wrong,213,37,176
necessarily_available,213,212,1
as_shiny,213,213,0
too_sharp,213,198,15
particularly_appealing,213,205,8
only_cruel,212,212,0
most_interesting,212,206,6
that_clever,212,211,1
as_explicit,212,210,2
more_involved,212,203,9
as_rapid,212,207,5
so_aware,212,212,0
ever_simple,212,208,4
far_better,212,162,50
yet_safe,212,212,0
too_weird,212,184,28
too_boring,212,207,5
yet_operational,212,212,0
very_new,211,156,55
entirely_absent,211,207,4
more_sophisticated,211,145,66
as_impossible,211,208,3
as_sick,211,209,2
all_true,211,211,0
just_political,211,211,0
less_interested,211,209,2
really_cool,211,204,7
financially_stable,210,209,1
always_healthy,210,210,0
emotionally_ready,210,210,0
very_athletic,210,209,1
as_frustrating,210,142,68
just_funny,210,205,5
very_scary,210,205,5
fiscally_responsible,209,201,8
so_recent,209,205,4
just_nice,209,205,4
quite_aware,209,209,0
not_enough,209,207,2
all_black,209,209,0
only_ok,209,209,0
more_welcoming,209,197,12
necessarily_aware,209,209,0
always_compatible,209,208,1
too_helpful,209,200,9
really_nervous,209,208,1
yet_visible,209,209,0
seriously_ill,209,204,5
inherently_dangerous,209,177,32
so_tall,208,205,3
even_eligible,208,208,0
exactly_conducive,208,207,1
entirely_uncommon,208,208,0
too_formal,207,182,25
very_smooth,207,207,0
fully_effective,207,206,1
very_suitable,207,207,0
very_tough,207,207,0
very_comforting,207,205,2
as_blatant,207,195,12
very_glamorous,207,199,8
very_patient,206,206,0
as_bitter,206,205,1
just_available,206,206,0
too_weak,206,204,2
that_sad,206,205,1
necessarily_obvious,206,206,0
even_relevant,205,205,0
so_slow,205,201,4
only_immoral,205,205,0
as_volatile,205,200,5
very_valuable,205,199,6
too_strict,205,204,1
fully_compatible,205,205,0
actually_necessary,205,205,0
as_terrifying,205,205,0
most_glamorous,205,204,1
very_welcoming,204,204,0
especially_difficult,204,199,5
already_dead,204,204,0
particularly_challenging,204,189,15
entirely_confident,204,204,0
only_compatible,204,204,0
more_thrilling,204,71,133
fully_complete,204,204,0
necessarily_important,204,204,0
as_bulky,204,204,0
only_knowledgeable,203,203,0
necessarily_ready,203,202,1
completely_devoid,203,202,1
only_valuable,203,203,0
officially_available,203,203,0
exactly_thrilled,203,203,0
as_emotional,203,199,4
actually_able,203,202,1
exactly_hard,203,203,0
much_faster,202,201,1
very_enjoyable,202,200,2
yet_right,202,202,0
as_able,202,202,0
only_passionate,202,202,0
