bigram_lower,SUM,ADJ,NEG
particularly_odious,2,1,1
self_destructive,2,2,0
rather_slow,2,2,0
necessarily_raw,2,2,0
usually_digestible,2,2,0
carefully_detailed,2,2,0
wholly_unable,2,2,0
necessarily_relaxing,2,2,0
particularly_obese,2,2,0
carefully_limited,2,2,0
necessarily_regrettable,2,2,0
self-consciously_weird,2,2,0
necessarily_regional,2,2,0
usually_detailed,2,2,0
rather_skimpy,2,2,0
usually_destructive,2,2,0
particularly_oblique,2,2,0
rather_sketchy,2,2,0
aggressively_bizarre,2,2,0
casually_accessible,2,2,0
aggressively_beautiful,2,2,0
casually_available,2,2,0
necessarily_reactionary,2,2,0
necessarily_sanitary,2,2,0
brutally_heavy,2,2,0
brutally_funny,2,2,0
particularly_magnificent,2,1,1
broadly_competitive,2,2,0
wholly_solid,2,2,0
seemingly_sad,2,2,0
aggressively_stupid,2,2,0
particularly_malleable,2,2,0
broadly_correct,2,2,0
broadly_critical,2,2,0
broadly_diversified,2,2,0
necessarily_sober,2,2,0
necessarily_snowy,2,2,0
necessarily_snappy,2,2,0
particularly_malty,2,2,0
usually_flexible,2,2,0
usually_flashy,2,2,0
wholly_sorry,2,2,0
wholly_sound,2,2,0
wholly_spectacular,2,1,1
particularly_mathematical,2,2,0
seemingly_successful,2,2,0
aggressively_sweet,2,2,0
usually_fortunate,2,2,0
rather_unfair,2,2,0
necessarily_spontaneous,2,2,0
particularly_long-term,2,2,0
particularly_loose,2,2,0
necessarily_stubborn,2,2,0
necessarily_structural,2,2,0
usually_generous,2,2,0
broadly_acceptable,2,2,0
wholly_selfless,2,2,0
seemingly_present,2,2,0
necessarily_steep,2,2,0
aggressively_violent,2,1,1
wholly_similar,2,2,0
rather_unlikely,2,2,0
necessarily_stationary,2,2,0
seemingly_random,2,2,0
particularly_lush,2,2,0
broadly_aware,2,2,0
aggressively_territorial,2,2,0
particularly_magnetic,2,2,0
seemingly_relevant,2,2,0
broadly_illegal,2,2,0
seemingly_unable,2,2,0
aggressively_masculine,2,2,0
broadly_visible,2,2,0
usually_exclusive,2,2,0
necessarily_sentimental,2,2,0
brutally_bitter,2,2,0
usually_excellent,2,2,0
necessarily_selfless,2,2,0
necessarily_self-explanatory,2,2,0
aggressively_modern,2,1,1
aggressively_melodic,2,2,0
brutally_competitive,2,2,0
necessarily_sectarian,2,2,0
particularly_monogamous,2,2,0
brutally_direct,2,2,0
necessarily_scrupulous,2,2,0
usually_enforceable,2,2,0
necessarily_scarier,2,2,0
brutally_efficient,2,2,0
particularly_monstrous,2,2,0
usually_emotional,2,2,0
rather_superficial,2,2,0
wholly_straight,2,2,0
particularly_miserable,2,2,0
necessarily_single,2,2,0
necessarily_shady,2,2,0
rather_uncertain,2,2,0
aggressively_political,2,2,0
usually_financial,2,2,0
usually_final,2,2,0
necessarily_simultaneous,2,2,0
usually_favourable,2,2,0
particularly_merry,2,2,0
particularly_meticulous,2,2,0
rather_tall,2,1,1
particularly_miffed,2,2,0
necessarily_short-lived,2,2,0
broadly_reflective,2,2,0
particularly_mild,2,2,0
usually_extravagant,2,2,0
usually_explosive,2,2,0
particularly_military,2,2,0
aggressively_obnoxious,2,2,0
particularly_minor,2,2,0
broadly_talented,2,2,0
wholly_possible,2,2,0
both_serious,2,2,0
usually_neutral,2,2,0
normally_essential,2,2,0
boldly_ignorant,2,2,0
normally_fearful,2,2,0
particularly_flavourful,2,2,0
roughly_analogous,2,2,0
normally_expensive,2,2,0
normally_excited,2,2,0
usually_resident,2,2,0
all_courteous,2,2,0
all_cosy,2,2,0
normally_empty,2,2,0
readily_analogous,2,2,0
all_costly,2,2,0
normally_emotional,2,2,0
normally_effortless,2,2,0
particularly_foolish,2,2,0
normally_ecstatic,2,2,0
wholly_native,2,2,0
all_convoluted,2,2,0
particularly_foreign,2,1,1
all_convinced,2,2,0
usually_ripe,2,2,0
normally_frightening,2,2,0
normally_full,2,2,0
normally_functional,2,2,0
normally_likely,2,2,0
all_crunchy,2,2,0
normally_legal,2,2,0
rigorously_enforceable,2,2,0
normally_late,2,2,0
rigorously_intellectual,2,2,0
wholly_muslim,2,2,0
rigorously_orthodox,2,2,0
rigorously_scientific,2,2,0
normally_huge,2,2,0
normally_hot,2,2,0
all_criminal,2,2,0
normally_hostile,2,2,0
all_credible,2,2,0
usually_rough,2,2,0
normally_hardy,2,2,0
particularly_flagrant,2,2,0
particularly_flammable,2,2,0
normally_green,2,2,0
normally_doable,2,2,0
all_conversant,2,2,0
normally_destructive,2,2,0
routinely_necessary,2,2,0
usually_rational,2,2,0
normally_attractive,2,2,0
normally_attainable,2,2,0
particularly_fulfilling,2,1,1
both_alive,2,2,0
normally_anonymous,2,2,0
routinely_subject,2,2,0
both_angry,2,2,0
all_comprehensive,2,2,0
normally_advisable,2,2,0
all_complicit,2,2,0
both_appropriate,2,2,0
particularly_fundamental,2,0,2
particularly_funky,2,1,1
normally_accountable,2,2,0
readily_employable,2,2,0
particularly_gaudy,2,2,0
both_aware,2,2,0
nonetheless_productive,2,2,0
all_conciliatory,2,2,0
routinely_moderate,2,2,0
usually_reliable,2,2,0
particularly_frivolous,2,2,0
normally_dependent,2,2,0
borderline_impossible,2,2,0
all_contentious,2,2,0
normally_curious,2,2,0
normally_crazy,2,2,0
normally_controversial,2,2,0
particularly_forward,2,2,0
particularly_fragrant,2,2,0
routinely_accessible,2,2,0
particularly_freaky,2,1,1
borderline_ridiculous,2,2,0
all_conscious,2,2,0
routinely_difficult,2,2,0
all_congruent,2,2,0
normally_cause,2,2,0
usually_reckless,2,2,0
particularly_frigid,2,2,0
normally_bitter,2,2,0
usually_receptive,2,2,0
particularly_ferocious,2,2,0
blissfully_serene,2,2,0
normally_mad,2,2,0
right_conservative,2,2,0
normally_useful,2,2,0
normally_treatable,2,2,0
all_dense,2,2,0
normally_toxic,2,2,0
right_fat,2,2,0
right_good,2,2,0
blindly_ideological,2,2,0
normally_sympathetic,2,2,0
normally_suspicious,2,2,0
usually_small,2,2,0
readily_inclined,2,2,0
right_happy,2,2,0
right_intimidating,2,2,0
normally_straightforward,2,2,0
normally_standard,2,2,0
normally_stable,2,2,0
normally_spontaneous,2,2,0
normally_spicy,2,2,0
normally_speechless,2,2,0
usually_social,2,2,0
normally_vocal,2,2,0
all_deluded,2,2,0
normally_welcome,2,2,0
not_alike,2,2,0
usually_spontaneous,2,2,0
not_affordable,2,2,0
not_adverse,2,2,0
not_adventurous,2,1,1
ridiculously_wide,2,2,0
not_admirable,2,2,0
usually_spicy,2,2,0
not_achievable,2,2,0
blindly_bullish,2,2,0
particularly_experienced,2,2,0
not_absurd,2,2,0
north_korean,2,2,0
north_american,2,2,0
normally_wrong,2,2,0
normally_worthy,2,2,0
normally_worried,2,2,0
usually_soluble,2,2,0
normally_wise,2,2,0
normally_special,2,2,0
all_delightful,2,2,0
rigidly_traditional,2,2,0
normally_qualified,2,2,0
all_dainty,2,2,0
normally_profitable,2,2,0
wholly_monolithic,2,2,0
rigidly_distinct,2,2,0
usually_sexy,2,2,0
rigidly_dogmatic,2,2,0
usually_sexual,2,2,0
rigidly_exclusive,2,2,0
rigidly_formal,2,2,0
normally_portable,2,2,0
rigidly_heterosexual,2,2,0
rigidly_hierarchical,2,2,0
normally_playable,2,2,0
wholly_mortal,2,2,0
particularly_female,2,2,0
all_cultural,2,2,0
normally_permeable,2,2,0
normally_optimal,2,2,0
normally_nervous,2,2,0
normally_punishable,2,2,0
normally_quick,2,2,0
particularly_eye-popping,2,2,0
particularly_fatal,2,2,0
normally_slow,2,2,0
normally_significant,2,2,0
usually_similar,2,2,0
particularly_factual,2,2,0
normally_severe,2,2,0
normally_serene,2,2,0
wholly_meaningful,2,2,0
particularly_fantastical,2,1,1
right_wrong,2,2,0
normally_safe,2,2,0
particularly_far-reaching,2,2,0
wholly_miserable,2,2,0
normally_responsible,2,2,0
normally_removable,2,2,0
normally_reluctant,2,2,0
rightly_related,2,2,0
normally_refundable,2,2,0
rigidly_beholden,2,2,0
normally_ready,2,2,0
nonetheless_helpful,2,2,0
sadly_disappointed,2,2,0
nonetheless_efficient,2,2,0
never_dependent,2,2,0
all_brutal,2,2,0
all_bothersome,2,2,0
particularly_heterosexual,2,1,1
wholly_past,2,2,0
usually_partial,2,2,0
never_afraid,2,2,0
both_lawful,2,2,0
never_abusive,2,2,0
scientifically_valuable,2,2,0
usually_overwhelming,2,2,0
usually_overt,2,2,0
all_bloody,2,2,0
scrupulously_clean,2,2,0
scrupulously_fair,2,2,0
both_male,2,2,0
all_bloodthirsty,2,2,0
particularly_historical,2,2,0
needlessly_precise,2,2,0
usually_overjoyed,2,2,0
usually_patient,2,2,0
scientifically_sophisticated,2,2,0
seasonally_available,2,2,0
scientifically_savvy,2,2,0
particularly_hawkish,2,2,0
never_happy,2,2,0
readily_contagious,2,2,0
usually_physical,2,2,0
scientifically_representative,2,2,0
all_cagey,2,2,0
never_fun,2,2,0
all_buttery,2,2,0
both_hot,2,2,0
both_human,2,2,0
readily_conducive,2,2,0
scientifically_right,2,2,0
both_illegal,2,2,0
never_faint,2,2,0
never_equal,2,2,0
never_dull,2,2,0
particularly_heartfelt,2,2,0
all_bulky,2,2,0
scientifically_satisfying,2,2,0
needlessly_obscure,2,2,0
wholly_peaceful,2,2,0
never_important,2,2,0
usually_objective,2,2,0
both_popular,2,2,0
both_powerful,2,2,0
both_pregnant,2,2,0
all_balmy,2,2,0
all_automatic,2,2,0
usually_noisy,2,2,0
wholly_pop,2,2,0
particularly_iconic,2,2,0
usually_newsworthy,2,2,0
necessarily_wearable,2,2,0
all_authentic,2,2,0
both_sad,2,2,0
both_safe,2,2,0
both_safer,2,2,0
all_atypical,2,2,0
all_assertive,2,2,0
all_artistic,2,2,0
readily_answerable,2,2,0
both_same,2,2,0
particularly_humanitarian,2,2,0
all_beholden,2,2,0
seasonally_dependent,2,2,0
wholly_plausible,2,2,0
all_blind,2,2,0
needlessly_inflammatory,2,2,0
all_blessed,2,2,0
seasonally_specific,2,2,0
needlessly_expensive,2,2,0
needlessly_divisive,2,2,0
needlessly_confusing,2,2,0
second_favourite,2,2,0
needlessly_big,2,2,0
particularly_horny,2,2,0
secretly_canadian,2,2,0
all_biodegradable,2,2,0
needlessly_adversarial,2,2,0
all_bigger,2,2,0
both_naked,2,2,0
secretly_envious,2,2,0
usually_older,2,2,0
usually_obtainable,2,2,0
necessarily_worst,2,2,0
scientifically_ready,2,2,0
scientifically_quantifiable,2,2,0
all_comical,2,2,0
usually_proper,2,2,0
both_clean,2,2,0
particularly_gnarly,2,1,1
both_clear,2,2,0
both_comfortable,2,2,0
scarily_accurate,2,2,0
scarily_quiet,2,2,0
all_cocky,2,2,0
all_cluttered,2,2,0
scientifically_adept,2,2,0
scientifically_advanced,2,2,0
both_correct,2,2,0
all_cloudy,2,2,0
scientifically_baseless,2,2,0
scientifically_beneficial,2,2,0
scientifically_capable,2,2,0
scientifically_certain,2,2,0
all_cliched,2,2,0
usually_profitable,2,2,0
scientifically_complex,2,2,0
no_foul,2,2,0
usually_proud,2,2,0
scientifically_critical,2,2,0
no_hotter,2,2,0
particularly_german,2,1,1
sadly_predictable,2,2,0
non_traditional,2,2,0
non_secular,2,2,0
non_permanent,2,2,0
non_negotiable,2,2,0
non_local,2,0,2
both_bad,2,2,0
wholly_objectionable,2,2,0
non_compliant,2,2,0
particularly_giant,2,2,0
safely_usable,2,2,0
nominally_powerful,2,2,0
nominally_christian,2,2,0
all_colorful,2,2,0
both_black,2,2,0
both_boring,2,2,0
both_brilliant,2,2,0
no_larger,2,2,0
newly_public,2,2,0
scientifically_dense,2,2,0
both_high,2,2,0
both_funny,2,2,0
scientifically_objective,2,2,0
all_cheerful,2,2,0
both_grateful,2,2,0
all_cheaper,2,2,0
never_ok,2,2,0
scientifically_perfect,2,2,0
scientifically_permissible,2,2,0
all_challenging,2,2,0
never_necessary,2,2,0
both_great,2,2,0
all_central,2,2,0
all_casual,2,2,0
both_happy,2,2,0
usually_playful,2,2,0
particularly_harmonious,2,2,0
particularly_harrowing,2,2,0
never_likely,2,2,0
never_less,2,2,0
scientifically_pure,2,2,0
particularly_habitable,2,2,0
both_free,2,2,0
newly_dead,2,2,0
readily_curable,2,2,0
particularly_granular,2,2,0
scientifically_exact,2,2,0
nevertheless_true,2,2,0
scientifically_false,2,2,0
nevertheless_necessary,2,2,0
nevertheless_effective,2,2,0
usually_predictable,2,2,0
both_equal,2,2,0
never_worth,2,2,0
usually_powerful,2,2,0
never_violent,2,2,0
all_civilized,2,2,0
all_circular,2,2,0
never_useful,2,2,0
particularly_gritty,2,2,0
never_stylish,2,2,0
scientifically_invalid,2,2,0
never_sick,2,2,0
scientifically_irresponsible,2,2,0
necessarily_provincial,2,2,0
necessarily_prosperous,2,2,0
often_ambiguous,2,2,0
wildly_exaggerated,2,2,0
wildly_engaging,2,1,1
unreasonably_short,2,2,0
acutely_selfish,2,2,0
clearly_inaccurate,2,2,0
wildly_enthused,2,2,0
particularly_time-consuming,2,2,0
rather_happy,2,2,0
severely_low,2,2,0
necessarily_extravagant,2,2,0
clearly_ineligible,2,2,0
particularly_unrealistic,2,2,0
necessarily_expired,2,2,0
unreasonably_restrictive,2,2,0
necessarily_experimental,2,2,0
necessarily_experienced,2,2,0
particularly_transformative,2,1,1
wildly_familiar,2,2,0
severely_outdated,2,2,0
acutely_endangered,2,2,0
necessarily_exotic,2,2,0
necessarily_fantastical,2,2,0
necessarily_farfetched,2,2,0
necessarily_fascist,2,2,0
particularly_thematic,2,2,0
particularly_tangible,2,1,1
unrelentingly_bad,2,2,0
necessarily_finer,2,2,0
clearly_fraudulent,2,2,0
clearly_frivolous,2,2,0
necessarily_filthy,2,2,0
particularly_taxing,2,2,0
necessarily_figurative,2,2,0
necessarily_fictional,2,2,0
particularly_tenable,2,2,0
unreasonably_volatile,2,2,0
necessarily_festive,2,2,0
wildly_eclectic,2,2,0
clearly_great,2,2,0
clearly_guilty,2,2,0
clearly_happy,2,2,0
clearly_harmful,2,2,0
clearly_illegitimate,2,2,0
severely_intolerant,2,2,0
severely_overpriced,2,2,0
particularly_tribal,2,2,0
clearly_insane,2,2,0
clearly_mad,2,2,0
actually_younger,2,2,0
severely_regular,2,2,0
particularly_unified,2,2,0
particularly_uniform,2,2,0
necessarily_entrepreneurial,2,2,0
particularly_unimportant,2,2,0
particularly_universal,2,2,0
rather_elegant,2,2,0
unreasonably_impractical,2,2,0
particularly_unlikable,2,2,0
particularly_unlikeable,2,2,0
particularly_unlikely,2,2,0
clearly_meritorious,2,2,0
necessarily_enforceable,2,2,0
severely_sore,2,0,2
actually_workable,2,2,0
necessarily_endearing,2,2,0
rather_easier,2,2,0
necessarily_endangered,2,2,0
necessarily_equitable,2,2,0
necessarily_erroneous,2,2,0
rather_fun,2,2,0
particularly_unfair,2,0,2
rather_full,2,2,0
particularly_triumphant,2,2,0
rather_frightening,2,2,0
necessarily_excellent,2,2,0
wildly_fast,2,2,0
wildly_favorable,2,2,0
necessarily_evocative,2,2,0
unreasonably_optimistic,2,2,0
severely_overworked,2,2,0
clearly_lawful,2,2,0
rather_famous,2,2,0
rather_extraordinary,2,2,0
rather_expensive,2,2,0
clearly_logical,2,2,0
severely_practical,2,2,0
particularly_understated,2,2,0
rather_exciting,2,2,0
necessarily_erudite,2,2,0
particularly_unethical,2,2,0
wildly_difficult,2,2,0
particularly_synonymous,2,2,0
particularly_symbolic,2,0,2
clearly_compatible,2,2,0
wildly_bad,2,1,1
seriously_weird,2,2,0
necessarily_greasy,2,2,0
adequately_flexible,2,2,0
seriously_worth,2,2,0
adequately_feminine,2,2,0
particularly_stinky,2,2,0
particularly_stoic,2,1,1
adequately_enough,2,2,0
wildly_brilliant,2,2,0
wildly_busy,2,2,0
particularly_stretchy,2,2,0
wildly_cheap,2,2,0
adequately_descriptive,2,2,0
clearly_criminal,2,2,0
necessarily_gifted,2,2,0
wildly_chuffed,2,2,0
necessarily_giant,2,2,0
necessarily_german,2,2,0
adequately_free,2,2,0
necessarily_gullible,2,2,0
particularly_stubborn,2,2,0
necessarily_gung,2,2,0
wildly_active,2,2,0
wildly_adventurous,2,2,0
adequately_large,2,2,0
particularly_speculative,2,2,0
necessarily_helpless,2,2,0
adequately_knowledgeable,2,2,0
necessarily_heartless,2,2,0
necessarily_heartening,2,2,0
unusually_busy,2,2,0
clearly_benign,2,2,0
clearly_biblical,2,2,0
rather_late,2,2,0
necessarily_hateful,2,1,1
particularly_spoilt,2,2,0
clearly_bullish,2,2,0
wildly_arrogant,2,2,0
clearly_christian,2,2,0
unusually_aggressive,2,2,0
wildly_athletic,2,2,0
particularly_stronger,2,2,0
particularly_stuffy,2,2,0
necessarily_fit,2,2,0
particularly_sudden,2,2,0
necessarily_formulaic,2,2,0
necessarily_formidable,2,2,0
necessarily_foreseeable,2,2,0
severely_dry,2,2,0
necessarily_foreboding,2,2,0
necessarily_forceful,2,2,0
adequately_capable,2,2,0
wildly_crazy,2,2,0
necessarily_forbidden,2,2,0
adequately_appreciative,2,2,0
rather_incredible,2,2,0
adequately_accurate,2,2,0
adequately_accountable,2,2,0
necessarily_flexible,2,2,0
necessarily_flawless,2,2,0
rather_inconsistent,2,2,0
necessarily_flattered,2,2,0
unrelentingly_bleak,2,2,0
rather_impressive,2,2,0
particularly_suggestive,2,2,0
wildly_confusing,2,2,0
necessarily_generous,2,2,0
clearly_established,2,2,0
necessarily_gendered,2,2,0
necessarily_gaudy,2,2,0
wildly_colorful,2,2,0
wildly_compelling,2,2,0
particularly_submissive,2,2,0
clearly_distinguished,2,2,0
wildly_complex,2,2,0
adequately_competent,2,2,0
necessarily_fruitful,2,2,0
unrelentingly_serious,2,2,0
necessarily_frigid,2,1,1
unrelentingly_secular,2,2,0
clearly_dominant,2,2,0
clearly_doomed,2,2,0
wildly_confident,2,2,0
particularly_succesful,2,2,0
necessarily_fragrant,2,2,0
clearly_enforceable,2,2,0
necessarily_forward,2,2,0
particularly_unorthodox,2,2,0
clearly_moral,2,2,0
again_sure,2,2,0
rather_busy,2,2,0
rather_comfy,2,2,0
unquestionably_necessary,2,2,0
clearly_worth,2,2,0
rather_clean,2,2,0
necessarily_damned,2,2,0
partly_due,2,0,2
partly_free,2,2,0
rather_certain,2,2,0
rather_calm,2,2,0
necessarily_cyclical,2,2,0
rather_dubious,2,2,0
actually_underpaid,2,2,0
partly_sunny,2,2,0
unquestionably_false,2,2,0
clinically_academic,2,2,0
partly_wrong,2,2,0
rather_bland,2,2,0
necessarily_curious,2,2,0
passionately_hateful,2,2,0
sexually_experienced,2,2,0
actually_understandable,2,2,0
actually_underwater,2,2,0
sexually_dominant,2,2,0
actually_unemployed,2,2,0
particularly_wicked,2,2,0
necessarily_demeaning,2,2,0
clearly_unlawful,2,2,0
actually_unlawful,2,2,0
necessarily_deleterious,2,2,0
actually_unknown,2,2,0
sexually_desperate,2,2,0
necessarily_defiant,2,2,0
clearly_untrue,2,2,0
actually_uniform,2,2,0
necessarily_defensible,2,2,0
particularly_wiser,2,2,0
wildly_intelligent,2,2,0
particularly_wordy,2,2,0
rather_common,2,2,0
actually_unhealthy,2,2,0
actually_unfair,2,2,0
sexually_disturbing,2,2,0
clearly_vulnerable,2,2,0
rather_basic,2,2,0
sexually_experimental,2,2,0
clinically_active,2,2,0
wildly_irresponsible,2,2,0
rather_absurd,2,2,0
clinically_impotent,2,2,0
necessarily_content,2,2,0
rather_able,2,2,0
clinically_ineffective,2,2,0
patently_frivolous,2,2,0
necessarily_constitutional,2,2,0
rarely_true,2,2,0
necessarily_consequential,2,2,0
clinically_objective,2,2,0
clinically_obsessed,2,2,0
actually_truthful,2,2,0
necessarily_confusing,2,2,0
necessarily_conflicting,2,2,0
necessarily_condescending,2,2,0
necessarily_concise,2,2,0
necessarily_compulsory,2,2,0
clinically_severe,2,2,0
patently_unjust,2,2,0
actually_uncomfortable,2,2,0
rather_amusing,2,2,0
clinically_addictive,2,2,0
past_tense,2,2,0
clinically_allergic,2,2,0
necessarily_crispy,2,2,0
clinically_beneficial,2,2,0
unquestionably_best,2,2,0
unquestionably_bad,2,2,0
rather_bad,2,2,0
rather_ashamed,2,2,0
clinically_competent,2,2,0
necessarily_cozy,2,2,0
necessarily_cowardly,2,2,0
actually_unconscious,2,2,0
rather_annoying,2,2,0
necessarily_courageous,2,2,0
clinically_correct,2,2,0
necessarily_counter-intuitive,2,2,0
necessarily_cost-efficient,2,2,0
clinically_demented,2,2,0
clinically_deranged,2,2,0
sexually_gross,2,2,0
clearly_unethical,2,2,0
unrealistically_good,2,2,0
actually_unpleasant,2,2,0
clearly_perceptible,2,2,0
necessarily_easiest,2,2,0
unreasonably_effective,2,2,0
necessarily_early,2,2,0
clearly_political,2,2,0
necessarily_dynamic,2,2,0
actually_wearable,2,1,1
rather_different,2,2,0
unreasonably_costly,2,2,0
wildly_helpful,2,2,0
necessarily_drastic,2,2,0
actually_weaker,2,2,0
particularly_usual,2,2,0
necessarily_downtrodden,2,2,0
particularly_valiant,2,1,1
necessarily_dominate,2,2,0
wildly_high,2,2,0
particularly_vegetarian,2,2,0
necessarily_doable,2,2,0
particularly_venerable,2,1,1
clearly_perfect,2,2,0
actually_welcoming,2,2,0
clearly_representative,2,2,0
wildly_happy,2,2,0
rather_dramatic,2,2,0
necessarily_empathetic,2,2,0
rather_drab,2,2,0
particularly_unsettled,2,2,0
clearly_negligent,2,2,0
necessarily_electronic,2,2,0
particularly_unsuccessful,2,2,0
necessarily_elaborate,2,2,0
particularly_untrue,2,2,0
necessarily_egotistical,2,2,0
clearly_normal,2,2,0
particularly_unwelcome,2,2,0
severely_underweight,2,2,0
rather_disappointed,2,2,0
clearly_open,2,2,0
actually_whole,2,2,0
unreasonably_exorbitant,2,2,0
particularly_upfront,2,2,0
unreasonably_excited,2,2,0
sexually_ambiguous,2,2,0
unreasonably_cold,2,2,0
sexually_daring,2,2,0
clearly_significant,2,2,0
particularly_wacky,2,1,1
clearly_supernatural,2,2,0
necessarily_devious,2,2,0
necessarily_deviant,2,2,0
clearly_supportive,2,2,0
unrealistically_positive,2,2,0
wildly_improbable,2,2,0
necessarily_detailed,2,2,0
particularly_warmer,2,2,0
sexually_competitive,2,2,0
rather_correct,2,2,0
clearly_sustainable,2,2,0
clearly_tangible,2,2,0
sexually_curious,2,2,0
unrealistically_hopeful,2,2,0
actually_unsafe,2,2,0
clearly_uncomfortable,2,2,0
wildly_inconvenient,2,2,0
particularly_western,2,2,0
wildly_important,2,2,0
actually_urgent,2,2,0
necessarily_disturbing,2,2,0
necessarily_disconcerting,2,2,0
actually_vital,2,2,0
wildly_hilarious,2,2,0
particularly_victorious,2,2,0
necessarily_distinguishable,2,2,0
wildly_hot,2,2,0
rather_cruel,2,2,0
necessarily_dissimilar,2,2,0
necessarily_dissatisfied,2,2,0
unreasonably_bright,2,2,0
particularly_vintage,2,1,1
actually_vicious,2,2,0
rather_creepy,2,2,0
actually_useless,2,2,0
necessarily_disinterested,2,2,0
clearly_secure,2,2,0
necessarily_discrete,2,2,0
particularly_vociferous,2,2,0
necessarily_discoverable,2,2,0
necessarily_discouraging,2,2,0
seriously_underfunded,2,2,0
necessarily_hierarchical,2,2,0
necessarily_hindu,2,2,0
usually_autobiographical,2,2,0
aesthetically_sophisticated,2,2,0
necessarily_onboard,2,2,0
particularly_prohibitive,2,1,1
wholly_vegan,2,2,0
certainly_impossible,2,2,0
wholly_vicious,2,2,0
particularly_pronounced,2,2,0
usually_awkward,2,2,0
usually_awesome,2,2,0
usually_attentive,2,2,0
seriously_ugly,2,2,0
usually_armed,2,2,0
seriously_deluded,2,2,0
necessarily_observable,2,2,0
particularly_psyched,2,2,0
particularly_psychedelic,2,2,0
certainly_possible,2,2,0
particularly_punctual,2,2,0
particularly_pungent,2,2,0
certainly_preferable,2,1,1
aesthetically_superior,2,2,0
necessarily_onerous,2,2,0
wholly_useful,2,2,0
necessarily_open-ended,2,2,0
particularly_presidential,2,2,0
necessarily_overpriced,2,2,0
seriously_cool,2,2,0
wholly_untenable,2,2,0
necessarily_outrageous,2,2,0
again_accessible,2,2,0
necessarily_out,2,2,0
wholly_unused,2,2,0
aesthetically_valuable,2,2,0
seriously_damaged,2,2,0
particularly_privileged,2,2,0
necessarily_oriented,2,2,0
usually_black,2,2,0
certainly_harmless,2,2,0
particularly_pro-israel,2,2,0
particularly_probable,2,2,0
particularly_profane,2,2,0
necessarily_opportunistic,2,2,0
necessarily_operational,2,2,0
wholly_wasteful,2,2,0
particularly_puzzling,2,2,0
usually_angry,2,2,0
usually_abundant,2,2,0
aesthetically_intriguing,2,2,0
necessarily_moderate,2,2,0
aesthetically_interesting,2,2,0
necessarily_misleading,2,2,0
particularly_raucous,2,2,0
wholly_wise,2,2,0
seriously_handicapped,2,2,0
necessarily_minimal,2,2,0
necessarily_mindful,2,2,0
necessarily_militant,2,2,0
particularly_reckless,2,2,0
necessarily_mexican,2,2,0
necessarily_metaphysical,2,2,0
necessarily_messy,2,2,0
seriously_horny,2,2,0
seriously_hot,2,2,0
seriously_hungry,2,2,0
particularly_red,2,2,0
particularly_reductive,2,2,0
urgently_worried,2,2,0
seriously_entertaining,2,2,0
seriously_disabled,2,2,0
usually_academic,2,2,0
wholly_welcoming,2,2,0
necessarily_noisy,2,2,0
rather_petty,2,2,0
particularly_quantitative,2,2,0
certainly_satisfied,2,2,0
rather_pessimistic,2,2,0
usually_aged,2,2,0
particularly_racy,2,1,1
wholly_wild,2,2,0
certainly_understandable,2,2,0
particularly_radioactive,2,2,0
usually_adequate,2,2,0
aesthetically_nice,2,2,0
necessarily_narrow,2,2,0
necessarily_narrative,2,2,0
particularly_random,2,2,0
necessarily_narcissistic,2,2,0
necessarily_mystical,2,2,0
necessarily_mysterious,2,2,0
necessarily_overrated,2,2,0
necessarily_pagan,2,2,0
particularly_prejudiced,2,2,0
necessarily_pristine,2,2,0
necessarily_prime,2,2,0
categorically_evil,2,2,0
rather_sad,2,2,0
usually_content,2,2,0
necessarily_prettier,2,2,0
wholly_uninteresting,2,2,0
wholly_unjust,2,2,0
rather_risky,2,2,0
particularly_perceptive,2,2,0
