bigram_lower,SUM,ADJ,NEG
factually_consistent,1,1,0
factually_careful,1,1,0
factually_bogus,1,1,0
factually_baseless,1,1,0
factually_autobiographical,1,1,0
factually_appropriate,1,1,0
fabulously_supportive,1,1,0
fabulously_successful,1,1,0
fabulously_stylish,1,1,0
fabulously_smooth,1,1,0
fabulously_luxurious,1,1,0
fabulously_lucky,1,1,0
fabulously_literate,1,1,0
factually_fascinating,1,1,0
factually_heavy,1,1,0
faintly_amusing,1,0,1
factually_immaculate,1,1,0
faintly_ambiguous,1,0,1
faintly_alike,1,1,0
factually_untenable,1,1,0
factually_unfair,1,1,0
factually_sufficient,1,1,0
factually_substantive,1,1,0
factually_spurious,1,1,0
factually_specious,1,1,0
factually_similar,1,1,0
factually_scientific,1,1,0
factually_reliable,1,1,0
factually_recognizable,1,1,0
factually_possible,1,1,0
factually_obtuse,1,1,0
factually_nonsensical,1,1,0
factually_misleading,1,1,0
factually_inconsistent,1,1,0
extremely_stringent,1,1,0
extremely_strident,1,1,0
extremely_strenuous,1,1,0
extremely_off,1,1,0
extremely_obedient,1,1,0
extremely_non-traditional,1,1,0
extremely_noble,1,1,0
extremely_nimble,1,1,0
extremely_navigable,1,1,0
extremely_natural,1,1,0
extremely_nasty,1,1,0
extremely_myopic,1,1,0
extremely_mushy,1,1,0
extremely_moral,1,1,0
extremely_modest,1,1,0
extremely_misogynistic,1,1,0
extremely_mind-blowing,1,1,0
extremely_melodic,1,1,0
extremely_massive,1,1,0
extremely_many,1,1,0
extremely_manly,1,1,0
extremely_obnoxious,1,1,0
extremely_oily,1,1,0
extremely_mainstream,1,1,0
extremely_older,1,1,0
extremely_perilous,1,1,0
extremely_perceptive,1,1,0
extremely_peaceful,1,1,0
extremely_patriotic,1,1,0
extremely_passive,1,1,0
extremely_paranoid,1,1,0
extremely_paramount,1,1,0
extremely_overworked,1,1,0
extremely_overpowering,1,1,0
extremely_overbearing,1,1,0
extremely_outstanding,1,1,0
extremely_outgoing,1,1,0
extremely_orthodox,1,1,0
extremely_optimal,1,1,0
extremely_opportunistic,1,1,0
extremely_opaque,1,1,0
extremely_ominous,1,1,0
extremely_major,1,0,1
extremely_mad,1,1,0
extremely_streaky,1,1,0
extremely_intricate,1,1,0
extremely_international,1,1,0
extremely_intensive,1,1,0
extremely_intellectual,1,1,0
extremely_integral,1,1,0
extremely_inspiring,1,1,0
extremely_insightful,1,1,0
extremely_inhumane,1,1,0
extremely_infuriating,1,1,0
extremely_informational,1,1,0
extremely_incorrect,1,1,0
extremely_imperative,1,1,0
extremely_immediate,1,1,0
extremely_idiotic,1,1,0
extremely_ideological,1,1,0
extremely_hungover,1,1,0
extremely_humiliating,1,1,0
extremely_humble,1,1,0
extremely_intimate,1,1,0
extremely_introverted,1,1,0
extremely_lower,1,1,0
extremely_intrusive,1,1,0
extremely_low-income,1,1,0
extremely_lovable,1,1,0
extremely_little,1,1,0
extremely_literate,1,1,0
extremely_likeable,1,1,0
extremely_lethal,1,1,0
extremely_lax,1,1,0
extremely_laborious,1,1,0
extremely_judgemental,1,1,0
extremely_joyous,1,1,0
extremely_joyful,1,1,0
extremely_jittery,1,1,0
extremely_itchy,1,1,0
extremely_islamic,1,1,0
extremely_irritating,1,1,0
extremely_ironic,1,1,0
extremely_inviting,1,1,0
extremely_persistent,1,1,0
extremely_pessimistic,1,1,0
extremely_petty,1,1,0
extremely_shady,1,0,1
extremely_sensational,1,1,0
extremely_self-conscious,1,1,0
extremely_scientific,1,1,0
extremely_scary,1,1,0
extremely_scared,1,1,0
extremely_scandalous,1,0,1
extremely_scalable,1,1,0
extremely_same,1,1,0
extremely_salacious,1,1,0
extremely_rusty,1,1,0
extremely_rural,1,1,0
extremely_rugged,1,1,0
extremely_roomy,1,1,0
extremely_risk-free,1,1,0
extremely_ridiculous,1,1,0
extremely_revelatory,1,1,0
extremely_restrictive,1,1,0
extremely_sentimental,1,1,0
extremely_shaky,1,1,0
extremely_phenomenal,1,1,0
extremely_shiny,1,1,0
extremely_straight,1,1,0
extremely_steady,1,1,0
extremely_startling,1,0,1
extremely_spiritual,1,1,0
extremely_speedy,1,1,0
extremely_speculative,1,1,0
extremely_specialized,1,1,0
extremely_sour,1,1,0
extremely_sorry,1,1,0
extremely_slippery,1,1,0
extremely_slim,1,1,0
extremely_skinny,1,1,0
extremely_skeptical,1,1,0
extremely_sickening,1,1,0
extremely_shy,1,1,0
extremely_shrewd,1,1,0
extremely_shortsighted,1,1,0
extremely_respectful,1,1,0
extremely_resistant,1,1,0
extremely_relaxed,1,1,0
extremely_relatable,1,1,0
extremely_previous,1,1,0
extremely_present,1,0,1
extremely_pregnant,1,1,0
extremely_preferable,1,1,0
extremely_precious,1,1,0
extremely_preachy,1,1,0
extremely_possible,1,1,0
extremely_possessive,1,1,0
extremely_portable,1,1,0
extremely_pompous,1,1,0
extremely_political,1,1,0
extremely_plush,1,1,0
extremely_plentiful,1,1,0
extremely_playful,1,1,0
extremely_plausible,1,1,0
extremely_pink,1,1,0
extremely_picturesque,1,1,0
extremely_priceless,1,1,0
extremely_progressive,1,1,0
extremely_prolific,1,1,0
extremely_rad,1,1,0
extremely_recognizable,1,1,0
extremely_receptive,1,1,0
extremely_rebellious,1,1,0
extremely_reactionary,1,1,0
extremely_rational,1,1,0
extremely_rapid,1,1,0
extremely_radioactive,1,1,0
extremely_pure,1,1,0
extremely_promiscuous,1,1,0
extremely_pungent,1,1,0
extremely_punchy,1,1,0
extremely_public,1,1,0
extremely_prudent,1,1,0
extremely_provincial,1,0,1
extremely_prosperous,1,1,0
extremely_proprietary,1,1,0
fairly_best,1,1,0
fairly_bullish,1,1,0
exclusively_oral,1,1,0
fantastically_reliable,1,1,0
fantastically_powerful,1,1,0
fantastically_magical,1,1,0
fantastically_magic,1,0,1
fantastically_large,1,1,0
fantastically_irritating,1,1,0
fantastically_infectious,1,1,0
fantastically_indifferent,1,1,0
fantastically_impressed,1,1,0
fantastically_huge,1,1,0
fantastically_hot,1,1,0
fantastically_hostile,1,1,0
fantastically_healthy,1,1,0
fantastically_happy,1,1,0
fantastically_great,1,1,0
fantastically_generous,1,1,0
fantastically_functional,1,1,0
fantastically_entertaining,1,1,0
fantastically_quirky,1,1,0
fantastically_remote,1,1,0
fantastically_disappointed,1,1,0
fantastically_rich,1,1,0
far_available,1,1,0
far_asleep,1,1,0
far_askew,1,1,0
far_analogous,1,1,0
far_ample,1,1,0
far_alien,1,1,0
far_afoot,1,1,0
far_absolute,1,1,0
fantastically_wealthy,1,1,0
fantastically_unpleasant,1,1,0
fantastically_unlikely,1,1,0
fantastically_successful,1,0,1
fantastically_strange,1,1,0
fantastically_special,1,0,1
fantastically_satisfied,1,1,0
fantastically_rude,1,1,0
fantastically_right,1,0,1
fantastically_enjoyable,1,1,0
fantastically_difficult,1,1,0
far_blue,1,1,0
famously_paranoid,1,1,0
famously_hot,1,1,0
famously_grumpy,1,1,0
famously_great,1,1,0
famously_fond,1,1,0
famously_expensive,1,1,0
famously_entertaining,1,1,0
famously_enough,1,1,0
famously_effective,1,1,0
famously_devout,1,1,0
famously_depressed,1,1,0
famously_courteous,1,1,0
famously_competitive,1,1,0
famously_calm,1,1,0
famously_accurate,1,1,0
famously_accessible,1,1,0
falsely_worldly,1,1,0
falsely_uplifting,1,1,0
famously_intense,1,1,0
famously_protective,1,1,0
fantastically_different,1,1,0
famously_receptive,1,1,0
fantastically_corrupt,1,1,0
fantastically_clear,1,1,0
fantastically_cinematic,1,1,0
fantastically_british,1,1,0
fantastically_brilliant,1,1,0
fantastically_bizarre,1,1,0
fantastically_better,1,1,0
fantastically_bad,1,1,0
fantastically_authentic,1,1,0
fantastically_attractive,1,1,0
fantastically_artistic,1,1,0
fantastically_affordable,1,1,0
famously_whimsical,1,1,0
famously_versatile,1,1,0
famously_tolerant,1,1,0
famously_terrifying,1,1,0
famously_sympathetic,1,1,0
far_bad,1,1,0
far_cheap,1,1,0
fairly_candid,1,1,0
farther_right,1,1,0
farther_distant,1,1,0
farther_advanced,1,1,0
far_wealthier,1,1,0
far_weaker,1,1,0
far_warmer,1,1,0
far_visible,1,1,0
far_uphill,1,1,0
far_uncomplicated,1,1,0
far_uglier,1,1,0
far_thick,1,1,0
far_taller,1,1,0
far_sweeter,1,1,0
far_softer,1,1,0
far_slower,1,1,0
far_similar,1,1,0
far_separate,1,1,0
far_second,1,1,0
farther_distinct,1,1,0
farther_wide,1,1,0
far_remote,1,1,0
fascinatingly_awful,1,1,0
fast_more,1,1,0
fast_forthcoming,1,1,0
fast_ample,1,1,0
fashionably_wealthy,1,1,0
fashionably_rich,1,1,0
fashionably_predictable,1,1,0
fashionably_nerdy,1,1,0
fashionably_neat,1,1,0
fashionably_minimalistic,1,1,0
fashionably_large,1,1,0
fashionably_depressed,1,1,0
fashionably_cool,1,1,0
fashionably_confident,1,1,0
fashionably_chic,1,1,0
fashionably_acceptable,1,1,0
fascinatingly_weird,1,1,0
fascinatingly_bleak,1,1,0
far_right-wing,1,1,0
far_ready,1,1,0
far_clear,1,1,0
far_incorrect,1,1,0
far_high,1,1,0
far_happier,1,1,0
far_great,1,1,0
far_friendlier,1,1,0
far_freer,1,1,0
far_effective,1,1,0
far_easy,1,1,0
far_dry,1,1,0
far_divergent,1,1,0
far_deeper,1,1,0
far_deadlier,1,1,0
far_cuter,1,1,0
far_costlier,1,1,0
far_conclusive,1,1,0
far_comparable,1,1,0
far_closer,1,1,0
far_close,1,1,0
far_impressed,1,1,0
far_kinder,1,1,0
far_rarer,1,1,0
far_long,1,1,0
far_radical,1,1,0
far_quieter,1,1,0
far_proper,1,1,0
far_primary,1,1,0
far_prettier,1,1,0
far_poorer,1,1,0
far_playable,1,1,0
far_platonic,1,1,0
far_permanent,1,1,0
far_outside,1,1,0
far_outpacing,1,1,0
far_outlandish,1,1,0
far_outdated,1,1,0
far_optimal,1,1,0
far_nicer,1,1,0
far_meticulous,1,1,0
far_many,1,1,0
falsely_titillating,1,1,0
falsely_shy,1,1,0
falsely_sentimental,1,1,0
fairly_lightweight,1,1,0
fairly_knowledgeable,1,1,0
fairly_inviting,1,1,0
fairly_intuitive,1,1,0
fairly_insulting,1,1,0
fairly_insignificant,1,1,0
fairly_insensitive,1,1,0
fairly_inflexible,1,1,0
fairly_indifferent,1,1,0
fairly_indecent,1,1,0
fairly_impossible,1,1,0
fairly_important,1,1,0
fairly_impeccable,1,1,0
fairly_immune,1,1,0
fairly_immediate,1,1,0
fairly_hungry,1,1,0
fairly_humorous,1,1,0
fairly_healthy,1,1,0
fairly_late,1,1,0
fairly_likely,1,1,0
fairly_hard,1,1,0
fairly_linear,1,1,0
fairly_perfect,1,1,0
fairly_painful,1,1,0
fairly_old,1,1,0
fairly_okay,1,1,0
fairly_obsessed,1,1,0
fairly_objective,1,1,0
fairly_nonchalant,1,1,0
fairly_neutral,1,1,0
fairly_negligible,1,1,0
fairly_narrow,1,1,0
fairly_modest,1,1,0
fairly_mobile,1,1,0
fairly_minimal,1,1,0
fairly_lucrative,1,1,0
fairly_low,1,1,0
fairly_long,1,1,0
fairly_literal,1,1,0
fairly_harmless,1,1,0
fairly_handsome,1,1,0
falsely_sad,1,1,0
fairly_derivative,1,1,0
fairly_deep,1,1,0
fairly_decent,1,1,0
fairly_dark,1,1,0
fairly_crude,1,1,0
fairly_critical,1,1,0
fairly_cost-effective,1,1,0
fairly_correct,1,1,0
fairly_conversant,1,1,0
fairly_complete,1,1,0
fairly_competent,1,1,0
fairly_commensurate,1,1,0
fairly_comfortable,1,1,0
fairly_clueless,1,1,0
fairly_clean,1,1,0
fairly_civil,1,1,0
fairly_casual,1,1,0
fairly_capable,1,1,0
fairly_dependent,1,1,0
fairly_detailed,1,1,0
fairly_great,1,1,0
fairly_direct,1,1,0
fairly_gonna,1,1,0
fairly_gimmicky,1,1,0
fairly_fun,1,1,0
fairly_friendly,1,1,0
fairly_formulaic,1,0,1
fairly_fantastic,1,1,0
fairly_famous,1,1,0
fairly_excited,1,1,0
fairly_excessive,1,1,0
fairly_evident,1,1,0
fairly_essential,1,1,0
fairly_dreadful,1,0,1
fairly_drastic,1,1,0
fairly_doomed,1,1,0
fairly_disturbing,1,1,0
fairly_distinct,1,1,0
fairly_disastrous,1,1,0
fairly_pleasant,1,1,0
fairly_pleased,1,1,0
fairly_popular,1,1,0
falsely_acceptable,1,1,0
fairly_weak,1,1,0
fairly_volatile,1,1,0
fairly_vital,1,1,0
fairly_vast,1,1,0
fairly_unsettled,1,1,0
fairly_unsafe,1,1,0
fairly_unpleasant,1,1,0
fairly_unimpressive,1,1,0
fairly_uniform,1,1,0
fairly_underwhelming,1,1,0
fairly_unbalanced,1,1,0
fairly_unable,1,1,0
fairly_typical,1,1,0
fairly_tremendous,1,1,0
fairly_tough,1,1,0
fairly_tired,1,1,0
fairly_timid,1,1,0
fairly_well-known,1,1,0
falsely_bad,1,1,0
fairly_pricey,1,1,0
falsely_cheerful,1,1,0
falsely_romantic,1,1,0
falsely_religious,1,1,0
falsely_reductive,1,1,0
falsely_reassuring,1,1,0
falsely_proud,1,1,0
falsely_positive,1,1,0
falsely_polarizing,1,1,0
falsely_nostalgic,1,0,1
falsely_nice,1,1,0
falsely_neutral,1,1,0
falsely_loyal,1,1,0
falsely_low,1,1,0
falsely_idealistic,1,1,0
falsely_heavy,1,1,0
falsely_frightening,1,1,0
falsely_enthusiastic,1,1,0
falsely_confident,1,1,0
fairly_timeless,1,1,0
fairly_thrilling,1,1,0
fairly_terrible,1,1,0
fairly_supernatural,1,1,0
fairly_sensible,1,1,0
fairly_self-explanatory,1,1,0
fairly_scary,1,1,0
fairly_safe,1,1,0
fairly_ripe,1,1,0
fairly_rich,1,1,0
fairly_responsive,1,1,0
fairly_reluctant,1,1,0
fairly_reliable,1,1,0
fairly_regular,1,1,0
fairly_reasonable,1,1,0
fairly_real,1,1,0
fairly_quiet,1,1,0
fairly_quick,1,1,0
fairly_questionable,1,1,0
fairly_provincial,1,1,0
fairly_pristine,1,1,0
fairly_shallow,1,1,0
fairly_sharp,1,1,0
fairly_shocked,1,1,0
fairly_specific,1,1,0
fairly_superior,1,1,0
fairly_stylish,1,1,0
fairly_structured,1,1,0
fairly_strong,1,0,1
fairly_straight,1,1,0
fairly_speedy,1,1,0
fairly_spectacular,1,1,0
fairly_sparse,1,1,0
fairly_short,1,1,0
fairly_smooth,1,1,0
fairly_smart,1,1,0
fairly_slim,1,1,0
fairly_skinny,1,1,0
fairly_skillful,1,1,0
fairly_skilled,1,1,0
fairly_silent,1,1,0
extremely_hospitable,1,1,0
extremely_honourable,1,1,0
extremely_homophobic,1,1,0
explicitly_untrue,1,1,0
explicitly_unrelated,1,1,0
explicitly_unique,1,1,0
explicitly_unconstitutional,1,1,0
explicitly_triumphant,1,1,0
explicitly_transactional,1,1,0
explicitly_topical,1,1,0
explicitly_titillating,1,1,0
explicitly_theatrical,1,1,0
explicitly_terrible,1,1,0
explicitly_taboo,1,1,0
explicitly_supportive,1,1,0
explicitly_stoic,1,1,0
explicitly_speculative,1,1,0
explicitly_specific,1,1,0
explicitly_sexist,1,1,0
explicitly_sectarian,1,1,0
explicitly_scandalous,1,1,0
explicitly_unsettling,1,1,0
explicitly_useful,1,1,0
explicitly_satirical,1,1,0
explicitly_utopian,1,1,0
explosively_great,1,1,0
explosively_gooey,1,1,0
explosively_funny,1,1,0
explosively_fruity,1,1,0
explosively_enough,1,1,0
explosively_divisive,1,1,0
explosively_defensive,1,1,0
explosively_contagious,1,1,0
explosively_brilliant,1,1,0
explosively_blissful,1,1,0
explosively_angry,1,1,0
explicitly_willing,1,1,0
explicitly_white,1,1,0
explicitly_vulgar,1,1,0
explicitly_vocal,1,1,0
explicitly_vile,1,1,0
explicitly_valid,1,1,0
explicitly_satisfied,1,1,0
explicitly_salty,1,1,0
explosively_large,1,1,0
explicitly_pagan,1,1,0
explicitly_original,1,1,0
explicitly_operatic,1,1,0
explicitly_open,1,1,0
explicitly_offensive,1,1,0
explicitly_observable,1,1,0
explicitly_obscene,1,1,0
explicitly_nuclear,1,1,0
explicitly_nocturnal,1,0,1
explicitly_noble,1,1,0
explicitly_new,1,1,0
explicitly_nationalistic,1,1,0
explicitly_narrative,1,1,0
explicitly_modern,1,1,0
explicitly_mexican,1,1,0
explicitly_medieval,1,1,0
explicitly_medicinal,1,1,0
explicitly_meaningful,1,1,0
explicitly_orthodox,1,1,0
explicitly_personal,1,1,0
explicitly_romantic,1,1,0
explicitly_pessimistic,1,1,0
explicitly_right,1,1,0
explicitly_revolutionary,1,1,0
explicitly_republican,1,1,0
explicitly_redundant,1,1,0
explicitly_rebellious,1,1,0
explicitly_raunchy,1,1,0
explicitly_radical,1,1,0
explicitly_qualified,1,1,0
explicitly_provocative,1,1,0
explicitly_protectionist,1,1,0
explicitly_prophetic,1,1,0
explicitly_profitable,1,1,0
explicitly_predictable,1,1,0
explicitly_pornographic,1,1,0
explicitly_polish,1,1,0
explicitly_physical,1,1,0
explicitly_philosophical,1,1,0
explosively_hoppy,1,1,0
explosively_new,1,0,1
extremely_historical,1,1,0
extra_achievable,1,1,0
externally_vulnerable,1,1,0
externally_valuable,1,1,0
externally_stylish,1,1,0
externally_searchable,1,1,0
externally_righteous,1,1,0
externally_relevant,1,1,0
externally_regular,1,1,0
externally_physical,1,1,0
externally_open,1,1,0
externally_noticeable,1,1,0
externally_famous,1,1,0
externally_explicit,1,1,0
externally_enforceable,1,1,0
externally_distinctive,1,1,0
externally_consistent,1,1,0
externally_available,1,1,0
externally_aggressive,1,1,0
extra_absurd,1,1,0
extra_aggravating,1,1,0
externally_accountable,1,1,0
extra_aggressive,1,1,0
extra_hot,1,1,0
extra_horrible,1,1,0
extra_happy,1,1,0
extra_grateful,1,1,0
extra_friendly,1,1,0
extra_favorable,1,1,0
extra_essential,1,1,0
extra_enthusiastic,1,1,0
extra_enjoyable,1,1,0
extra_emotional,1,1,0
extra_critical,1,1,0
extra_conscious,1,1,0
extra_clever,1,1,0
extra_bad,1,1,0
extra_attractive,1,1,0
extra_appreciative,1,1,0
extra_annoying,1,1,0
externally_active,1,1,0
extensively_useful,1,1,0
explosively_popular,1,1,0
exquisitely_imaginative,1,1,0
exquisitely_hilarious,1,1,0
exquisitely_gorgeous,1,1,0
exquisitely_colorful,1,1,0
exquisitely_capable,1,1,0
exquisitely_bad,1,1,0
exponentially_smaller,1,1,0
exponentially_rude,1,1,0
exponentially_potent,1,1,0
exponentially_nutritious,1,1,0
exponentially_more,1,1,0
exponentially_lower,1,1,0
exponentially_larger,1,1,0
exponentially_bigger,1,1,0
explosively_successful,1,1,0
explosively_special,1,0,1
explosively_risky,1,1,0
explosively_quick,1,1,0
exquisitely_horrific,1,1,0
exquisitely_ironic,1,1,0
extensively_sexist,1,1,0
exquisitely_listenable,1,1,0
extensively_massive,1,1,0
extensively_interested,1,1,0
extensively_forthcoming,1,1,0
extensively_famous,1,1,0
extensively_enough,1,1,0
extensively_effective,1,1,0
extensively_bad,1,1,0
extensively_available,1,1,0
extensively_aged,1,1,0
exquisitely_tender,1,1,0
exquisitely_subtle,1,1,0
exquisitely_stylish,1,1,0
exquisitely_satisfying,1,1,0
exquisitely_prone,1,1,0
exquisitely_perfect,1,1,0
exquisitely_magical,1,1,0
exquisitely_ludicrous,1,1,0
explicitly_mathematical,1,1,0
explicitly_masculine,1,1,0
explicitly_manly,1,1,0
excruciatingly_memorable,1,0,1
excruciatingly_intense,1,1,0
excruciatingly_hard,1,1,0
excruciatingly_graphic,1,1,0
excruciatingly_full,1,1,0
excruciatingly_explicit,1,1,0
excruciatingly_expensive,1,1,0
excruciatingly_dull,1,1,0
excruciatingly_detailed,1,1,0
excruciatingly_dark,1,1,0
excruciatingly_cold,1,1,0
excruciatingly_clueless,1,1,0
excruciatingly_close,1,1,0
excruciatingly_awkward,1,1,0
exclusively_younger,1,1,0
exclusively_worse,1,1,0
exclusively_wonderful,1,1,0
exclusively_welcoming,1,1,0
excruciatingly_long,1,1,0
excruciatingly_neutral,1,1,0
exclusively_vital,1,1,0
excruciatingly_prone,1,1,0
exorbitantly_impractical,1,1,0
exorbitantly_humid,1,1,0
exorbitantly_higher,1,1,0
exorbitantly_familiar,1,1,0
exorbitantly_extravagant,1,1,0
exorbitantly_different,1,1,0
exorbitantly_costly,1,1,0
exorbitantly_challenging,1,1,0
excruciatingly_wrong,1,0,1
excruciatingly_vulnerable,1,1,0
excruciatingly_unfair,1,1,0
excruciatingly_unbearable,1,1,0
excruciatingly_thick,1,1,0
excruciatingly_steep,1,1,0
excruciatingly_specific,1,1,0
excruciatingly_silly,1,1,0
excruciatingly_racist,1,1,0
exclusively_weekly,1,1,0
exclusively_violent,1,1,0
explicitly_malevolent,1,1,0
exclusively_shorter,1,1,0
exclusively_shiite,1,1,0
exclusively_sexy,1,1,0
exclusively_scottish,1,1,0
exclusively_scientific,1,1,0
exclusively_scary,1,1,0
exclusively_romantic,1,1,0
exclusively_reflective,1,1,0
exclusively_racial,1,1,0
exclusively_purple,1,1,0
exclusively_public,1,1,0
exclusively_pro-life,1,1,0
exclusively_private,1,1,0
exclusively_prevalent,1,1,0
exclusively_poor,1,1,0
exclusively_philosophical,1,1,0
exclusively_peculiar,1,1,0
exclusively_overt,1,1,0
exclusively_short,1,1,0
exclusively_significant,1,1,0
exclusively_vertical,1,1,0
exclusively_slow,1,1,0
exclusively_valuable,1,1,0
exclusively_useful,1,1,0
exclusively_upward,1,1,0
exclusively_uplifting,1,1,0
exclusively_unintentional,1,1,0
exclusively_underwater,1,1,0
exclusively_turkish,1,1,0
exclusively_trans,1,1,0
exclusively_synonymous,1,1,0
exclusively_symptomatic,1,1,0
exclusively_surgical,1,1,0
exclusively_supernatural,1,1,0
exclusively_sufficient,1,1,0
exclusively_spanish,1,1,0
exclusively_solvable,1,1,0
exclusively_solitary,1,1,0
exclusively_small,1,1,0
exorbitantly_low,1,1,0
exorbitantly_noticeable,1,1,0
exorbitantly_overpriced,1,1,0
explicitly_huge,1,1,0
explicitly_homophobic,1,1,0
explicitly_holy,1,1,0
explicitly_hereditary,1,1,0
explicitly_hazardous,1,1,0
explicitly_hateful,1,1,0
explicitly_happy,1,1,0
explicitly_gruesome,1,1,0
explicitly_grisly,1,1,0
explicitly_good,1,0,1
explicitly_funny,1,0,1
explicitly_friendly,1,1,0
explicitly_forbidden,1,1,0
explicitly_federal,1,1,0
explicitly_fascist,1,1,0
explicitly_expensive,1,1,0
explicitly_exclusive,1,1,0
explicitly_evident,1,1,0
explicitly_hostile,1,1,0
explicitly_humorous,1,1,0
exorbitantly_priced,1,1,0
explicitly_hypnotic,1,1,0
explicitly_mad,1,1,0
explicitly_lower,1,1,0
explicitly_liable,1,1,0
explicitly_left-wing,1,1,0
explicitly_lawful,1,1,0
explicitly_kid-friendly,1,1,0
explicitly_judgmental,1,1,0
explicitly_japanese,1,1,0
explicitly_islamic,1,1,0
explicitly_involved,1,1,0
explicitly_interesting,1,1,0
explicitly_insidious,1,1,0
explicitly_inclusive,1,1,0
explicitly_inclined,1,1,0
explicitly_impossible,1,1,0
explicitly_important,1,0,1
explicitly_ideological,1,1,0
explicitly_ethnic,1,1,0
explicitly_erotic,1,1,0
explicitly_equal,1,1,0
explicitly_elitist,1,1,0
explicitly_commercial,1,1,0
explicitly_chronological,1,1,0
explicitly_chinese,1,1,0
explicitly_bossy,1,1,0
explicitly_arab,1,1,0
explicitly_appreciative,1,1,0
explicitly_appealing,1,1,0
explicitly_antagonistic,1,1,0
explicitly_analogous,1,1,0
explicitly_american,1,0,1
explicitly_allowable,1,1,0
explicitly_adverse,1,1,0
explicitly_active,1,1,0
explicitly_accurate,1,1,0
exorbitantly_weird,1,1,0
exorbitantly_rich,1,1,0
exorbitantly_profitable,1,1,0
explicitly_communist,1,1,0
explicitly_comprehensive,1,1,0
explicitly_constitutional,1,1,0
explicitly_derivative,1,1,0
explicitly_educational,1,1,0
explicitly_economic,1,1,0
explicitly_dystopian,1,1,0
explicitly_dynamic,1,1,0
explicitly_downbeat,1,1,0
explicitly_disturbing,1,1,0
explicitly_dirty,1,1,0
explicitly_dependent,1,1,0
explicitly_contradictory,1,1,0
explicitly_demonstrative,1,1,0
explicitly_democratic,1,1,0
explicitly_defiant,1,1,0
explicitly_deceptive,1,1,0
explicitly_damning,1,1,0
explicitly_criminal,1,1,0
explicitly_contrary,1,1,0
extra_hungry,1,1,0
extra_important,1,1,0
extra_interesting,1,1,0
extremely_decrepit,1,1,0
extremely_daunting,1,1,0
extremely_darker,1,1,0
extremely_damp,1,1,0
extremely_cut,1,1,0
extremely_curly,1,1,0
extremely_cumbersome,1,1,0
extremely_credible,1,1,0
extremely_cozy,1,1,0
extremely_cosy,1,1,0
extremely_cost,1,1,0
extremely_corrupt,1,1,0
extremely_correct,1,1,0
extremely_cordial,1,1,0
extremely_cooperative,1,1,0
extremely_controversial,1,1,0
extremely_contrived,1,1,0
extremely_constant,1,1,0
extremely_deadly,1,1,0
extremely_defective,1,1,0
extremely_confusing,1,1,0
extremely_dejected,1,1,0
extremely_distinctive,1,1,0
extremely_distinct,1,1,0
extremely_dissimilar,1,1,0
extremely_disruptive,1,1,0
extremely_disproportionate,1,1,0
extremely_disorienting,1,1,0
extremely_disgruntled,1,1,0
extremely_discreet,1,1,0
extremely_discouraging,1,1,0
extremely_dire,1,1,0
extremely_diplomatic,1,1,0
extremely_dim,1,1,0
extremely_didactic,1,1,0
extremely_destructive,1,1,0
extremely_depressed,1,1,0
extremely_delusional,1,1,0
extremely_deliberate,1,1,0
extremely_considerable,1,1,0
extremely_confused,1,1,0
extremely_alert,1,1,0
extremely_bloody,1,1,0
extremely_bigger,1,1,0
extremely_bent,1,1,0
extremely_believable,1,1,0
extremely_balanced,1,1,0
extremely_awkward,1,1,0
extremely_authentic,1,1,0
extremely_auspicious,1,1,0
extremely_artificial,1,1,0
extremely_articulate,1,1,0
extremely_arrogant,1,1,0
extremely_arbitrary,1,1,0
extremely_apologetic,1,1,0
extremely_anxious,1,1,0
extremely_anti-social,1,1,0
extremely_anti-semitic,1,1,0
extremely_annoyed,1,1,0
extremely_alluring,1,1,0
extremely_blasphemous,1,1,0
extremely_breathable,1,1,0
extremely_conductive,1,1,0
extremely_bubbly,1,0,1
extremely_conducive,1,1,0
extremely_concrete,1,1,0
extremely_complimentary,1,1,0
extremely_complete,1,1,0
extremely_collaborative,1,1,0
extremely_coarse,1,1,0
extremely_cloudy,1,1,0
extremely_classy,1,1,0
extremely_chunky,1,1,0
extremely_choosy,1,1,0
extremely_charming,1,1,0
extremely_central,1,1,0
extremely_caustic,1,1,0
extremely_casual,1,1,0
extremely_caring,1,1,0
extremely_callous,1,1,0
extremely_buoyant,1,1,0
extremely_distinguishable,1,1,0
